,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,sugars,calcium,magnesium,potassium,sodium,ingredients,dietary fiber,fat,saturated fat,cholesterol,iron
44,One Bowl Chocolate Fudge,21052,"For peanut butter squares, drop peanut butter by spoonfuls into chocolate and cut into fudge with knife before refrigerating. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F52594.jpg,48,97.9,154,4.6,10.3,9.2,0.0269,0.0081,0.0471,0.0105,16 ounces semisweet chocolate #1 (14 ounce) can sweetened condensed milk #2 teaspoons vanilla extract #1 ½ cups chopped walnuts ,0.9,6.2,2.3,0.0028,0.0006
45,Haitian French Toast,21053,A yummy and rich French toast perfect for a celebration brunch. I first served this for New Year's Day brunch with a mixed grill of meats and a bottle of good champagne. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F77605.jpg,6,424.9,123,4.5,59.1,16.6,0.0655,0.0298,0.2209,0.5641,1 French baguette #1 cup orange juice #½ cup heavy whipping cream #2 eggs #1 teaspoon ground cinnamon #¼ cup white sugar #1 dash ground nutmeg #3 tablespoons butter #2 tablespoons confectioners' sugar for dusting ,2.1,16.3,9.2,0.1044,0.0032
46,Butterscotch Fudge,21054,"When you need a dessert fast for those forgotten dinner parties, this is the perfect fix. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F27427.jpg,24,161.5,45,3.6,20.7,20.7,0.0645,0.0043,0.0845,0.041100000000000005,1 (14 ounce) can sweetened condensed milk #1 (11 ounce) package butterscotch chips #½ (11 ounce) package white chocolate chips #1 teaspoon butter flavored extract #1 teaspoon rum flavored extract ,0.0,7.3,5.4,0.006900000000000001,0.0
47,Grandma's Peanut Butter Fudge,21055,This recipe was given to me years ago by a friend. It disappears quickly and is a favorite of family and friends! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8145748.jpg,24,307.5,92,4.1,43.7,39.6,0.048799999999999996,0.0213,0.13119999999999998,0.13,4 cups white sugar #1 (12 fluid ounce) can evaporated milk #1 cup butter #1 cup crunchy peanut butter #1 (7 ounce) jar marshmallow creme ,0.9,14.3,6.5,0.0249,0.0003
48,Ham and Cheese Breakfast Casserole,21056,This ham and cheese casserole is very filling. It should be assembled and then refrigerated overnight. I usually make this Christmas Eve and serve it Christmas morning after we open our presents. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F964406.jpg,12,454.1,142,4.2,30.4,6.2,0.43119999999999997,0.0357,0.2787,0.8309,"18 (1 ounce) slices white bread, cubed #8 ounces cooked ham, cubed #2 cups shredded Cheddar cheese #1 ½ cups diced Swiss cheese #6 eggs #3 ½ cups milk #½ teaspoon onion powder #2 cups crushed cornflakes cereal #½ cup butter, melted ",1.1,27.3,15.0,0.16440000000000002,0.0037
49,Vegetable Bacon Chowder,21057,This is a delicious creamy vegetable soup with bacon. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4463730.jpg,5,262.8,6,3.3,21.0,7.0,0.1134,0.03,0.5252,0.3501,6 slices bacon #3 cups water #3 cups shredded red cabbage #1 cup chopped carrot #1 cup cubed potatoes #1 cup diced celery #1 (9 ounce) package frozen green beans #1 cup milk #3 tablespoons all-purpose flour ,4.0,16.3,5.7,0.0268,0.0016
50,Bread Pudding with Whiskey Sauce and Fruit,21058,A great dessert for a Sunday dinner. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1124850.jpg,14,592.7,36,4.6,59.9,51.4,0.09559999999999999,0.0129,0.15480000000000002,0.358,"3 eggs, beaten #1 cup white sugar #2 ½ cups whole milk #1 ½ teaspoons ground cinnamon #½ teaspoon ground nutmeg #4 fresh peaches - peeled, pitted, and sliced #4 apples - peeled, cored and sliced #6 cups day-old bread cubes #6 tablespoons butter, cut into pieces #1 cup whiskey #1 pound butter #2 cups white sugar ",1.5,34.3,21.1,0.127,0.0009
51,Flavorful Rice,21059,A wonderful rice recipe to make spur-of-the-moment! A blend of delicious spices...cooks beautifully in a rice cooker. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7677132.jpg,8,311.8,12,3.4,60.5,1.4,0.0415,0.0258,0.1419,0.0819,"4 ½ cups water #3 cups uncooked white rice #2 tablespoons olive oil #2 tablespoons distilled white vinegar #½ teaspoon dried basil #½ teaspoon dried oregano #1 pinch salt #1 pinch ground black pepper #1 (14.5 ounce) can diced tomatoes, drained ",1.4,4.0,0.6,0.0,0.0038
52,Toasted Garlic Bread,21060,"Quick and scrumptious garlic bread that will complement any Italian meal. Melted mozzarella is optional, but delicious! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8888357.jpg,10,212.8,692,4.7,23.4,0.5,0.1295,0.0156,0.06720000000000001,0.3762,"1 (1 pound) loaf Italian bread #5 tablespoons butter, softened #2 teaspoons extra virgin olive oil #3 cloves garlic, crushed #1 teaspoon dried oregano # salt and pepper to taste #1 cup shredded mozzarella cheese ",1.3,10.1,5.3,0.0225,0.0014
53,Bacon and Cheddar Stuffed Mushrooms,21061,Crimini mushrooms (also known as portabellini mushrooms) are stuffed with Cheddar cheese and bacon. This appetizer is an impressive and irresistible accompaniment to any meal. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1118005.jpg,8,110,333,4.7,0.9,0.1,0.0777,0.0044,0.0345,0.1705,3 slices bacon #8 crimini mushrooms #1 tablespoon butter #1 tablespoon chopped onion #¾ cup shredded Cheddar cheese ,0.4,9.7,4.7,0.0221,0.0003
54,Mississippi Six,21065,"We're not sure how this spicy cheese-filled bread bowl recipe got its name, but we are sure it's a great way to keep your guests happy. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1054045.jpg,32,120,93,4.6,8.3,0.9,0.09179999999999999,0.008199999999999999,0.0636,0.26539999999999997,"1 (1 pound) loaf round bread #1 (8 ounce) package shredded Cheddar cheese #1 (8 ounce) package cream cheese, softened #1 ½ cups sour cream #1 (4 ounce) jar dried beef, chopped #⅓ cup chopped green chile peppers #½ cup chopped green onions #½ teaspoon Worcestershire sauce ",0.4,7.6,4.6,0.022600000000000002,0.0008
55,Spaghetti Sauce,21066,"This is a quick recipe for tomato sauce. I have just given the outline for the sauce, but you can add any kind of vegetables to it. I especially like it with mushrooms and peppers. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9231685.jpg,4,81.5,218,4.2,11.1,6.7,0.1277,0.0127,0.35619999999999996,0.3102,"2 teaspoons olive oil #½ small onion, chopped #2 green onions, chopped #2 teaspoons crushed garlic #1 (28 ounce) can peeled and diced tomatoes #4 teaspoons dried basil #4 teaspoons dried oregano #1 teaspoon white sugar ",3.2,2.6,0.4,0.0,0.0058
56,Polish Mistakes,21067,"A great appetizer that is loved by all, especially men. Serve these meaty, cheesy delights on game day! For later use, place the topped bread on a cookie sheet in the freezer for 1 hour. Once frozen, the slices may be stored in freezer bags. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F959294.jpg,15,308.2,52,4.6,3.3,0.2,0.1618,0.0184,0.26630000000000004,0.5323,"1 pound lean ground beef #1 pound sausage #1 teaspoon minced onion #1 pound processed cheese food, cubed #1 teaspoon dried oregano #1 ½ tablespoons Worcestershire sauce #1 (1 pound) loaf cocktail rye bread ",0.1,25.9,11.5,0.0627,0.0012
57,Egg and Cornbread Bake,21068,"This is a delicious way to use leftover Easter ham. It makes a nice brunch dish, especially accompanied by hot buttered biscuits. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4887527.jpg,6,849,9,3.5,54.4,5.4,0.30419999999999997,0.0613,0.5922000000000001,2.6761999999999997,"2 tablespoons butter #1 cup chopped onion #2 stalks celery, diced #4 cups diced cooked ham #1 (14.5 ounce) can chicken broth #½ cup water #½ cup butter #1 (14 ounce) package seasoned cornbread stuffing mix #6 eggs #1 ½ cups shredded Cheddar cheese #½ teaspoon paprika, for garnish ",10.0,53.2,26.2,0.31839999999999996,0.004
58,Kielbasa Pasta Casserole,21069,"An irresistible, quick, and easy casserole with kielbasa, ziti and tomatoes and topped with Monterey Jack cheese. Loved by every kid and adult I've ever made it for! Serve with loaf of Italian bread and a green salad. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6090105.jpg,8,608.4,83,4.2,60.3,14.0,0.3038,0.0621,0.5842,1.4842,"16 ounces dry ziti pasta #1 pound Polish sausage, sliced diagonally #2 tablespoons vegetable oil #3 (14.5 ounce) cans Italian-style stewed tomatoes #3 (8 ounce) cans tomato sauce #1 teaspoon dried oregano #¼ cup chopped fresh parsley #½ teaspoon ground black pepper #¼ cup Italian-style dry bread crumbs #8 ounces shredded Monterey Jack cheese ",4.6,29.5,12.0,0.065,0.005
59,Chickpea Salad,21070,"A simple and delicious salad of chickpeas (garbanzo beans), onions, cucumber, tomato and vinegar. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7902494.jpg,4,127.3,59,3.7,26.7,6.2,0.0436,0.027399999999999997,0.2806,0.2211,"1 (15 ounce) can chickpeas (garbanzo beans), drained #½ onion, chopped #½ cucumber, sliced #1 small tomato, chopped #½ cup red wine vinegar #½ cup balsamic vinegar ",3.7,0.9,0.1,0.0,0.0015
60,Hearty One Pan Breakfast,21071,"Great for when you have a crowd for breakfast. Very hardy and filling, big boys and little boys just love it! I usually do all the prep work the night before so very little effort is needed in the morning. We like to serve it with hot French bread. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7125611.jpg,8,327.8,14,4.3,17.7,2.4,0.193,0.033,0.45039999999999997,0.4848,"3 potatoes, peeled #6 ounces bacon, chopped #½ cup chopped onion #½ cup chopped green bell pepper #1 teaspoon chopped garlic #1 cup chopped fresh tomatoes # salt and pepper to taste #6 ounces Cheddar cheese, shredded #8 eggs ",1.7,21.7,9.3,0.2228,0.0016
61,Ham and Braunschweiger Pate,21072,"Here's a spread that is always a tremendous hit at parties. The flavors of the braunschweiger and spreadable ham are the main attractions in this topping for breads and crackers. The chilled mold may be frosted with softened cream cheese, then sprinkled with parsley for added attractiveness. ",0,32,46.3,3,4.6,1.4,0.0,0.0053,0.0029,0.0346,0.15259999999999999,½ pound braunschweiger liverwurst #9 ounces ham spread #½ teaspoon dry mustard #½ teaspoon ground black pepper #½ teaspoon dried thyme #½ teaspoon hot sauce #1 cup beer #2 envelopes unflavored gelatin #½ cup water #½ (10.5 ounce) can beef broth #½ cup chopped parsley ,0.1,3.3,1.2,0.014199999999999999,0.0006
62,Pasta with Kielbasa and Sauerkraut,21073,"Fast, easy and something a little different. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F292672.jpg,6,541.1,154,4.2,51.2,5.1,0.0518,0.0528,0.5317000000000001,1.185,"12 ounces dry ziti pasta #3 tablespoons olive oil #1 onion, chopped #1 red bell pepper, chopped #2 cloves garlic, minced #1 pound kielbasa sausage, sliced into 1/2 inch pieces #12 ounces sauerkraut, drained and rinsed #2 tablespoons prepared Dijon-style mustard #1 pinch cayenne pepper #¼ cup white wine #2 tablespoons chopped fresh parsley ",4.0,28.4,8.1,0.0499,0.0036
63,Fig Cake I,21074,A cake that makes your whole house smell good. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1022979.jpg,18,349.2,40,4.5,37.2,25.5,0.06620000000000001,0.0172,0.12129999999999999,0.3325,"2 cups all-purpose flour #1 teaspoon ground cinnamon #1 teaspoon ground cloves #1 teaspoon ground nutmeg #1 teaspoon baking soda #1 teaspoon baking powder #½ teaspoon salt #1 ½ cups white sugar #1 cup butter #3 eggs, beaten #1 cup buttermilk #1 cup chopped fresh figs #1 cup chopped pecans #½ cup butter #½ cup white sugar #½ cup evaporated milk #½ teaspoon baking soda ",1.4,21.4,10.8,0.0742,0.0011
64,Easy Four Cheese Lasagna,21076,"This makes a very authentic tasting lasagna, rich, cheesy and very filling. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F317651.jpg,8,567.7,109,4.5,56.4,10.6,0.6027,0.0665,0.5041,1.1103,16 ounces uncooked lasagna noodles #1 (26 ounce) can spaghetti sauce #1 pound cottage cheese #8 ounces shredded mozzarella cheese #8 ounces shredded Cheddar cheese #1 cup grated Parmesan cheese ,4.3,23.1,13.1,0.067,0.0027
65,Creamy Penne Pasta,21077,"This pasta recipe is so easy and so good! Wonderful made with crab, shrimp or chicken. You can also use fat free cream cheese if you're watching calories. Serve with grated Parmesan. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F165180.jpg,4,668.2,72,3.8,85.2,4.7,0.09809999999999999,0.0653,0.3897,0.1747,"1 (16 ounce) package penne pasta #2 tablespoons olive oil #1 teaspoon minced garlic #¼ cup chopped fresh basil #¼ cup chopped fresh oregano #2 tablespoons chopped fresh parsley #1 tomato, diced # salt and pepper to taste #1 (8 ounce) package cream cheese ",4.3,29.1,13.8,0.0616,0.004200000000000001
66,Italian Sauce,21078,"This is a basic Italian sauce that can be used in any dish, including lasagne, cannelloni, ravioli, etc. It's very easy and tastes so good! Also, it smells like heaven! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F106ef9660fa5c79b8b6aa23d8048f349%2F2311875.jpg,16,96.9,7,2.5,18.6,6.3,0.0269,0.0141,0.2344,0.4584,"11 tomatoes, coarsely chopped #½ cup red wine vinegar #½ cup white sugar #1 ½ teaspoons paprika #½ teaspoon salt #¼ teaspoon crushed garlic #1 tablespoon crushed red pepper #1 cinnamon stick #4 whole cloves ",1.9,2.4,0.5,0.0,0.001
67,Garlic Pita Bread Bites,21079,Great and easy to make--as well as delicious. Everyone goes crazy about these when I make them. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2084550.jpg,20,56.4,110,4.7,7.9,0.2,0.0195,0.0040999999999999995,0.0197,0.095,"1 (10 ounce) package pita bread, cut in half #3 tablespoons butter #1 teaspoon crushed garlic #1 teaspoon dried Italian-style seasoning #2 tablespoons grated Parmesan cheese ",0.3,2.0,1.2,0.005,0.0004
68,Great Garlic Bread,21080,Garlic bread is always great with pasta! This cheese-covered garlic bread is ready in minutes. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9305567.jpg,8,332.3,379,4.6,30.4,1.2,0.2704,0.023399999999999997,0.11309999999999999,0.5876,"½ cup butter #1 ½ tablespoons garlic powder #1 tablespoon dried parsley #1 (1 pound) loaf Italian bread, cut into 1/2 inch slices #1 (8 ounce) package shredded mozzarella cheese ",1.7,18.0,10.6,0.0484,0.0019
69,Fabulous Foolproof Lasagna,21082,"This lasagna recipe is so easy, even a novice cook could master it! Even better, it tastes so good, your family will fight over the leftovers. If there are any! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F34066.jpg,8,462.3,141,4.2,26.9,6.3,0.5272,0.0405,0.4335,1.0937000000000001,"1 pound Italian sausage, casings removed #1 pint ricotta cheese #1 egg, lightly beaten #½ teaspoon dried basil #½ teaspoon dried thyme #½ teaspoon garlic powder #½ teaspoon dried oregano #8 ounces shredded mozzarella cheese, divided #1 (16 ounce) jar spaghetti sauce #12 no-boil lasagna noodles #¾ cup grated Parmesan cheese ",2.2,25.9,12.3,0.0948,0.0022
70,Easy Tomato Sauce,21083,Easy and yummy tomato sauce with few ingredients. Tasty. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F359062.jpg,4,204.2,44,4.3,14.8,1.9,0.0303,0.0175,0.2885,0.4365,"4 tablespoons olive oil #1 onion, chopped #3 tomatoes, chopped #1 tablespoon tomato puree # salt and pepper to taste ",2.1,16.0,2.4,0.0,0.0012
71,Jezebel Sauce,21085,"This sauce is a sweet surprise to the palate. It is an unusual combination, but my guests have raved about it. Served over crackers with cream cheese, it makes a wonderful appetizer. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F65513.jpg,24,68.3,61,4.6,16.8,13.4,0.0088,0.0032,0.033,0.033100000000000004,1 (10 ounce) jar apple jelly #1 (10 ounce) jar pineapple fruit preserves #1 (8 ounce) jar prepared horseradish #1 tablespoon ground dry mustard #1 teaspoon cracked black pepper ,0.5,0.2,0.0,0.0,0.0002
72,Cucumbers with Sour Cream,21086,My grandmother makes this and it is great. We put the sauce over everything. It's especially good over mashed potatoes. Nice and simple. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1119601.jpg,4,227.3,35,4.2,6.9,2.4,0.06559999999999999,0.023600000000000003,0.25939999999999996,0.0259,"1 cup heavy cream #4 tablespoons distilled white vinegar # salt and pepper to taste #1 pinch dried dill, or to taste #2 large cucumbers, sliced ",0.7,22.2,13.8,0.0815,0.0005
73,Reuben Noodle Bake,21087,"Satisfying, tasty and filling! A breeze to make. Using the Reuben ingredients and adding noodles really works. You can substitute Thousand Island dressing for the mayonnaise for added zip. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4455114.jpg,8,447.2,16,3.6,26.6,2.5,0.252,0.040600000000000004,0.2559,0.9662999999999999,"8 ounces egg noodles #4 tablespoons butter, melted #1 (20 ounce) can sauerkraut, drained and rinsed #1 pound corned beef #½ cup mayonnaise #2 cups shredded Swiss cheese #1 tomato, sliced #½ cup crushed saltine crackers #¼ teaspoon caraway seed ",3.1,31.0,12.0,0.08990000000000001,0.0029
74,Snappy Green Beans,21088,"A nice little touch to plain ole' green beans!!! This really goes by your own taste buds, so if you want it extra 'snappy' add more vinegar! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F239976.jpg,4,225.3,63,4.1,7.2,4.2,0.028,0.009,0.1502,0.6486000000000001,"6 slices bacon #1 cup chopped onions #3 tablespoons distilled white vinegar #1 (15 ounce) can cut green beans, drained ",2.5,19.0,6.3,0.0286,0.0009
75,Soft Zucchini Spice Cookies,21089,These are very delicious zucchini cookies. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8272918.jpg,48,66.5,31,4.2,9.6,5.5,0.0184,0.004900000000000001,0.0421,0.056799999999999996,"½ cup butter, softened #1 cup packed brown sugar #1 egg #1 ¾ cups all-purpose flour #2 teaspoons baking powder #½ teaspoon salt #¾ teaspoon ground cinnamon #¼ teaspoon ground nutmeg #⅛ teaspoon ground cloves #¼ cup milk #1 ½ cups grated zucchini #½ cup chopped walnuts #½ cup raisins #1 teaspoon orange zest ",0.3,2.9,1.4,0.0091,0.0004
76,Vegetarian Four Cheese Lasagna,21090,"This is a mouth tingling recipe with ricotta, feta, eggplant, tomato, pesto, pumpkin, Parmesan and mozzarella. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6457084.jpg,8,451.2,177,4.7,20.4,8.8,0.7861,0.0689,0.8575,1.1758,"2 cups peeled and diced pumpkin #1 eggplant, sliced into 1/2 inch rounds #5 tomatoes #1 pint ricotta cheese #9 ounces crumbled feta cheese #⅔ cup pesto #2 eggs, beaten # salt and pepper to taste #1 (15 ounce) can tomato sauce # fresh pasta sheets #1 ⅓ cups shredded mozzarella cheese #1 cup grated Parmesan cheese ",4.8,29.5,14.9,0.12440000000000001,0.003
77,Swiss Green Beans,21091,"This is a family favorite of green beans, cheese, sour cream, and cereal crumbs. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F597473.jpg,7,311.6,22,4.4,13.1,3.6,0.31810000000000005,0.0172,0.0829,0.8392999999999999,"5 tablespoons butter, melted #2 tablespoons all-purpose flour #2 teaspoons grated onion #1 teaspoon white sugar #1 teaspoon salt (Optional)#¼ teaspoon ground black pepper, or to taste #1 cup sour cream #8 ounces Swiss cheese, grated #2 (15 ounce) cans cut green beans, drained #1 cup cornflakes cereal crumbs ",2.2,24.2,15.3,0.06609999999999999,0.0021000000000000003
78,Italian Stewed Tomatoes,21092,"Tomatoes stewed with celery, onion, green pepper and basil. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7046239.jpg,9,100.5,55,4.6,22.2,15.0,0.0619,0.0574,1.2127999999999999,0.0344,"24 large tomatoes - peeled, seeded and chopped #1 cup chopped celery #½ cup chopped onion #¼ cup chopped green bell pepper #2 teaspoons dried basil #1 tablespoon white sugar ",6.3,1.0,0.1,0.0,0.0015
79,Seasoned Cottage Cheese,21093,Serve this aromatic chilled dip with crackers and veggies. Caraway seed and chives contribute to the delicate flavor. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3128251.jpg,32,30.6,10,3.6,1.0,0.3,0.0177,0.0016,0.0247,0.1536,"2 pounds small curd cottage cheese #½ teaspoon caraway seed #1 ½ teaspoons white sugar #1 teaspoon monosodium glutamate (MSG) #½ teaspoon ground white pepper #1 tablespoon fresh chives, chopped #½ teaspoon celery salt ",0.0,1.3,0.8,0.0043,0.0001
80,Easy Spinach Souffle,21094,"This is a tasty and quick side dish--ready in just minutes. Note, this is a 'lite' souffle--for a more traditional souffle, double the sauce ingredients. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F632369.jpg,5,89.3,85,3.4,6.8,1.5,0.2734,0.0988,0.3915,0.489,"1 egg #⅓ cup 1% milk #⅓ cup grated Parmesan cheese #1 teaspoon crushed garlic # salt and pepper to taste #2 (10 ounce) packages frozen chopped spinach, thawed and drained ",4.2,4.1,1.6,0.0439,0.0025
81,Delicious Curried Manapua Puffs,21095,"These Hawaiian-inspired puffs are stuffed with a curry chicken mixture. They're always a hit at potlucks and parties, and I'm constantly being asked for the recipe. It's so flexible -- try using different types of meats and vegetables. You may need to cook the puffs in several batches, as this make a lot. ",0,25,209.4,8,3.5,25.9,4.5,0.0414,0.015099999999999999,0.1346,0.6261,"1 (10 ounce) can chunk chicken, drained and flaked #½ bunch green onions, finely chopped #1 (8 ounce) can water chestnuts, drained and finely chopped #2 tablespoons oyster sauce #2 tablespoons sesame seeds #1 ½ teaspoons curry powder # salt and pepper to taste #5 (10 ounce) packages refrigerated biscuit dough ",0.9,8.9,2.3,0.0075,0.0019
82,Chocolate Bread Pudding,21096,"This is a rich dessert, but well worth the calories. I serve with a creme anglaise sauce, too. ",0,8,850.4,8,3.8,67.1,41.3,0.15330000000000002,0.0676,0.3262,0.2769,"1 (8 ounce) loaf baguette #½ cup unsalted butter, melted #1 cup semisweet chocolate chips #3 cups heavy cream #1 cup milk #2 eggs #8 egg yolks, room temperature #½ cup white sugar #1 tablespoon vanilla extract #2 ounces unsweetened chocolate, chopped #1 tablespoon butter #⅓ cup boiling water #½ cup white sugar #3 tablespoons corn syrup #1 teaspoon vanilla extract ",3.1,62.7,37.2,0.4104,0.0036
83,Sweet Corn Cakes,21097,"This tender and delicious cornbread cake can be served for breakfast, lunch or dinner. To serve, scoop out each portion with an ice cream scoop or rounded spoon. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F52534.jpg,8,207.2,58,4.6,21.9,9.4,0.0265,0.0129,0.0917,0.1797,"½ cup butter, softened #⅓ cup masa harina #¼ cup water #1 ½ cups frozen corn kernels, thawed #¼ cup cornmeal #⅓ cup white sugar #2 tablespoons heavy cream #¼ teaspoon salt #½ teaspoon baking powder ",1.5,13.4,8.2,0.0356,0.0007
84,Zucchilattas,21098,"This is a great way to use some of the fresh garden vegetables abundant at this time of year. Zucchini, mushrooms, onion, and tomatoes are cooked until tender, wrapped in warm tortillas, topped with cheese and baked until bubbly. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1381740.jpg,10,536.6,92,4.7,44.9,5.9,0.6225,0.0585,0.6677000000000001,0.8522000000000001,"2 tablespoons butter #1 ½ pounds sliced zucchini #1 pound mushrooms, sliced #1 onion, sliced #1 ½ pounds tomatoes, chopped # salt and pepper to taste #1 ½ pounds Monterey Jack cheese, shredded #10 (10 inch) flour tortillas ",4.4,28.9,15.9,0.06670000000000001,0.0036
85,Chile Jam,21099,Can be used as a relish with cheese. Add to soups for a kick. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F2a9ddc55564cc96c105114d3686aa2b9%2F4581097.jpg,8,75.9,6,4.2,19.1,16.1,0.008400000000000001,0.008400000000000001,0.162,0.004,"12 jalapeno peppers, seeded and halved #2 ripe tomatoes #1 small onion, finely chopped #1 green apple, finely grated #½ cup red wine vinegar #½ cup white sugar ",1.2,0.2,0.0,0.0,0.0004
