,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,calcium,iron,magnesium,potassium,sodium,ingredients,saturated fat,cholesterol
42,Spinach Pasta Salad,16142,"A unique salad, packed with iron! Your kids will eat spinach, as long as you don't tell them it's spinach. Popeye would have loved this! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3946393.jpg,8,334.1,245,4.7,41.8,4.8,4.9,16.6,0.1414,0.0043,0.0555,0.3445,1.1670999999999998,"1 (12 ounce) package farfalle pasta #10 ounces baby spinach, rinsed and torn into bite-size piece #2 ounces crumbled feta cheese with basil and tomato #1 red onion, chopped #1 (15 ounce) can black olives, drained and chopped #1 cup Italian-style salad dressing #4 cloves garlic, minced #1 lemon, juiced #½ teaspoon garlic salt #½ teaspoon ground black pepper ",3.4,0.0063
43,Dilly-Of-A-Baked Potato Salad,16143,This potato salad is baked and served warm like a potato casserole. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F705297.jpg,4,236.2,8,3.8,34.6,4.5,3.0,8.6,0.0871,0.0017,0.045200000000000004,0.7747,0.2866,3 russet potatoes #2 tablespoons vegetable oil #½ cup chopped onion #2 tablespoons all-purpose flour #1 teaspoon prepared mustard #¼ teaspoon celery seed #⅓ teaspoon salt #½ cup water #2 tablespoons cider vinegar #½ cup chopped green bell pepper #¼ cup shredded carrots #½ teaspoon chopped fresh dill weed #¼ cup grated Parmesan cheese for topping ,1.8,0.0044
44,EZ Kid's Potato Salad,16144,This is a super quick and easy recipe kids love. It was always a hit with both moms and kids at my playgroups and potluck luncheons. It also makes a great sidedish with hotdogs. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F568160.jpg,4,119.8,10,4.2,19.0,2.6,4.0,4.3,0.013800000000000002,0.0015,0.0177,0.2831,0.3707,"¼ cup creamy salad dressing #¼ cup apple juice #1 tablespoon dried minced onion #1 teaspoon dried dill weed #1 teaspoon prepared mustard # salt and pepper to taste #1 (15 ounce) can sliced potatoes, drained ",0.6,0.005
45,Italian Potato Salad,16145,"My Nonnie used to make this potato salad for me whenever I was home for the holidays. It's a great alternative to mayo-based potato salads. Red wine vinegar works well, too. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1007918.jpg,8,347.8,50,4.1,40.7,5.2,1.8,18.9,0.033299999999999996,0.0021000000000000003,0.0545,0.9877999999999999,0.017,"5 large potatoes, peeled and chopped #2 cloves garlic, minced #⅔ cup extra virgin olive oil #½ cup white wine vinegar #⅓ cup chopped fresh parsley ",2.7,0.0
46,Mom's Mustard Style Potato Salad,16146,This is a traditional potato salad that is made from scratch. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2213175.jpg,8,270.1,36,4.2,52.5,6.9,4.8,3.6,0.053700000000000005,0.0029,0.0704,1.2786,0.1169,"6 large potatoes - peeled and cubed #3 eggs #1 onion, finely chopped #3 stalks celery, diced #3 teaspoons sweet pickle relish #1 (4 ounce) jar pimentos #2 teaspoons prepared mustard #3 tablespoons creamy salad dressing #1 teaspoon paprika ",0.9,0.0715
47,Dilled Shrimp Salad,16147,Serve this shrimp salad on pita bread or crisp iceberg lettuce. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1870724.jpg,9,335.6,34,4.4,4.8,1.6,0.6,21.2,0.0858,0.0050999999999999995,0.0572,0.36069999999999997,0.4869,"3 pounds cooked shrimp - peeled and deveined #2 lemons, juiced #1 lime, juiced #2 stalks celery, chopped #3 green onions, chopped #1 tablespoon chopped fresh dill weed #1 cup mayonnaise # ground black pepper to taste ",3.4,0.3044
48,Grilled Tuna Salad,16148,"For this recipe you may substitute the tuna with halibut, marlin, swordfish or shark. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1500261.jpg,4,278.4,10,4.0,5.7,2.3,0.7,11.8,0.07440000000000001,0.0025,0.09670000000000001,0.9951,0.151,"20 ounces fresh tuna steaks, 1 inch thick #3 tablespoons white wine #3 tablespoons olive oil #2 tablespoons red wine vinegar #½ teaspoon chopped fresh rosemary #½ teaspoon ground black pepper #⅛ teaspoon salt #1 clove garlic, minced #6 cups packed torn salad greens #1 cup halved cherry tomatoes ",1.8,0.0638
49,Melt in Your Mouth Marinade,16149,"A wonderful marinade that makes even the toughest cuts of beef so tender you could cut them with a butter knife. Tastes great on pork chops and chicken, too. Play with the amounts of garlic and ginger to suit your taste. I tend to use more rather than less. Makes enough for four servings. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F483430.jpg,12,104.8,56,4.2,3.4,0.6,0.5,9.6,0.0174,0.0008,0.0167,0.0768,1.2034,1 cup soy sauce #½ cup olive oil #2 tablespoons minced garlic #2 tablespoons mustard powder #2 tablespoons ground ginger ,1.3,0.0
50,Braunschweiger Spread,16150,This makes a great snack or appetizer anytime. Serve with your favorite crackers. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F717836.jpg,5,490.9,22,4.4,5.0,0.5,0.7,45.1,0.0795,0.0068,0.0214,0.2491,1.621,"1 pound braunschweiger liverwurst #1 (8 ounce) package cream cheese, softened #2 drops ketchup #½ onion, chopped #2 teaspoons steak sauce #1 (5 ounce) jar pitted green olives ",19.9,0.19269999999999998
51,Pan De Sal I,16151,Crispy and delicious dinner rolls from the Philippines. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F96883.jpg,20,174.9,90,4.2,32.1,1.1,3.4,3.1,0.0067,0.0018,0.0089,0.0485,0.1761,2 cups warm water (110 degrees F/45 degrees C) #2 teaspoons active dry yeast #⅓ cup white sugar #¼ cup vegetable oil #1 ½ teaspoons salt #6 cups all-purpose flour ,0.4,0.0
52,Braciola I,16152,A delicious meat dish served with your favorite tomato sauce. Top round steak oozing with mozzarella and Parmesan cheeses. Serve over pasta. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3628849.jpg,4,693.5,93,4.2,39.7,6.2,25.7,41.0,0.3516,0.0043,0.0876,1.2257,1.3882999999999999,"1 pound top round steak #6 ounces mozzarella cheese #6 teaspoons butter #⅓ cup grated Parmesan cheese #2 cloves garlic, minced #¼ cup raisins # salt and pepper to taste #2 tablespoons olive oil #1 (32 ounce) jar spaghetti sauce ",17.3,0.12919999999999998
53,Carrot Pudding,16153,"This is a wonderful spice filled dessert that resembles plum pudding but is low in fat (unless you use the buttery sauce!). The buttery sauce is optional, the pudding is good with or without it! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4335926.jpg,7,551.6,24,4.7,93.8,2.5,70.5,19.9,0.0435,0.0015,0.0205,0.3443,0.2955,1 cup grated carrots #1 cup peeled and shredded potatoes #1 cup white sugar #1 cup raisins #1 cup all-purpose flour #1 teaspoon baking soda #1 teaspoon ground cinnamon #1 teaspoon ground allspice #1 teaspoon ground cloves #½ cup butter #½ cup heavy whipping cream #1 cup white sugar #1 ½ teaspoons vanilla extract ,12.3,0.0582
54,Kahlua® Chocolate Cheesecake,16154,My friends would be very upset if I didn't serve this at my annual Cinco de Mayo gathering. This needs to sit in refrigerator at least 8 hours so you may want to make it the day ahead. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F61159.jpg,10,316.9,6,4.4,19.5,0.4,17.2,23.9,0.0679,0.001,0.011,0.1142,0.1426,"12 ounces cream cheese, room temperature #½ cup white sugar #3 eggs, room temperature #3 tablespoons heavy whipping cream #2 tablespoons coffee-flavored liqueur (such as Kahlua®) #3 (1 ounce) squares milk chocolate, coarsely chopped #½ cup heavy cream #1 cup whipped cream for garnish (Optional)#2 tablespoons Shaved chocolate, to garnish (Optional)",14.3,0.1221
55,Easy Valentine's Day Trifle,16155,"This is a very easy, make-ahead dessert. It is very pretty and tastes like you've really gone to a lot of trouble to make it! Yum!!! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7765361.jpg,8,267.8,13,4.6,42.5,1.0,32.7,10.0,0.0755,0.0007,0.0123,0.1497,0.3735,"1 (7 ounce) package jellyrolls, each cut into 3 slices #1 (5 ounce) package instant vanilla pudding mix #1 ½ cups milk #3 cups frozen whipped topping, thawed #2 cups sliced fresh strawberries ",7.2,0.0296
56,Ground Beef Shepherd's Pie,16156,"Here's a quick, throw together recipe for shepherd's pie. Browned meat smothered in rich mashed potatoes with your favorite vegetables. A quick and easy dinner to make for your family. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9099857.jpg,4,404.3,400,4.2,25.1,4.3,3.6,21.1,0.1088,0.0037,0.06,0.9377000000000001,0.2287,"1 tablespoon vegetable oil #1 onion, chopped #1 pound lean ground beef #1 teaspoon dried basil #1 clove garlic, minced #1 cup green beans #1 cup tomatoes, diced #2 potatoes, cooked and mashed #1 egg, beaten #½ cup water #¼ cup shredded Cheddar cheese (Optional)",7.8,0.12830000000000003
57,Company Chicken Pasta Salad with Grapes,16157,"This is a special treat to fix for your guests. Enjoy it with some hot garlic bread, if desired. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F906682.jpg,5,481.9,55,4.5,41.9,2.1,9.7,20.2,0.033600000000000005,0.0025,0.047,0.3555,0.1569,"2 cups small seashell pasta #3 ½ cups chopped poached chicken breast meat #½ cup diced celery #1 cup seedless green grapes, halved # salt to taste #¼ teaspoon ground white pepper #⅓ cup mayonnaise #½ teaspoon curry powder #¼ teaspoon ground cumin #2 tablespoons rice vinegar #1 tablespoon white sugar ",4.1,0.07909999999999999
58,Passover Rolls I,16158,This is a recipe for rolls to serve during Passover instead of always serving matzo. My family enjoys them during the entire holiday. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6514099.jpg,6,312.4,28,4.2,23.1,1.1,1.3,22.0,0.0228,0.0019,0.0144,0.0858,0.24109999999999998,2 cups matzo meal #½ teaspoon salt #½ teaspoon white sugar #1 cup water #½ cup vegetable oil #4 eggs ,3.4,0.124
59,Polish Sourdough Rye Bread,16159,An old-fashioned sourdough rye bread from my grandmother's 90 year old neighbor! Let the starter rise overnight and make the bread the next day. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5364148.jpg,36,156.4,16,3.2,31.9,2.5,0.7,0.8,0.0165,0.0016,0.0172,0.0775,0.237,"2 (.25 ounce) packages active dry yeast #1 teaspoon white sugar #2 cups water #4 cups rye flour #1 cup buttermilk, room temperature #1 teaspoon baking soda #1 tablespoon salt #8 cups bread flour #1 tablespoon caraway seed ",0.1,0.0003
60,Jenny's Grilled Chicken Breasts,16160,"This is the recipe that my friends and family still beg me to make when the grill is brought out. It's so easy and versatile, and can be tried on several different meats. I like it with scalloped potatoes, baked potatoes or rice pilaf. Try it with cilantro or oregano instead of parsley. Save leftovers for salad the next day. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9359611.jpg,4,139,382,4.4,3.0,0.2,0.8,1.5,0.019399999999999997,0.0011,0.0358,0.3499,0.0782,"4 skinless, boneless chicken breast halves #½ cup lemon juice #½ teaspoon onion powder # ground black pepper to taste # seasoning salt to taste #2 teaspoons dried parsley ",0.4,0.0684
61,Beef Summer Sausage,16161,"This is a ground beef summer sausage you can make at home. It takes a while, but have you seen the prices of store bought summer sausage?! This recipe is well worth the wait. You can also wrap them in foil and freeze them. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4901006.jpg,20,373.9,9,3.5,1.5,0.3,0.8,31.2,0.0148,0.0022,0.0209,0.2759,0.3555,5 pounds ground beef #4 tablespoons monosodium glutamate (MSG) #2 teaspoons cayenne pepper #2 teaspoons ground black pepper #3 teaspoons garlic powder #3 teaspoons brown sugar #2 ½ teaspoons mustard powder #2 teaspoons whole black peppercorns #4 teaspoons liquid smoke flavoring ,12.4,0.0965
62,German Brotchen Rolls,16162,These rolls are nice and chewy with a very firm crumb. Most enjoyable. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1068346.jpg,24,150.4,137,4.6,28.8,1.2,0.7,1.5,0.0089,0.0019,0.01,0.0703,0.2055,"2 tablespoons active dry yeast #1 tablespoon white sugar #2 ½ cups warm water (110 degrees F) #2 tablespoons shortening #2 teaspoons salt #7 cups all-purpose flour #3 egg whites, stiffly beaten #1 egg white (for egg wash) #2 tablespoons cold milk ",0.3,0.0001
63,Barbecued Meatballs,16163,"Enjoy these meatballs in a wonderfully tangy sauce! Use your favorite flavor of barbecue sauce. When the meatballs are done, you can place them in a slow cooker/server to keep them warm. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F297544.jpg,8,553.8,115,4.5,38.7,1.4,18.7,32.9,0.07959999999999999,0.0033,0.0381,0.4765,1.3904,2 pounds ground beef #1 ½ cups fresh bread crumbs #¼ cup chopped onion #½ cup milk #1 ½ teaspoons salt #2 eggs #1 (18 ounce) bottle barbecue sauce ,13.1,0.1442
64,Snickerdoodles V,16164,Is there anyone who doesn't like snickerdoodles? This recipe is a classic. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F30885.jpg,18,249.5,356,4.6,33.1,0.7,18.1,12.1,0.0086,0.001,0.005,0.0844,0.1429,1 cup shortening #1 ½ cups white sugar #2 eggs #2 ¾ cups sifted all-purpose flour #1 teaspoon baking soda #2 teaspoons cream of tartar #½ teaspoon salt #2 tablespoons white sugar #2 teaspoons ground cinnamon ,3.0,0.0207
65,Beef Pot Pie II,16165,"This recipe is great for leftover beef roast! Mmm, beefy! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4579184.jpg,5,456,21,3.8,42.6,2.5,8.8,20.5,0.094,0.0025,0.026600000000000002,0.3507,1.5324,"2 peeled and cubed red potatoes #¾ cup carrots, cubed #¼ cup chopped onion #1 ¾ cups diced cooked beef #2 (12 ounce) jars beef gravy #1 teaspoon beef bouillon granules #1 teaspoon Beau Monde ™ seasoning # salt and pepper to taste #1 cup buttermilk baking mix #½ cup milk #1 egg ",6.7,0.09129999999999999
66,Mijo's Slow Cooker Shredded Beef,16166,"This makes an incredibly tender shredded beef with a Mexican flair. It takes quite a bit of time to make, but the slow cooker does all the work, and it's well worth the wait. It's great on tortillas, in sandwiches, and even in soup. Go easy on the hot pepper sauce if you don't like spicy food. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F705458.jpg,8,621.2,111,4.4,6.6,1.6,2.0,39.7,0.0586,0.0078,0.0707,1.0773,0.9166,"5 pounds chuck roast #3 cloves garlic, crushed #1 tablespoon paprika #1 tablespoon celery salt #1 tablespoon garlic powder #1 tablespoon dried parsley #½ tablespoon ground black pepper #½ tablespoon chili powder #½ tablespoon cayenne pepper #½ teaspoon seasoned salt #½ teaspoon mustard powder #½ teaspoon dried tarragon #4 fluid ounces beer #1 ½ tablespoons Worcestershire sauce #4 tablespoons hot pepper sauce #2 teaspoons liquid smoke flavoring #1 large onion, chopped #1 green bell pepper, chopped #2 jalapeno chile peppers, chopped ",15.3,0.18430000000000002
67,Beef Bourguignon I,16167,"My sister sent me this recipe and the delectable smell of this hearty yet fancy dish brings my teenaged boys running! Serve with potatoes, noodles or rice. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1188118.jpg,8,458.3,179,4.6,14.1,2.6,5.7,28.9,0.053899999999999997,0.003,0.0395,0.6261,0.638,"3 cups Burgundy wine #2 tablespoons brandy #2 onions, thinly sliced #2 carrots, chopped #1 sprig fresh parsley #1 bay leaf #1 clove garlic, crushed #10 whole black peppercorns #1 teaspoon salt #2 pounds cubed beef chuck roast #4 tablespoons olive oil, divided #¼ pound bacon, cubed #2 onions, chopped #3 tablespoons all-purpose flour #1 tablespoon tomato paste #2 cloves garlic, crushed #1 (10.5 ounce) can beef broth # salt and pepper to taste #4 tablespoons butter #1 pound fresh mushrooms, sliced ",10.6,0.072
68,Aunt Jinny's Tangy Beef Brisket,16168,"This is an easy, delicious one pot winter dinner passed down from my Aunt Jinny who never made anything that wasn't absolutely fabulous!! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F280489.jpg,4,968.7,5,3.7,146.6,15.7,22.1,24.8,0.148,0.0112,0.1751,3.7656,1.5168,"2 pounds beef brisket #15 gingersnap cookies, crushed #2 (1 ounce) packages dry onion soup mix #2 cups water #1 (12 fluid ounce) can or bottle chili sauce #1 pound baby carrots #15 small red potatoes, cubed #1 onion, chopped #2 cups water ",8.8,0.09240000000000001
69,Passover Spinach Fritatta,16169,An easy Passover lunch. Serve with a salad on the side. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2538445.jpg,3,378.2,5,3.9,32.8,5.6,2.9,20.3,0.3206,0.0065,0.1522,0.7982,0.3663,"2 (10 ounce) packages frozen chopped spinach #3 matzo crackers #4 eggs, beaten # salt and pepper to taste #1 pinch ground nutmeg #3 tablespoons butter #2 tablespoons grated Parmesan cheese ",10.1,0.2815
70,Greek Salad IV,16170,"This is a traditional Greek salad with green pepper, tomato, cucumber, red onion and feta cheese. If you have like kalamata olives, add them for extra color and flavor. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9265539.jpg,6,155.4,18,4.3,9.2,2.4,5.1,12.4,0.09340000000000001,0.0006,0.0242,0.4138,0.1665,"4 large tomatoes, chopped #1 green bell pepper, chopped #1 cucumber, peeled and chopped #1 red onion, chopped #3 ounces crumbled feta cheese #¼ cup olive oil #⅛ cup lemon juice ",3.4,0.0126
71,Sweet Carrot Casserole,16171,"Carrots, spiced sweetly! This recipe is a little heavier than a souffle, but equally as scrumptious and rich! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F27783.jpg,6,216,51,4.2,39.9,1.8,36.9,5.0,0.0526,0.0007,0.012199999999999999,0.2302,0.285,2 ½ cups sliced carrots #1 tablespoon butter #3 eggs #1 cup white sugar #⅓ cup milk #½ teaspoon salt #1 teaspoon ground cinnamon #1 teaspoon ground nutmeg #1 teaspoon vanilla extract ,2.3,0.0992
72,Avocado Delight,16172,This is a recipe I love to make when having a Mexican fiesta. It is basically a dip. It can also be used as a filling for tacos and burritos. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F70091.jpg,6,146.4,32,4.3,11.2,6.4,3.0,11.9,0.0345,0.0013,0.0299,0.5059,0.6073999999999999,"2 avocados - peeled, pitted and diced #2 tomatoes, diced #2 (2 ounce) cans chopped black olives #2 (4 ounce) cans diced green chiles #1 lemon, juiced # salt and pepper to taste ",1.7,0.0
73,Beefy Spanish Rice,16173,"This is my mom's seasoned rice recipe and is a main dish that is delicious with cornbread, black-eyed peas and turnip greens. It tastes even better when it's been refrigerated overnight and reheated! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1156.jpg,6,364.6,140,4.0,20.9,1.7,7.1,25.0,0.0162,0.0019,0.0268,0.363,0.496,2 tablespoons vegetable oil #1 cup uncooked converted white rice #½ cup chopped onion #½ cup chopped green bell pepper #1 pound ground beef #1 cup canned corn #1 (6 ounce) can tomato sauce #½ cup ketchup #1 cup water # salt and pepper to taste # garlic powder to taste ,8.8,0.0643
74,Soy and Garlic Marinated Chicken,16174,"This is the easiest marinade I have ever used, and one of the most popular with my family. This recipe also works well with any cut of chicken--thighs, legs, etc. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2278607.jpg,4,151.8,80,4.3,3.4,0.3,0.6,2.8,0.023399999999999997,0.0015,0.037399999999999996,0.2837,1.8628,"4 cloves garlic, minced #½ cup soy sauce #4 skinless, boneless chicken breasts ",0.8,0.06720000000000001
75,Hot Artichoke Dip,16175,"This is a wonderful appetizer or dip that is not truly hot, but it is easy, cheesy and great! Serve with crackers, toast or vegetables. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5500699.jpg,32,57.2,148,4.7,1.7,0.5,0.1,5.2,0.0253,0.0,0.0011,0.0066,0.1333,"⅔ cup Parmesan cheese #⅔ cup mayonnaise #⅓ cup heavy whipping cream #1 (14 ounce) can artichoke hearts, drained and chopped #2 tablespoons thinly sliced green onion #1 tablespoon chopped pimento peppers ",1.5,0.007
76,Buttermilk Honey Bread,16177,A tangy and delicious bread. I have gotten compliments on this bread wherever I take it! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F729577.jpg,24,147.8,50,4.4,29.1,1.0,3.2,1.4,0.0237,0.0017,0.0096,0.0698,0.30789999999999995,"1 ½ (.25 ounce) packages active dry yeast #1 teaspoon white sugar #¾ cup warm water (110 degrees F/45 degrees C) #1 ½ cups buttermilk, room temperature #2 tablespoons unsalted butter, melted #3 tablespoons honey #1 tablespoon salt #6 ½ cups all-purpose flour ",0.7,0.0032
77,Tomato Pork Chops I,16178,These are sauteed pork chops smothered in a tomato sauce with fresh onion and bell pepper. It's a fairly quick and simple recipe. Try serving with rice. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7768337.jpg,4,142.6,59,4.1,9.6,2.4,6.1,6.5,0.0303,0.0017,0.0303,0.573,0.5731,"4 pork chops #1 onion, chopped #1 bell pepper - chopped, your color choice #1 (15 ounce) can tomato sauce # garlic powder to taste # salt and pepper to taste ",2.3,0.033600000000000005
78,Low Fat Turkey Burgers,16180,Turkey burgers that taste like beef! Try adding onions to the burgers as well. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F341865.jpg,4,172,13,3.6,0.3,0.0,0.3,9.4,0.0158,0.0015,0.0224,0.2715,0.5386,1 pound ground turkey #2 cubes beef bouillon ,2.6,0.0897
79,Margarita Grilled Chicken,16181,"This is the most wonderful, best ever grilled chicken! Makes great cold sandwiches, too! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8272344.jpg,8,238.3,66,3.9,12.0,0.0,12.0,4.1,0.0171,0.0012,0.033100000000000004,0.2922,0.1245,"3 pounds boneless, skinless chicken breast halves #2 cups bottled margarita mix ",1.2,0.097
80,Spicy Orange Teriyaki Marinade,16182,This is a great marinade for pork or chicken. It can also be made into a glaze by thickening it on the stove. You should be able to find garlic chile paste and Chinese cooking wine at your local Asian market. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F206885.jpg,1,867.4,35,4.8,193.2,4.6,159.3,14.1,0.1524,0.0043,0.1041,0.7881,7.6516,"½ cup soy sauce #¼ cup packed brown sugar #2 tablespoons chili paste with garlic #2 teaspoons ground ginger #2 teaspoons garlic powder #2 teaspoons sesame oil #1 tablespoon Chinese cooking wine #⅓ cup orange marmalade #1 (8 ounce) can pineapple chunks, juice reserved #1 tablespoon chopped fresh cilantro ",3.5,0.0
81,Steak Marinade,16183,I made this marinade one day when I forgot to buy it at the store. It's quick and real easy to make. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F16728.jpg,2,303.9,71,4.5,69.7,1.8,44.5,0.8,0.0792,0.0036,0.0458,0.8266,4.6011999999999995,"1 cup barbecue sauce #¼ cup steak sauce #4 tablespoons red wine vinegar salad dressing #4 tablespoons soy sauce #5 tablespoons Worcestershire sauce #1 tablespoon prepared mustard #1 clove garlic, minced # salt and pepper to taste ",0.0,0.0
82,Honey Mustard Dream Delight Pork Chops,16184,"Double thick pork chops basted with three kinds of mustard, and cured with a dry rub for a day, and then glazed over with honey. Serve with grilled veggies, white wine, and pie a la mode for dessert! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4516563.jpg,4,487.9,20,4.3,65.6,8.3,48.1,17.9,0.1405,0.0056,0.0697,0.82,0.6548999999999999,¼ cup ground black pepper #4 tablespoons ground cayenne pepper #4 tablespoons garlic powder #2 tablespoons paprika #¼ cup packed brown sugar #2 tablespoons chili powder #6 pork chops #4 tablespoons prepared mustard #4 tablespoons prepared horseradish mustard #¼ cup prepared brown mustard #2 teaspoons prepared horseradish #¼ cup packed brown sugar #4 tablespoons honey ,5.1,0.0613
83,Buttermilk Crusted Cheeseburger Pie,16185,"This recipe combines ground beef with cheese and mixed vegetables and covered with a crispy, buttermilk crust. It takes a while to prepare, but it's worth it. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F142110.jpg,12,682.6,20,3.7,65.3,6.2,12.5,35.4,0.285,0.004900000000000001,0.0751,0.9635,1.7886,"2 pounds ground beef #1 onion, chopped #¾ tablespoon salt #¼ tablespoon ground black pepper #¼ tablespoon chili powder #1 (28 ounce) can whole peeled tomatoes #1 (15 ounce) can whole kernel corn, drained #1 (15 ounce) can peas #1 (15 ounce) can green beans, drained #5 cups buttermilk baking mix #1 ⅓ cups milk #5 potatoes, cooked and mashed #8 ounces sliced process cheese food ",14.5,0.0853
84,Cheesy Beef and Bean Bake,16186,A great recipe for those days when you want a tasty main dish without spending a lot of time in the kitchen. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3493777.jpg,4,1012,63,4.3,78.9,9.2,16.4,59.7,0.4694,0.0047,0.1247,1.1044,1.4755999999999998,"1 pound ground beef # salt and pepper to taste #1 (6 ounce) can tomato sauce #1 onion, chopped #1 tablespoon Worcestershire sauce #1 (15 ounce) can vegetarian baked beans #6 cups prepared instant mashed potatoes #6 ounces shredded Cheddar cheese ",25.1,0.1474
