,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients,dietary fiber
41,Biscotti,17241,"This is a simple, no frills biscotti. My friend at work gave this recipe to me. It's quick, easy and one of my favorite Italian cookie recipes. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9441231.jpg,42,82.8,887,4.8,12.3,4.8,3.1,0.5,0.013300000000000001,0.022699999999999998,0.0006,0.0027,0.0156,0.04,"½ cup vegetable oil #1 cup white sugar #3 eggs #1 tablespoon anise extract, or 3 drops anise oil #3 ¼ cups all-purpose flour #1 tablespoon baking powder ",0.3
42,Nacho Dip I,17242,"This dip is great with nacho chips, and you can make it hotter or milder depending on the type of salsa you use. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1079935.jpg,5,346.9,44,4.7,8.5,2.2,31.0,19.4,0.0873,0.22340000000000002,0.0009,0.0189,0.2632,0.7585,1 (8 ounce) package cream cheese #1 cup sour cream #2 tablespoons taco seasoning mix #¾ cup salsa #¾ cup shredded lettuce #¾ cup shredded Cheddar cheese ,0.7
43,Vegetable Soup II,17243,"This is a favorite with our family. Serve with homemade bread, rolls or crackers. Make sure you soak your barley overnight if you do not have the quick cooking kind. I like to let the soup sit off the heat for about an hour when it's done to help bring out the full flavor. Yum!! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F605128.jpg,10,165.3,62,4.7,24.1,4.3,5.3,0.9,0.0,0.0506,0.0025,0.0314,0.4535,0.8796,"2 stalks celery, chopped #1 onion, chopped #3 tablespoons olive oil #4 cups chicken broth #2 cups beef broth #1 (14.5 ounce) can peeled and diced tomatoes with juice #1 (12 fluid ounce) can tomato-vegetable juice cocktail #⅓ cup uncooked alphabet pasta #⅓ cup quick-cooking barley #2 (15 ounce) cans mixed vegetables, with liquid #1 (11.25 ounce) can baby kernel corn, with liquid # salt and pepper to taste ",5.4
44,Braided Easter Egg Bread,17244,"This decorative Easter bread has whole eggs baked into it! Do not cook the whole eggs, as they will bake at the same time that the bread does. The eggs can also be dyed for extra color. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Ffba352a246416d814a9ebb34ce3b5022%2F1650209948BD163601-2023-451C-B169-EC2AE1677A4A.png,10,234.1,279,4.4,30.1,6.1,8.7,4.3,0.1437,0.0443,0.0022,0.013699999999999999,0.1202,0.32189999999999996,"2 ½ cups all-purpose flour, divided #¼ cup white sugar #1 teaspoon salt #1 (.25 ounce) package active dry yeast #⅔ cup milk #2 tablespoons butter #2 eggs #5 whole eggs, dyed if desired #2 tablespoons butter, melted ",1.0
45,Spanish Rice Chicken II,17245,"Chicken pieces of your choice simmered with rice, tomatoes, onion, bell pepper and spices. This is a delicious and filling dish that you won't be able to get enough of! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2426061.jpg,4,876.5,35,4.1,45.7,4.5,50.2,13.3,0.21280000000000002,0.0879,0.0060999999999999995,0.0876,0.9012,0.3487,"2 tablespoons olive oil, divided #1 (2 to 3 pound) whole chicken, cut into pieces #1 onion, thinly sliced #1 green bell pepper, thinly sliced #1 cup uncooked white rice #1 (14.5 ounce) can whole peeled tomatoes, with liquid #1 ¾ cups chicken broth #1 bay leaf #2 teaspoons paprika #¼ teaspoon ground black pepper ",3.1
46,Sunset Chicken,17246,"Peaches, tomatoes and vinegar give this dish a sweet and sour taste that is truly unique, quite different from other sweet and sour recipes. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1503265.jpg,7,656.6,11,4.0,20.3,14.8,41.2,11.5,0.1946,0.0597,0.0036,0.0708,0.8098,0.4446,"1 tablespoon olive oil #1 (4 pound) whole chicken, cut into pieces, skin removed #½ red onion, chopped #1 green bell pepper, cut into strips #1 ½ tablespoons cornstarch #1 tablespoon soy sauce #3 tablespoons white vinegar #1 (29 ounce) can sliced peaches, juice reserved #1 (14.5 ounce) can stewed tomatoes, drained ",2.5
47,Spaghetti Casserole I,17247,"An easy and delicious pasta casserole with turkey, vegetables, cheese and pasta. Serve with bread and a leafy green salad, if desired. For a more Italian taste substitute tomato sauce for the ketchup and mozzarella cheese for the Cheddar. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4463886.jpg,8,378.6,18,3.6,61.8,17.7,3.8,1.4,0.0399,0.0995,0.0033,0.0654,0.6742999999999999,0.8008,"1 pound spaghetti #1 pound ground turkey #1 large onion, chopped #1 large green bell pepper, chopped #2 cloves garlic, minced #2 tomatoes, chopped #2 cups ketchup #1 cup shredded reduced-fat Cheddar cheese ",3.1
48,Grape Banana Salad,17248,This is a nice blend of fruit and nuts. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F579597.jpg,8,446.6,11,4.4,40.5,28.9,32.5,14.9,0.0815,0.0696,0.0009,0.0528,0.5746,0.026,"1 pint heavy whipping cream #6 cups seedless red grapes, halved #4 large bananas, peeled and sliced #1 cup chopped walnuts ",3.9
49,Chunk o' Cheese Bread,17249,This bread is chock full of cheesy goodness. Your children will gobble it down. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4463511.jpg,20,152.6,9,4.1,13.3,4.7,8.6,4.8,0.0213,0.1447,0.0008,0.0385,0.1985,0.5751000000000001,"1 ¾ cups water #½ cup cornmeal #2 teaspoons salt #½ cup molasses #2 tablespoons shortening #1 (.25 ounce) package active dry yeast #½ cup warm water (110 degrees F/45 degrees C) #1 cup whole wheat flour #3 ½ cups bread flour #1 pound processed American cheese, cubed ",1.0
50,Apple Cheese Quick Bread,17250,"Apples, cheese and walnuts make this bread a moist and yummy treat. It tastes great with cream cheese on it! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F286301.jpg,12,279.8,20,4.0,32.7,16.0,14.6,7.1,0.06,0.1155,0.0013,0.0298,0.1243,0.2757,"½ cup butter, softened #⅓ cup white sugar #⅓ cup honey #2 eggs #1 cup whole wheat flour #1 cup all-purpose flour #1 teaspoon baking powder #½ teaspoon baking soda #½ teaspoon salt #2 Granny Smith apples - peeled, cored and shredded #4 ounces Swiss cheese, shredded #½ cup chopped walnuts ",2.3
51,Broccoli Cheese Cornbread,17251,This is a quick way to make a real treat for your family. It's got plenty of broccoli and onions to give it a yummy savory flavor. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6594174.jpg,12,184.7,64,4.4,16.7,0.9,10.4,5.7,0.0838,0.11120000000000001,0.0017,0.0256,0.1569,0.6013999999999999,"4 eggs #1 (10 ounce) package chopped frozen broccoli, thawed and drained #1 cup cottage cheese #1 onion, chopped #½ cup butter, melted #1 (8.5 ounce) package self-rising cornmeal #1 teaspoon salt ",2.2
52,Chocolate Banana Bread,17252,"This is a very different banana bread recipe; it has chocolate chips, cocoa, and a touch of sour cream. Delicious! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F996152.jpg,24,277.5,1039,4.6,40.8,24.3,12.1,3.7,0.0349,0.0249,0.0013,0.026199999999999998,0.19019999999999998,0.2243,"1 cup margarine, softened #2 cups white sugar #4 eggs #6 bananas, mashed #2 teaspoons vanilla extract #3 cups all-purpose flour #2 teaspoons baking soda #¼ cup unsweetened cocoa powder #1 cup lite sour cream #1 cup semisweet chocolate chips ",1.9
53,USMC SOS,17253,"My dad was in the Marine Corps and remembers eating this dish often. It's a simple recipe consisting of ground beef mixed with milk, margarine and beef broth. It's also good using ground sausage. Serve this dish over toast. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F66598.jpg,4,457.8,78,4.3,7.7,3.2,37.0,16.5,0.1171,0.09709999999999999,0.0024,0.028300000000000002,0.3944,0.3386,1 pound ground beef #1 ½ tablespoons butter #3 tablespoons all-purpose flour #1 cup beef broth #½ cup evaporated milk # salt and pepper to taste ,0.2
54,Healthier Chicken a la King,17254,"Cubed chicken meat, spinach and egg simmered in milk, onion, flour and salt. Simple, light Chicken A La King. A great one pan recipe for two, but you can double it if you like. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5838831.jpg,2,355.1,4,4.3,19.3,7.8,9.5,3.6,0.2122,0.3443,0.0062,0.158,1.1165999999999998,1.4130999999999998,"3 tablespoons chopped onion #2 tablespoons all-purpose flour #1 teaspoon salt #1 cup milk #½ pound cooked, cubed chicken meat #1 hard-boiled egg, sliced #1 ⅓ cups cooked spinach #3 tablespoons chopped onions ",3.6
55,Pasta with Arugula Pesto,17255,The unique flavour of arugula makes this pesto peppery and robust. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F605663.jpg,8,376.8,14,4.1,40.5,2.8,19.6,3.7,0.0709,0.078,0.0024,0.0109,0.048799999999999996,0.08020000000000001,"¼ cup chopped walnuts #3 cloves garlic, minced #2 cups coarsely chopped arugula, stems included #¼ cup coarsely chopped fresh basil #½ cup olive oil #⅓ cup grated Parmesan cheese # salt to taste #1 pinch cayenne pepper #1 (16 ounce) package dry pasta ",1.9
56,Jo's Rosemary Bread,17256,"This bread has a great flavor. It is moist, light and has a crispy crust. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F767275.jpg,12,137.5,1314,4.8,21.6,0.6,3.9,0.6,0.0,0.009,0.0015,0.008400000000000001,0.0423,0.2917,1 cup water #3 tablespoons olive oil #1 ½ teaspoons white sugar #1 ½ teaspoons salt #¼ teaspoon Italian seasoning #¼ teaspoon ground black pepper #1 tablespoon dried rosemary #2 ½ cups bread flour #1 ½ teaspoons active dry yeast ,0.9
57,Romano Cheese Easter Bread,17257,"A delicious bread made with Romano cheese. Italians make this bread at Easter time, but it's good anytime! It can be baked in a tube pan or two loaf pans. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2112482.jpg,20,141.4,6,3.4,13.2,0.8,6.6,3.6,0.0722,0.1207,0.0012,0.011,0.0775,0.15009999999999998,"1 cup warm milk (110 degrees F/45 degrees C) #2 (.25 ounce) packages active dry yeast #2 ½ cups all-purpose flour #6 eggs, room temperature #1 ½ cups grated Romano cheese #4 tablespoons butter, softened ",0.6
58,Tuna Cheese Dip,17258,"Easy to make, this tasty tuna and cheese dip goes well with flavored crackers or chips. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F28136.jpg,6,376.2,8,3.9,1.4,0.4,28.3,16.8,0.0917,0.45389999999999997,0.0008,0.033299999999999996,0.2374,1.2499,"2 (5 ounce) cans tuna, drained #1 tablespoon mayonnaise #1 teaspoon butter, softened #2 cups process cheese food, melted ",0.0
59,Sausage Balls I,17259,Sage-seasoned sausage balls get dressed up with a nice tangy sauce. Reheat before serving. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1004217.jpg,24,94.3,4,3.3,3.1,1.5,7.9,2.8,0.0206,0.0064,0.0003,0.004,0.0643,0.22290000000000001,"1 pound fresh, ground pork sausage #1 egg, beaten #⅓ cup cracker meal #½ teaspoon dried sage #½ cup ketchup #1 tablespoon white vinegar #1 ½ teaspoons brown sugar #1 tablespoon soy sauce ",0.1
60,Russian Dipping Sauce,17260,A delicious dipping sauce with mayonnaise and ketchup as the key ingredients. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3852202.jpg,12,138.3,13,4.7,2.3,1.5,14.6,2.2,0.007,0.0034,0.0001,0.002,0.0337,0.1601,"1 cup mayonnaise #¼ cup ketchup #1 teaspoon onion powder #1 small green bell pepper, chopped # salt to taste ",0.1
61,Ukha (Russian Fish Soup),17261,"Wonderful fish soup. Very popular in Russia and easy to make. Try it with pike, perch or salmon. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7318199.jpg,4,126.8,35,4.3,25.0,2.1,0.5,0.1,0.012,0.0608,0.0021000000000000003,0.0469,0.7263999999999999,0.0318,"4 cups water #2 potatoes, cubed #1 onion, chopped #1 bunch fresh parsley, chopped #4 ounces cod fillets, cubed #1 lemon, juiced # salt and pepper to taste ",4.6
62,Sandcastle Brownie Mix,17262,This is a recipe for a brownie mix in a jar with nuts and coconut. It makes a terrific gift! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F780717.jpg,24,102.7,7,3.6,19.8,12.5,2.6,1.1,0.0,0.0089,0.0007,0.0152,0.0557,0.004900000000000001,⅓ cup chopped walnuts #½ cup semisweet chocolate chips #⅓ cup flaked coconut #⅔ cup brown sugar #¾ cup white sugar #⅓ cup unsweetened cocoa powder #1 ½ cups all-purpose flour ,1.0
63,Apple Streusel Pie,17263,This is the first on the dessert table to be devoured at any function or festivity! I made this up from a pie I had eaten at a restaurant years ago. This recipe makes two deep dish pies. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1595333.jpg,8,777.5,40,4.7,92.8,36.3,44.2,8.7,0.015099999999999999,0.053700000000000005,0.0014,0.0433,0.3478,0.6046,"2 ounces butter #½ cup packed brown sugar #½ cup all-purpose flour #1 cup chopped pecans #9 apple - peeled, cored and sliced #¼ cup white sugar #1 tablespoon all-purpose flour #1 teaspoon ground cinnamon #2 recipes unbaked pie shells ",6.3
64,Tangy Mediterranean Tuna Salad,17264,This is a great appetizer that goes well with unsalted crackers or toasted bread rounds. Adjust flavor to taste! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F683154.jpg,8,113.2,9,4.2,2.3,0.1,9.7,1.3,0.0047,0.011300000000000001,0.0004,0.004900000000000001,0.046700000000000005,0.31510000000000005,"1 cup whole, pitted kalamata olives #1 tablespoon garlic, minced #1 tablespoon capers, drained #3 tablespoons olive oil #1 (5 ounce) can water-packed tuna, drained #½ one lemon, juiced ",0.3
65,Cranberry Gelatin Salad I,17265,I made this for Thanksgiving and it was the most popular dish we had! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F25607.jpg,12,122.9,66,4.6,22.5,21.1,3.4,0.3,0.0,0.0124,0.0003,0.0135,0.0857,0.062200000000000005,"2 (0.3 ounce) packages sugar-free cherry flavored Jell-O® mix #2 cups boiling water #1 (16 ounce) can jellied cranberry sauce #1 (20 ounce) can crushed pineapple, drained #½ cup chopped pecans ",1.2
66,Penne in Vodka Cream,17266,"Penne or rigatoni served in a vodka cream sauce. So easy and when you make it, everyone is so impressed! The sauce can made a day in advance, which really brings out all the flavors. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9547.jpg,6,653.6,43,4.2,62.4,7.1,33.1,19.9,0.0979,0.09340000000000001,0.003,0.054,0.4775,0.4973,1 pound penne pasta #½ cup butter #¾ cup vodka #½ teaspoon dried red pepper flakes #¼ teaspoon Worcestershire sauce #8 ounces tomato sauce #½ (6 ounce) can tomato paste #1 cup heavy cream # salt and pepper to taste #¼ cup grated Parmesan cheese ,3.7
67,Cornbread Muffins II,17267,A good cornbread muffin that can be frozen in bags and reheated as needed. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3313073.jpg,12,178.5,108,4.0,26.3,6.3,6.5,1.2,0.032600000000000004,0.1443,0.0013,0.030199999999999998,0.13269999999999998,0.4435,1 ¾ cups cornmeal #¾ cup all-purpose flour #4 teaspoons baking powder #¼ teaspoon baking soda #1 teaspoon salt #¼ cup white sugar #2 cups buttermilk #2 eggs #¼ cup vegetable oil ,1.5
68,Yogurt Chicken Curry,17268,"Chicken breasts boiled gently, then seasoned and simmered with a yogurt curry sauce. Creamy taste without a creamy waist! This chicken will be very moist and tender. Can be served over brown rice with a green salad or with avocado slices, pear slices and crumbled feta cheese on top. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F783765.jpg,4,165.7,27,3.0,5.0,4.7,1.6,0.5,0.0697,0.1373,0.0011,0.045899999999999996,0.4648,0.12409999999999999,"4 skinless, boneless chicken breast halves - cut into bite size pieces #1 cup water # salt and pepper to taste #1 cup yogurt #1 teaspoon mild curry powder ",0.2
69,Chocolate Drop Cookies II,17269,These are chocolate cookies with marshmallows on top covered by chocolate frosting. This was my mom's recipe from the fifties. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4576731.jpg,24,172.8,17,4.2,29.5,21.5,6.3,1.5,0.009300000000000001,0.0116,0.0008,0.0172,0.063,0.1991,"1 ¼ cups all-purpose flour #½ teaspoon baking soda #½ teaspoon salt #½ cup unsweetened cocoa powder #½ cup margarine #1 cup white sugar #1 egg #1 teaspoon vanilla extract #¼ cup milk #18 large marshmallows #2 cups confectioners' sugar #⅓ cup unsweetened cocoa powder #½ teaspoon salt #3 tablespoons margarine, softened #1 ½ tablespoons heavy whipping cream ",1.2
70,Cornflake Slice,17270,"Great recipe, even better than crispy rice squares!!! These have marshmallows, coconut, almonds and cornflake cereal. Very tasty, very easy ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4477380.jpg,20,157.4,29,4.3,15.9,8.3,10.4,5.5,0.0183,0.0148,0.0017,0.0158,0.0544,0.1037,"¾ cup butter #30 marshmallows #1 cup sliced almonds, toasted #1 cup flaked coconut #3 ½ cups cornflakes cereal ",1.1
71,Garlic Bubble Ring,17271,This pull-apart garlic bread is easy and tastes great!! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F12663.jpg,10,263.9,127,4.5,22.3,2.1,16.3,2.8,0.02,0.0338,0.0018,0.0024,0.0205,0.6857000000000001,"1 pound frozen bread dough, thawed #¾ cup margarine, melted #1 egg, beaten #¼ cup grated Parmesan cheese #1 teaspoon garlic powder #1 teaspoon salt #1 teaspoon dried parsley ",1.9
72,California Sherry Chicken,17272,"Chicken with a hint of lemon, sherry and garlic served with veggies like zucchini and carrots. Like, totally California Sherry Chicken, dude! Serve with roasted potatoes or Fettuccine Alfredo, if desired. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4013300.jpg,4,300.6,141,4.4,26.5,7.0,7.8,1.6,0.0719,0.08109999999999999,0.0026,0.071,1.0178,0.8935,"4 skinless, boneless chicken breast halves #¼ cup all-purpose flour #1 teaspoon salt #1 teaspoon ground black pepper #1 tablespoon olive oil #½ cup cooking sherry #½ cup chicken broth #1 clove garlic, minced #½ lemon #4 carrots #4 zucchini squashes, julienned ",5.2
73,Sweet Bread Overnite,17273,"I love this recipe! It's easy to make and rises overnight, so I have time to do other things and still have it piping hot for the meal! ",0,20,368.1,3,1.8,59.5,21.2,10.7,6.0,0.0879,0.041299999999999996,0.0028,0.0161,0.12179999999999999,0.2069,"2 (.25 ounce) packages active dry yeast #½ cup warm water (110 degrees F) #7 eggs #8 cups all-purpose flour #1 teaspoon salt #2 cups white sugar #1 ½ cups milk #¾ cup butter, melted #2 teaspoons vanilla extract #2 tablespoons butter, melted ",1.5
74,Eggs and Spaghetti,17274,"This is a quick and easy dinner recipe for one. It doesn't sound too appetizing but actually, it's very good. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2371809.jpg,1,806.1,30,3.9,94.2,5.6,35.4,18.3,0.43310000000000004,0.15030000000000002,0.0079,0.0915,0.5504,0.31560000000000005,4 ounces spaghetti #2 tablespoons butter #2 eggs #2 teaspoons garlic powder #2 teaspoons ground black pepper #1 tablespoon minced onion #1 tablespoon dried rosemary ,6.8
75,Chocolate Chip Marble Cookies,17275,"All my family and friends love my cookies I make. I thought I would try something different, so I made a marbled chocolate chip cookie. They came out GREAT!! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F137363.jpg,60,191.9,9,4.1,23.8,14.7,10.8,4.9,0.0162,0.011300000000000001,0.001,0.0212,0.0775,0.0493,2 cups shortening #¼ cup water #1 ½ cups white sugar #1 ½ cups brown sugar #4 eggs #2 teaspoons vanilla extract #4 ¾ cups all-purpose flour #2 teaspoons baking soda #¾ cup unsweetened cocoa powder #4 cups semisweet chocolate chips ,1.3
76,Tasty Cabbage Salad,17276,"This cabbage, chicken and noodle salad is great to make for a barbeque since you can easily double the recipe for a large crowd. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4484458.jpg,6,552.2,8,3.6,24.0,2.8,45.1,6.6,0.0409,0.0777,0.0018,0.0225,0.3454,1.3086,"1 cup vegetable oil #6 tablespoons distilled white vinegar #2 teaspoons salt #1 teaspoon ground black pepper #2 teaspoons monosodium glutamate (MSG) #4 teaspoons white sugar #2 (16 ounce) packages shredded coleslaw mix #1 (10 ounce) can chicken chunks, drained #2 (3 ounce) packages ramen noodles, crushed ",2.5
77,Basic Eggnog,17277,Sugar and milk are beaten into egg yolks over heat and then chilled before adding rum and whipped cream in this recipe for the traditional holiday beverage. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2Fad46a215eae4143cc0d9069e2a8e32ee%2F311172.jpg,6,152.9,14,4.1,12.8,12.2,9.0,5.6,0.0337,0.1085,0.0,0.0106,0.1377,0.0668,2 egg yolks #¼ cup white sugar #1 pinch salt #2 cups milk #2 tablespoons rum #½ cup heavy whipping cream #1 pinch ground nutmeg ,0.0
78,Swedish Tea Ring with Pecans,17278,"These are made like cinnamon rolls; however, you make a circle with the dough log and cut only part way through, turning each piece partially on its side to make a beautiful design. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F266078.jpg,15,324,14,4.3,49.6,19.0,11.8,1.9,0.0261,0.0428,0.0022,0.0201,0.129,0.2543,"1 tablespoon active dry yeast #¼ cup warm water (110 degrees F/45 degrees C) #1 lemon, juiced and zested #1 cup milk #½ cup margarine, softened #1 teaspoon salt #½ cup white sugar #2 eggs, beaten #4 ½ cups all-purpose flour #2 teaspoons ground cinnamon #¼ cup white sugar #¾ cup chopped pecans #¼ teaspoon vanilla extract #1 cup confectioners' sugar ",2.3
79,International Pancakes,17279,These are just like the ones you eat at a certain national pancake chain. They're simple but delicious. Buttermilk pancakes are definitely the best! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F703832.jpg,6,240.8,42,2.8,30.9,10.9,10.7,1.8,0.033,0.11270000000000001,0.0015,0.0126,0.1164,0.147,1 ¼ cups all-purpose flour #¼ cup white sugar #1 teaspoon baking powder #1 pinch salt #1 egg #1 ¼ cups buttermilk #¼ cup vegetable oil ,0.7
80,Cranberry Gelatin Mold,17280,This is a great substitute for plain cranberries at holiday dinners. It can be made low-fat by omitting the walnuts and using low-fat cream cheese and whipped topping. Enjoy! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F599085.jpg,12,355.4,6,4.1,47.1,40.5,17.7,8.8,0.0208,0.028399999999999998,0.0006,0.0195,0.0916,0.1804,"1 (6 ounce) package cranberry flavored Jell-O® mix #1 (16 ounce) can whole cranberry sauce #1 (6 ounce) package lime flavored Jell-O® mix #8 ounces cream cheese, softened #1 (8 ounce) can crushed pineapple, drained #1 (8 ounce) container frozen whipped topping, thawed #1 cup chopped walnuts ",1.3
81,Molasses Banana Bread,17281,This wonderfully flavorful banana bread is a real crowd pleaser! It's sweetened with molasses instead of sugar. What a nice variation! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2969781.jpg,12,281.3,60,3.8,43.0,20.0,11.7,5.4,0.0358,0.072,0.0024,0.1004,0.6131,0.2209,"½ cup butter, softened #1 egg #1 cup molasses #2 cups mashed banana #1 cup whole wheat flour #¾ cup all-purpose flour #½ teaspoon baking soda #½ teaspoon salt #½ teaspoon ground nutmeg #½ cup chopped walnuts (Optional)",2.8
82,Tarte Tatin,17282,"Butter, sugar, apples, and flaky pastry create sinful bliss. Be sure to line your springform pan with foil to catch the drips! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3044070.jpg,8,286.9,9,3.9,28.9,17.4,19.0,9.2,0.0305,0.0081,0.0007,0.0050999999999999995,0.061200000000000004,0.1986,"1 recipe pastry for a 9 inch single crust pie #½ cup butter, softened #½ cup white sugar #3 apples - peeled, cored, and thinly sliced ",1.4
83,Buttermilk Biscuits I,17283,"This recipe was sent to me by a friend, the biscuits are delicious and very easy to make! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F636724.jpg,12,270.9,138,4.1,34.4,3.3,12.2,3.2,0.0018,0.24059999999999998,0.0021000000000000003,0.0132,0.1212,0.6613,4 cups self-rising flour #1 tablespoon white sugar #1 tablespoon baking powder #.666 cup shortening #2 cups buttermilk #¼ cup buttermilk ,1.1
84,Brown-Eyed Susans II,17284,"These are a delicate nutty butter cookie with a chocolate filled center. My aunt used to make these, and I loved them. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F778466.jpg,72,57.9,5,3.8,5.9,3.0,3.7,1.1,0.0034,0.0083,0.0002,0.0035,0.0136,0.0502,½ cup butter #½ cup margarine #¼ cup confectioners' sugar #2 cups all-purpose flour #1 ½ teaspoons baking powder #½ teaspoon salt #1 tablespoon vanilla extract #1 cup chopped pecans #1 ½ cups confectioners' sugar #2 tablespoons unsweetened cocoa powder #½ teaspoon vanilla extract #3 tablespoons hot water ,0.3
