,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,calcium,iron,magnesium,potassium,sodium,ingredients,saturated fat,cholesterol
42,Peanut Butter Dressing,24542,An easy dressing thrown together by my grandma. Makes a good topping to almost any type of salad! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4462178.jpg,2,145.3,3,4.0,6.8,1.0,4.1,10.7,0.0212,0.0008,0.0282,0.1429,0.11120000000000001,1 egg #2 tablespoons peanut butter #½ tablespoon any flavor fruit jam #1 teaspoon white vinegar #1 teaspoon warm water ,2.5,0.093
43,Spinach Salad With Ease,24543,"A simple, fresh salad. It comes together in less than 5 minutes. The perfect complement to almost any robust dish. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F815948.jpg,4,197.7,17,4.2,12.5,5.3,0.7,16.0,0.1494,0.0028,0.07390000000000001,0.5437000000000001,0.16319999999999998,"1 (10 ounce) package pre-washed fresh spinach #1 cup fresh green peas #¼ cup olive oil #1 ½ lemons, juiced #¼ cup crumbled feta cheese # salt and pepper to taste ",3.4,0.0083
44,B.L.T. Salad with Basil Mayo Dressing,24544,"Tangy, crunchy salad with all the things you love about the wonderful B.L.T. sandwich! You will make this again and again! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5838999.jpg,4,439.8,295,4.5,23.4,4.0,2.3,34.1,0.0634,0.0029,0.0402,0.6081,1.3435,"½ pound bacon #½ cup mayonnaise #2 tablespoons red wine vinegar #¼ cup finely chopped fresh basil #4 slices French bread, cut into 1/2 inch pieces #1 teaspoon salt #1 teaspoon ground black pepper #1 tablespoon canola oil #1 pound romaine lettuce - rinsed, dried, and torn into bite-size pieces #1 pint cherry tomatoes, quartered ",6.3,0.0308
45,Cookie Salad II,24545,Crushed chocolate sandwich cookies and succulent mandarin orange segments are enfolded in cool and tangy vanilla cream in this crowd-pleasing dessert salad! ,0,8,622.3,13,4.7,95.0,2.6,62.3,23.4,0.09709999999999999,0.003,0.049,0.3287,0.7492000000000001,"2 (3.4 ounce) packages instant vanilla pudding mix #1 pint buttermilk #16 ounces frozen whipped topping, thawed #2 (11 ounce) cans mandarin orange segments, drained #1 (20 ounce) package chocolate sandwich cookies, crushed ",12.3,0.0025
46,Coleslaw with Hot Caraway Vinaigrette,24546,This is a nice change for coleslaw and the tangy vinaigrette is one you will want to make over and over! A nice accompaniment to a plain meat dish. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F263923.jpg,10,194.6,7,3.4,10.8,3.7,5.1,16.9,0.06459999999999999,0.0011,0.023600000000000003,0.31739999999999996,0.0419,"2 small red onions #6 cups finely shredded green cabbage #6 cups finely shredded red cabbage #5 carrots, peeled and grated #5 tablespoons white wine vinegar #¾ cup olive oil #2 tablespoons caraway seeds #1 tablespoon mustard seeds # salt to taste ",2.3,0.0
47,Creamy Bacon Cheddar Dressing,24547,This decadently creamy dressing pairs Cheddar cheese and freshly cooked bacon for a sure-fire taste-bud pleaser. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F3d7517abe6c61737d692593d332b4b0a%2F1059458.jpg,12,416.6,5,2.7,3.5,0.0,1.9,42.0,0.1779,0.0003,0.0106,0.09240000000000001,0.4174,2 cups shredded Cheddar cheese #1 tablespoon all-purpose flour #¼ cup heavy cream #4 slices bacon #2 cups mayonnaise #1 ½ cups milk ,11.3,0.0493
48,Juicy Fruit Salad,24548,It's the pineapple syrup combined with the juice of the orange that makes the taste! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F102432.jpg,6,104.2,63,4.5,26.8,2.6,22.1,0.3,0.0264,0.0004,0.0208,0.2816,0.0017,"1 (15 ounce) can pineapple chunks with juice #1 apple - peeled, cored and diced #1 orange - peeled, diced and juice reserved #1 banana, sliced #1 cup seedless green grapes, halved ",0.1,0.0
49,Avocado Green Goddess Dressing,24549,Sorta like you remember it from the 70's... ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1040731.jpg,6,325.9,45,4.4,4.5,2.3,0.7,34.4,0.016800000000000002,0.0005,0.013099999999999999,0.1956,0.3333,"1 avocado, peeled and pitted #1 cup mayonnaise #5 anchovy filets, rinsed and chopped #2 tablespoons chopped green onion #1 tablespoon lemon juice #1 clove garlic, chopped # salt and pepper to taste ",5.1,0.016800000000000002
50,Coconut Bread II,24550,"I got this recipe from my mother-in-law. Even people who don't like coconut love this sweet, yummy bread. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8244394.jpg,12,488.2,32,4.1,60.2,2.1,35.1,25.3,0.0479,0.0021000000000000003,0.0182,0.1301,0.21259999999999998,2 cups white sugar #1 cup vegetable oil #4 eggs #2 teaspoons coconut extract #3 cups all-purpose flour #½ teaspoon salt #½ teaspoon baking powder #½ teaspoon baking soda #1 cup buttermilk #1 cup shredded coconut ,8.0,0.0628
51,Cranberry Scones,24551,A quick basic scone recipe with traditional holiday ingredients...great treat for Christmas morning! Serve warm with butter and tea! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F805663.jpg,12,211,213,4.4,28.6,1.3,10.6,9.4,0.07909999999999999,0.0013,0.0157,0.0846,0.1736,"2 cups all-purpose flour #¼ cup packed brown sugar #1 tablespoon baking powder #¼ teaspoon ground nutmeg #¼ teaspoon salt #¼ cup butter, chilled and diced #1 cup fresh cranberries, roughly chopped #⅓ cup white sugar #1 grated zest of one orange #½ cup chopped walnuts #¾ cup half-and-half cream #1 egg ",4.0,0.0313
52,Delicious Damper,24552,"This recipe, when completely finished, tastes like a biscuit. It is an Australian recipe that I made, was very excited about and was hurrying to get to the computer and submit it. Enjoy! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1827129.jpg,12,84.1,6,3.7,16.9,0.6,0.8,0.5,0.0875,0.0011,0.0066,0.045399999999999996,0.22340000000000002,2 cups all-purpose flour #½ teaspoon salt #4 teaspoons baking powder #¾ cup milk ,0.2,0.0012
53,Sesame Stick Snacks,24553,Make your own crunchy sesame sticks with this quick and easy recipe. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F61106.jpg,10,201,5,3.4,15.6,0.6,0.5,14.8,0.061200000000000004,0.0011,0.006,0.0499,0.3412,"2 cups biscuit baking mix #.666 cup heavy cream #¼ cup butter, melted #1 ½ tablespoons sesame seeds ",7.6,0.0339
54,Orange Poppy Seed Bread,24554,Extremely yummy! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1985920.jpg,12,408.9,8,3.4,59.7,1.0,47.1,16.8,0.1318,0.0012,0.0174,0.0997,0.4688,"1 (18.25 ounce) package white cake mix #3 (3 ounce) packages orange flavored Jell-O® #1 (3.5 ounce) package instant coconut cream pudding mix #4 eggs, beaten #½ cup vegetable oil #1 cup hot water #¼ cup poppy seeds ",3.0,0.062
55,Easy Refrigerator Yeast Rolls,24555,Quick and easy make ahead yeast bread. Can also make cinnamon rolls from this recipe. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2613994.jpg,15,323.3,13,3.7,44.5,1.6,7.0,13.2,0.178,0.0027,0.0121,0.10529999999999999,0.8627,"1 cup margarine #1 ½ cups water #½ teaspoon salt #¼ cup white sugar #3 (.25 ounce) packages active dry yeast #¼ cup white sugar #1 cup warm water (110 degrees F/45 degrees C) #2 eggs, beaten #6 cups self-rising flour ",2.4,0.0248
56,Cinnamon Rolls III,24556,"Here's an easy alternative to buying those famous cinnamon rolls in the mall. They taste exactly the same, and the dough is made in the bread machine. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9427125.jpg,16,371.8,1403,4.8,45.2,1.7,18.8,18.9,0.0541,0.002,0.0195,0.1215,0.198,"¼ cup water at room temperature #¼ cup butter, melted #½ (3.4 ounce) package instant vanilla pudding mix #1 cup warm milk #1 egg, room temperature #1 tablespoon white sugar #½ teaspoon salt #4 cups bread flour #1 (.25 ounce) package active dry yeast #½ cup butter, softened #1 cup brown sugar #4 teaspoons ground cinnamon #¾ cup chopped pecans (Optional)#1 (4 ounce) package cream cheese, softened #¼ cup butter, softened #1 cup confectioners' sugar #½ teaspoon vanilla extract #1 ½ teaspoons milk ",9.6,0.0514
57,Vasilopita,24557,"The Vasilopita is a Greek New Year's Bread. It is made in honor of a beautiful act of charity by St. Basil to the poor and needy of his flock. In order to ensure that the needy would have money for life's necessities, and knowing that they were also proud people, St. Basil had the ladies of his church bake sweet bread with coins baked into them. In this way he could give them money without demeaning them at all. It is therefore traditional to bake a coin into the Vasilopita (St. Basil's Bread). The one who receives the coin is considered to be especially blessed for the year. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1899033.jpg,8,338.5,11,3.9,18.0,1.0,16.6,27.2,0.1258,0.0009,0.0295,0.2161,0.3552,"½ cup warm milk #1 (.25 ounce) package active dry yeast #½ cup bread flour #6 cups bread flour #½ teaspoon salt #½ cup white sugar #½ teaspoon ground cinnamon #½ teaspoon ground nutmeg #¾ cup butter, melted #3 eggs, room temperature #2 cups warm milk #2 tablespoons butter, melted #1 egg, beaten #1 tablespoon water #½ cup chopped almonds ",14.8,0.1525
58,Pork Chops to Live For,24558,My mom used to make this all the time and it has always been one of my favorites. The best part is you can mix it up in a few minutes in the morning and forget about it for the rest of the day. You may add an additional can of soup if you want more gravy. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F669344.jpg,4,493.8,460,4.4,31.6,0.9,9.8,24.7,0.18280000000000002,0.0033,0.053,0.7045,1.1817,"2 tablespoons shortening #4 pork chops #1 egg, beaten #½ cup all-purpose flour #1 large onion, sliced #2 (10.75 ounce) cans condensed cream of mushroom soup #2 cups milk ",7.5,0.1212
59,Sylvia's Ribs,24559,"Ooey gooey good! Never a leftover. You can also add finely chopped onions, soy sauce, etc. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F721226.jpg,8,997.5,578,4.8,53.6,0.6,46.5,60.5,0.1325,0.0045,0.0721,1.1113,1.6433,"8 pounds pork spareribs #3 cups ketchup #1 cup barbeque sauce #1 cup brown sugar #2 ½ tablespoons lemon juice #2 teaspoons Worcestershire sauce #1 dash hot pepper sauce, or to taste #3 tablespoons steak sauce, (e.g. Heinz 57) #2 cloves garlic, minced ",22.1,0.24
60,Turtles® Candy,24560,"Pecans, caramel smothered in melted chocolate -- it's Turtles® candy. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F456686.jpg,24,106.4,35,3.9,12.8,0.8,10.6,6.5,0.0193,0.0003,0.0152,0.0655,0.0255,"72 pecan halves #24 individually wrapped caramels, unwrapped #1 cup semisweet chocolate chips #2 teaspoons shortening ",1.9,0.0007
61,Maple Fudge,24561,"Walnut flecked fudge made with real maple syrup instead of chocolate -- sweet, creamy and delicious ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1104155.jpg,24,110,25,2.7,19.1,0.2,16.0,3.9,0.0285,0.0004,0.010199999999999999,0.07909999999999999,0.006,2 cups maple syrup #1 tablespoon light corn syrup #¾ cup light cream #1 teaspoon vanilla extract #¾ cup chopped walnuts ,1.1,0.004900000000000001
62,Napoleons,24562,Golden puff pastry is layered with pastry cream and jam and then iced before being cut into bars. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F883942.jpg,20,405.5,9,3.9,60.5,0.7,37.1,16.4,0.069,0.0014,0.013300000000000001,0.123,0.13319999999999999,"1 ½ (17.5 ounce) packages frozen puff pastry sheets, thawed #¼ cup cornstarch #4 cups milk, divided #⅓ cup cake flour #⅞ cup white sugar, divided #3 eggs, separated #1 tablespoon butter #1 teaspoon vanilla extract #1 (12 ounce) jar apricot jam #3 cups sifted confectioners' sugar #1 tablespoon lemon juice ",4.8,0.033299999999999996
63,Deep-Fried Sweet Potato Balls,24563,"Cooked, mashed sweet potatoes are molded around brown sugar and coconut, rolled in sesame seeds and deep fried in this unique snack. ",0,5,623.4,6,3.7,45.1,7.3,26.7,49.2,0.2522,0.0044,0.10690000000000001,0.3881,0.0341,"¾ pound sweet potatoes-- cooked, peeled and mashed #4 teaspoons cornstarch, divided #1 pinch salt #1 tablespoon water #1 cup shredded coconut #½ cup brown sugar #¾ cup sesame seeds #1 ½ quarts oil for deep frying ",15.5,0.0
64,Sago Plum Pudding I,24564,"Sago is a starch, very similar to tapioca, that is extracted from palm trees. You can substitute tapioca in this recipe, if you don't have sago on hand. Serve with brandy sauce or custard. ",0,8,290.2,1,4.0,52.7,2.0,36.7,8.1,0.0933,0.0015,0.020399999999999998,0.3187,0.31239999999999996,"2 ¼ ounces pearl sago #1 cup milk #1 teaspoon baking soda #⅝ cup dark brown sugar #2 cups fresh bread crumbs #½ cup golden raisins #½ cup dried currants #½ cup chopped dates #2 eggs, lightly beaten #¼ cup butter, melted ",4.5,0.06420000000000001
65,Yummy Pecan Pralines,24565,"Pecans are cooked to the soft ball stage with brown sugar, white sugar, evaporated milk and butter and then beaten and poured on a slab to firm up in these sweet, chewy candies. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5727096.jpg,20,145.9,50,4.4,22.4,0.6,21.6,6.5,0.030699999999999998,0.0003,0.0107,0.062,0.0179,1 cup brown sugar #1 cup white sugar #½ cup evaporated milk #2 tablespoons butter #1 ¼ cups pecan halves #¼ teaspoon vanilla extract ,1.4,0.004900000000000001
66,Easy Devonshire Cream,24566,"A wonderful topping for scones, or use as a dip for fruit. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F63141.jpg,16,72.9,189,4.7,1.3,0.0,0.8,7.4,0.013900000000000001,0.0001,0.0014,0.0175,0.031100000000000003,"3 ounces cream cheese, softened #1 tablespoon white sugar #1 pinch salt #1 cup heavy cream ",4.6,0.026199999999999998
67,Brandy Snap Baskets,24567,A crisp basket that can be filled with fruit and cream. Good luck! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5998691.jpg,12,100.2,7,4.5,16.5,0.2,7.9,3.9,0.0034,0.0003,0.0016,0.0089,0.033,½ cup all-purpose flour #1 teaspoon ground ginger #¼ cup butter #⅓ cup superfine sugar #⅓ cup golden syrup #½ teaspoon grated lemon zest ,2.4,0.010199999999999999
68,"Crepes with Spinach, Bacon and Mushroom Filling",24569,I took three different crepe recipes and combined them to come up with a real winner! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7912080.jpg,4,445,65,4.4,17.9,3.5,5.5,35.6,0.2175,0.0034,0.07940000000000001,0.6975,0.7846000000000001," 1 recipe Basic Crepes #6 slices bacon #1 tablespoon unsalted butter #½ pound fresh mushrooms, sliced #3 tablespoons unsalted butter #¼ cup all-purpose flour #1 cup milk #1 (10 ounce) package frozen chopped spinach, thawed and drained #1 tablespoon chopped fresh parsley #2 tablespoons grated Parmesan cheese # salt and pepper to taste #⅔ cup chicken broth #2 eggs #½ cup lemon juice # salt and pepper to taste ",15.6,0.16
69,Cretons de Quebec,24570,A French-Canadian breakfast spread for toast. Absolutely delicious! You can spread mustard or jam over to make the taste even better! Pumpkin pie spice can be substituted for the mixed spice in this recipe. ,0,8,274.1,2,1.6,5.0,0.3,3.5,24.1,0.0869,0.0006,0.0149,0.2341,0.43660000000000004,"1 pound pork sausage #2 cups milk #1 chopped onion #1 clove garlic, minced #1 teaspoon mixed spice # salt and pepper to taste ",9.0,0.0435
70,Caramelized French Toast,24571,My family loves it when I make this variation of French toast that my grandma once made for me. It's a GREAT substitute for sticky cinnamon rolls and a lot less hassle ... ENJOY! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8990888.jpg,8,247.5,186,4.0,31.4,0.6,19.7,10.6,0.0927,0.0018,0.013800000000000002,0.12409999999999999,0.3118,"4 tablespoons butter, divided #6 eggs #½ cup milk #⅛ teaspoon salt #8 slices bread #1 cup brown sugar #½ cup water ",5.2,0.156
71,Sausage Mushroom Quiche,24572,One of the best quiches I have ever had. Delicious and filling. Also great for dinner. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F185132.jpg,6,612.1,145,4.5,20.6,2.8,1.8,50.3,0.1756,0.0036,0.033100000000000004,0.5398999999999999,1.1013,1 pound small fresh button mushrooms #1 pound ground pork breakfast sausage #½ cup chopped fresh parsley #3 eggs #1 cup half-and-half cream #½ cup grated Parmesan cheese #¼ teaspoon salt #1 (9 inch) unbaked 9 inch pie crust ,18.6,0.1667
72,Amish Friendship Chocolate Bread,24573,This is a great variation to the traditional Amish Friendship Bread. My family says it's like eating chocolate cake. This bread freezes well and makes a great gift. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F166545.jpg,24,169.8,88,4.4,17.9,0.3,8.7,10.0,0.030600000000000002,0.0007,0.005,0.039200000000000006,0.1762,2 cups all-purpose flour #1 cup white sugar #1 ½ teaspoons baking powder #½ teaspoon baking soda #1 teaspoon salt #1 (5.9 ounce) package instant chocolate pudding mix # 1 cup Amish Friendship Bread Starter #1 cup vegetable oil #½ cup milk #3 eggs #1 teaspoon vanilla extract ,1.8,0.0241
73,Overnight Caramel Pecan Rolls,24574,"These are easy and very good! They can be made and then cooked in the morning and make great hot rolls for special mornings (like Christmas or Easter). I have had a lot of compliments on these. Everyone will think that you got up very early to make these rolls because they are hot in the morning! I use my bread machine for the dough part, makes it very easy! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8909922.jpg,24,327.3,202,4.7,47.4,1.8,17.6,13.3,0.0717,0.0021000000000000003,0.0185,0.12040000000000001,0.2927,"2 cups milk #2 (.25 ounce) packages active dry yeast #½ cup warm water #⅓ cup white sugar #⅓ cup vegetable oil #1 tablespoon baking powder #2 teaspoons salt #1 egg #7 cups all-purpose flour #1 cup packed brown sugar #½ cup butter #2 tablespoons light corn syrup #1 cup pecan halves #¼ cup butter, softened #½ cup white sugar #1 ½ tablespoons ground cinnamon ",4.8,0.0246
74,Oatmeal Banana Nut Bread,24575,This is the best banana nut bread I have ever made! So full of flavor. I double the recipe and give it as gifts. Everyone seems to appreciate it. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9334815.jpg,12,255.1,280,4.7,31.8,1.6,15.1,13.0,0.0145,0.0012,0.0219,0.1295,0.1618,½ cup shortening #¾ cup white sugar #2 eggs #1 cup mashed bananas #1 teaspoon vanilla extract #1 ½ cups all-purpose flour #½ teaspoon baking soda #½ teaspoon salt #½ cup quick cooking oats #½ cup chopped walnuts ,2.8,0.031
75,Bread Pretzels,24576,This easy to make dough can be shaped into pretzels or long bread sticks. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4031690.jpg,12,8.1,31,3.5,0.4,0.1,0.2,0.4,0.0026,0.0002,0.001,0.0156,1.0145,"1 ½ teaspoons active dry yeast #¾ cup warm water (110 degrees F/45 degrees C) #½ teaspoon white sugar #¼ teaspoon salt #2 cups bread flour #1 egg, beaten #2 tablespoons kosher salt ",0.1,0.0155
76,Applesauce Doughnuts with Buttermilk,24577,"My mom made these when I was a little girl. We would love to help her and of course eat them afterward. Dust with powdered sugar, granulated sugar or cinnamon. Delicious! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3569500.jpg,24,190.1,15,4.5,24.7,0.7,8.6,9.0,0.0291,0.0011,0.0060999999999999995,0.0422,0.1717,"2 quarts oil for deep frying #¾ cup white sugar #2 tablespoons butter, softened #2 eggs #¾ cup applesauce #4 cups sifted all-purpose flour #2 teaspoons baking powder #1 teaspoon salt #½ teaspoon baking soda #½ teaspoon ground mace #½ teaspoon ground cinnamon #½ cup buttermilk #¼ cup confectioners' sugar for dusting ",1.7,0.0182
77,Chocolate Gravy II,24578,When my grandchildren spend the night the first thing they ask for is chocolate gravy for breakfast. It's delicious served over buttered toast with bacon at the side. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F494266.jpg,8,225.2,220,4.7,26.1,1.0,21.7,13.1,0.079,0.0006,0.0213,0.1406,0.10740000000000001,½ cup butter #4 tablespoons unsweetened cocoa powder #¼ cup all-purpose flour #¾ cup white sugar #2 cups milk ,8.3,0.0354
78,Extreme Veggie Scrambled Eggs,24579,A variety of veggies combined with eggs make a great start to the day. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1010465.jpg,6,181.6,83,4.7,2.4,0.3,1.6,15.8,0.07540000000000001,0.0011,0.0108,0.134,0.1591,¼ cup olive oil #¼ cup sliced fresh mushrooms #¼ cup chopped onions #¼ cup chopped green bell peppers #6 eggs #¼ cup milk #¼ cup chopped fresh tomato #¼ cup shredded Cheddar cheese ,3.9,0.1918
79,Leona's Lefse,24580,"In my family, lefse is religion. We have made these lefse for generations, and I have never met their match! Every batch is a little different owing to moisture variations, so feel free to experiment with the amount of flour. Serve with either butter and jam, or meat and cheese. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4524818.jpg,7,142,8,4.4,17.9,1.2,0.9,6.8,0.014199999999999999,0.0021000000000000003,0.0105,0.10779999999999999,0.05,"7 Yukon Gold potatoes #¼ cup butter, melted #1 teaspoon white sugar #1 cup all-purpose flour ",4.2,0.0174
80,Traditional Popovers,24581,"This recipe is for traditional popovers. They can be served plain, but my family prefers them with raspberry butter. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F04%2F26%2Ftraditional-popovers-2000.jpeg,6,182.8,207,4.5,18.0,0.6,2.2,9.2,0.06570000000000001,0.0014,0.012199999999999999,0.1185,0.14980000000000002,"1 cup all-purpose flour #¼ teaspoon salt #3 eggs #1 cup milk #1 tablespoon unsalted butter, melted #2 tablespoons unsalted butter, chilled ",5.0,0.1115
81,Dinah's Stuffed Mushrooms,24582,"Delicious mushroom caps filled with a clam stuffing! Very easy, and even better than the stuffed mushrooms from that famous Italian restaurant chain.... Garnish with lemon wedges when serving. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F10437.jpg,10,383.3,302,4.7,11.2,1.5,1.8,31.3,0.17930000000000001,0.011699999999999999,0.022,0.4325,0.412,"20 fresh mushrooms, stems removed #2 (6.5 ounce) cans minced clams, drained #2 cloves garlic, peeled and minced #½ cup grated Parmesan cheese #1 small onion, finely chopped #¾ cup dry bread crumbs #½ cup chopped green bell pepper #2 tablespoons dried parsley #2 tablespoons Italian-style seasoning # ground black pepper to taste #1 ½ cups butter, melted #½ cup shredded mozzarella cheese ",19.1,0.106
82,Baked Onion Dip II,24583,"This dip is fast, easy and delicious! Whenever there's a potluck, I'm always asked, ""Are you bringing the dip?"" I can't go anywhere without it! Try experimenting with different types of cheese. Serve with assorted crackers. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F759349.jpg,40,105.8,86,4.3,1.2,0.1,0.5,10.7,0.0458,0.0001,0.0026,0.0188,0.1014,1 (8 ounce) package shredded Cheddar cheese #2 cups mayonnaise #2 cups chopped sweet onion #2 tablespoons grated Parmesan cheese ,2.5,0.0103
83,Bacon Olive Wraps,24584,"Bacon, olives and cheese together make this an appetizer a hit. I have made it many times and everyone loves it. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5200442.jpg,15,276.2,14,4.4,11.5,0.6,2.7,21.6,0.1399,0.001,0.0095,0.1564,1.0788,"10 slices white bread, crusts trimmed #1 (16 ounce) jar processed cheese sauce #1 (5 ounce) jar pitted green olives, chopped #1 pound sliced bacon, cut in half ",8.7,0.043
84,Salmon Spread I,24585,"This recipe is very good and so easy to make. I always serve it when I have a party. Succulent smoked salmon is blended into a creamy, flavorful mixture that's great on crackers or warm bagel slices. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5613.jpg,12,71.5,59,4.4,0.7,0.0,0.1,6.7,0.0165,0.0003,0.0023,0.0349,0.1052,"1 (8 ounce) package cream cheese, softened #2 ounces flaked or chopped smoked salmon #1 teaspoon lemon juice #½ teaspoon Worcestershire sauce #½ teaspoon minced garlic #¼ teaspoon onion powder #¼ teaspoon seafood seasoning #1 dash ground black pepper ",4.1,0.0216
85,Salmon Spread II,24586,Poached salmon elevates a simple cream cheese spread to new heights! Serve with crackers. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F89491.jpg,24,78.7,57,4.6,0.8,0.0,0.2,6.3,0.0171,0.0002,0.0068,0.0973,0.0974,"1 pound salmon fillets #1 (8 ounce) package cream cheese, softened #½ cup sour cream #2 finely chopped green onions #½ teaspoon salt #2 drops hot pepper sauce #2 tablespoons fresh lemon juice #1 tablespoon Worcestershire sauce ",3.1,0.0235
86,Seven Layer Dip III,24587,This is a great appetizer for Christmas parties. The Mexican-inspired layers look great and taste even better. Serve it with tortilla chips. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F403977.jpg,32,35,11,4.6,1.6,0.6,0.6,2.8,0.0314,0.0002,0.0047,0.0694,0.07859999999999999,"3 cups shredded lettuce #1 (15 ounce) can black beans, rinsed and drained #2 chopped fresh red chile peppers #¼ cup sliced green onions #1 (8 ounce) container sour cream #2 fresh jalapeno peppers, finely diced #1 teaspoon grated lime zest #1 cup chunky salsa #½ avocado - peeled, pitted and diced #⅔ cup shredded Monterey Jack cheese #⅓ cup chopped black olives, drained #1 tablespoon chopped fresh cilantro ",1.5,0.0052
