,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,calcium,iron,magnesium,potassium,sodium,ingredients,saturated fat,cholesterol
40,Canja,13140,"A taste of Brazil, this simple soup is made special by the addition of rice, tomatoes, carrots, and chopped ham. These combine to lift the flavor out of the ordinary, making this soup a substantial one. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F18088.jpg,6,506.9,26,4.6,11.4,1.0,2.9,27.2,0.039,0.0024,0.062299999999999994,0.6349,1.306,"3 pounds boneless, skinless chicken meat #1 onion, chopped #6 cups chicken stock #¼ cup long-grain white rice #¾ cup tomato - peeled, seeded and chopped #½ cup chopped carrots # salt to taste # ground black pepper to taste #¾ cup diced ham #1 tablespoon chopped fresh parsley ",7.7,0.1655
41,Claudette's Minestrone,13141,"This recipe was given to me by mother-in-law, it is the greatest winter warm-up soup ever. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F964647.jpg,10,190.6,6,2.9,40.7,7.3,5.2,0.7,0.0598,0.0023,0.0444,0.7781,0.2447,"5 potatoes, peeled and cubed #5 carrots, chopped #4 stalks celery, chopped #1 onion, chopped #1 clove garlic, minced #½ cup tomato paste #1 (15 ounce) can kidney beans #2 quarts water #1 cup seashell pasta ",0.1,0.0
42,Popcorn Soup (Corn Chowder),13142,This will be a recipe that you won't lose--it is SO good! Kids will love the idea of using popped corn instead of croutons on top. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F182363.jpg,8,521,5,3.4,34.8,2.4,4.2,40.2,0.2675,0.0013,0.043,0.4909,0.4998,"½ cup butter #1 onion, chopped #1 tablespoon dried parsley #¼ cup all-purpose flour #2 quarts half-and-half cream #2 (15.25 ounce) cans whole kernel corn # salt to taste # ground black pepper to taste ",24.7,0.1195
43,Cream of Artichoke Soup I,13143,This tastes like a cream of chicken and artichoke soup--at the same time! Garnish with croutons. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1123073.jpg,4,410.2,19,4.7,33.8,9.0,6.5,24.6,0.2035,0.0024,0.1056,0.8763,0.7351,"4 whole artichokes #2 cups water #2 cups chicken stock #½ cup dry vermouth #1 potato, diced #1 small carrot, diced #1 onion, chopped #1 small stalk celery, diced #2 cloves garlic, minced #2 bay leaves #½ teaspoon dried marjoram #1 cup heavy whipping cream #4 tablespoons grated Romano cheese # salt to taste # ground black pepper to taste ",15.1,0.09179999999999999
44,Spicy and Sour Soup,13144,"This spicy and sour soup could be a light meal in itself, full of peppers, snow peas, water chestnuts, green onions, and tofu. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6698599.jpg,8,200.3,6,4.6,14.7,4.2,4.0,11.5,0.42919999999999997,0.0032,0.0531,0.4372,0.5749,"3 tablespoons vegetable oil #2 red bell peppers, julienned #1 bunch green onions, sliced diagonally into 1/2 inch pieces #2 cups chicken broth #2 cups vegetable stock #2 tablespoons soy sauce #2 teaspoons red wine vinegar #½ teaspoon crushed red pepper flakes #¼ teaspoon salt #⅛ teaspoon ground black pepper #2 tablespoons cornstarch #3 tablespoons water #1 teaspoon sesame oil #½ pound fresh snow peas #1 pound firm tofu, cubed #1 (8 ounce) can sliced water chestnuts, drained ",1.6,0.0
45,Mulligatawny Soup II,13145,Literally meaning pepper water. Mulligatawny Soup is an Anglo-Indian invention. Created by servants for the English Raj who demanded a soup course from a cuisine that had never produced one. You can make this soup a day ahead and you can add chicken pieces in the soup as well. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F489658.jpg,6,404.1,83,4.7,43.8,13.9,5.7,22.0,0.07,0.0050999999999999995,0.0958,0.9492999999999999,0.029,"1 tablespoon ghee (clarified butter), or vegetable oil #1 onion, chopped #4 cloves garlic, minced #2 teaspoons grated fresh ginger #2 green chile peppers, chopped #¼ teaspoon ground cinnamon #¼ teaspoon ground cloves #2 teaspoons ground coriander seed #1 ½ teaspoons ground cumin #1 teaspoon ground turmeric #4 pods cardamom, bruised #1 tablespoon chopped fresh curry #1 carrot, chopped #1 apple - peeled, cored, and chopped #1 large potato, peeled and diced #1 cup Masoor dhal (red lentils), rinsed, drained #8 cups chicken broth #1 tablespoon tamarind concentrate #1 tablespoon lemon juice #2 cups coconut milk #2 tablespoons chopped fresh cilantro ",18.3,0.0055
46,Italian White Bean and Pancetta Soup,13146,"This soup is similar to a minestrone, but contains no tomatoes. Garnish with freshly grated cheese. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2129419.jpg,8,571.5,34,4.6,79.6,14.4,2.8,17.7,0.2164,0.0091,0.1565,1.3829,0.7847000000000001,"6 ounces pancetta bacon, finely diced #¼ cup olive oil #1 cup red onion, chopped #1 cup chopped celery #1 tablespoon chopped fresh sage #1 teaspoon salt #1 teaspoon ground black pepper #6 cups chicken stock #4 (19 ounce) cans cannellini beans, drained and rinsed #2 cups seashell pasta #1 teaspoon salt #2 tablespoons finely chopped fresh parsley ",4.4,0.0143
47,Matzoh Ball Soup,13147,"This is one of my favorite soup recipes. I always double the recipe for the matzoh balls, since everyone enjoys them so well. You may wish to cook the matzo balls in slightly salted water, allow them to cool for several minutes in the water after they're cooked, then transfer them to the soup. Some people say that the matzoh balls make the broth a tad cloudy. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F970243.jpg,8,583.2,19,4.0,10.2,1.7,2.9,39.3,0.060399999999999995,0.0029,0.058,0.6341,0.5118,"4 pounds whole chicken #2 onions, cut into 1-inch cubes #3 carrots, sliced #2 stalks celery, thickly sliced #1 cup chopped fresh dill weed # salt to taste #2 tablespoons vegetable oil #2 tablespoons chicken cracklings (grebenes), finely minced #2 eggs, beaten #½ cup matzo meal #1 teaspoon salt #¼ cup vegetable broth ",10.5,0.217
48,German Lentil Soup,13148,"This is a really good lentil soup recipe I created based on the favorite German Lentil Soup which has been served for years at Karl Ratzsch's in Milwaukee. Serves a small crowd, tastes great the next day, and freezes well. Garnish with croutons. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F535085.jpg,8,220.5,90,4.1,34.2,16.0,3.2,2.3,0.0531,0.0040999999999999995,0.0692,0.6439,0.6077,"2 cups dried brown lentils, rinsed and drained #3 cups chicken stock #1 bay leaf #1 cup chopped carrots #1 cup chopped celery #1 cup chopped onion #1 cup cooked, cubed ham #1 teaspoon Worcestershire sauce #½ teaspoon garlic powder #¼ teaspoon freshly grated nutmeg #5 drops hot pepper sauce #¼ teaspoon caraway seed #½ teaspoon celery salt #1 tablespoon chopped fresh parsley #½ teaspoon ground black pepper ",0.7,0.0099
49,Cream of Asparagus Soup I,13149,One of my favorite soups. I make it as soon as fresh asparagus is available. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9319315.jpg,6,211.1,365,4.7,18.3,3.2,4.2,12.5,0.07759999999999999,0.0026,0.0294,0.5202,2.0187,"¼ cup margarine #1 onion, chopped #3 stalks celery, chopped #3 tablespoons all-purpose flour #4 cups water #1 (10.5 ounce) can condensed chicken broth #4 tablespoons chicken bouillon powder #1 potato, peeled and diced #1 pound fresh asparagus, trimmed and coarsely chopped #¾ cup half-and-half #1 tablespoon soy sauce #¼ teaspoon ground black pepper #¼ teaspoon ground white pepper ",3.9,0.0141
50,Avocado Shrimp Bisque,13150,"Simply delicious and easy to make. You may also use canned shrimp, drained, if fresh shrimp is not available. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2553566.jpg,12,123.7,53,3.9,6.3,3.4,2.3,8.5,0.0674,0.0007,0.0192,0.3559,0.0985,3 avocados #1 (14.5 ounce) can chicken broth #2 cups milk #1 teaspoon lemon juice #2 teaspoons minced onion #½ pound cooked fresh shrimp #⅛ teaspoon salt #⅛ teaspoon ground black pepper ,1.6,0.0415
51,Polish Dill Pickle Soup,13151,"Serve with your favorite hamburger. This soup tastes best chilled, the next day. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F569448.jpg,7,85.9,18,4.2,16.7,2.5,2.5,1.0,0.06420000000000001,0.0009,0.0275,0.3414,0.5599,1 pound beef neck bones #1 cup mixed vegetables #2 cups diced dill pickles #2 quarts water #2 cups diced potatoes #3 tablespoons all-purpose flour #1 cup milk # salt to taste ,0.5,0.0028
52,Chocolate Soup II,13152,"This is a great soup to make when the kids are at home, and there is snow on the ground outside. ",0,4,436.1,1,1.7,61.3,1.5,43.7,17.1,0.32280000000000003,0.0017,0.0466,0.4702,0.3599,⅝ cup white sugar #5 tablespoons all-purpose flour #2 tablespoons cocoa powder #4 cups milk #½ teaspoon vanilla extract # salt to taste #3 slices white bread #¼ cup margarine ,5.4,0.0195
53,Flat Dumplings,13153,"Quick and easy, great for chicken and dumplings. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9119.jpg,8,127.9,42,4.2,24.4,0.9,0.3,1.1,0.029,0.0018,0.0086,0.0714,0.2576,"2 cups all-purpose flour #½ teaspoon baking powder #½ teaspoon salt #¾ cup chicken broth #1 egg, lightly beaten #1 tablespoon dried parsley #2 tablespoons minced onion ",0.3,0.0233
54,Carrot Soup Indienne II,13154,"I developed this soup after visiting Fiji and it has been a big hit with the East Indians. I did not use any dill weed in the original recipe; however, this version substitutes dried dill weed for curry. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2612887.jpg,16,75.8,4,4.3,13.6,2.0,3.9,1.4,0.0644,0.0006,0.0209,0.3679,0.2702,"8 cups water #6 large carrots, chopped #3 potatoes, peeled and cubed #3 stalks celery, chopped, with leaves #1 onion, chopped #¼ cup soy sauce #¼ teaspoon ground cumin #¼ teaspoon ground cayenne pepper #¼ teaspoon chili powder #¼ teaspoon garlic powder #3 tablespoons chopped fresh dill weed #2 ½ cups whole milk #6 tablespoons dry potato flakes ",0.7,0.0038
55,Hot 'n' Sour Soup,13155,Easy to make and to be enjoyed anytime. Serve in soup bowls over cooked white or brown rice. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F639425.jpg,8,44.1,21,3.3,4.2,1.1,2.4,2.1,0.013,0.0005,0.0072,0.1173,1.174,"8 cups chicken broth #5 slices fresh ginger root #1 teaspoon whole black peppercorns #6 fresh green onions, chopped #1 red bell pepper, diced #1 cup fresh sliced mushrooms #½ cup bamboo shoots #½ cup rice vinegar #2 teaspoons chili powder #2 teaspoons sesame oil ",0.2,0.0060999999999999995
56,Reuben Soup,13156,"Unique and delicious soup, with sauerkraut, corned beef, and Swiss cheese. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4496768.jpg,8,464.6,76,4.6,24.3,1.7,2.6,30.5,0.44789999999999996,0.0023,0.030899999999999997,0.21730000000000002,1.1268,"½ cup chopped onion #¼ cup chopped celery #3 tablespoons butter #¼ cup all-purpose flour #3 cups water #4 cubes beef bouillon #8 ounces shredded corned beef #1 cup sauerkraut, drained #3 cups half-and-half cream #3 cups shredded Swiss cheese #8 slices rye bread, toasted and cut into triangles ",18.4,0.107
57,Cincinnati Chili I,13157,"An unusual chili, with cinnamon, cloves, and even chocolate! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F12%2F21%2F13157-cincinnati-chili-i-MFS_134-2000.jpg,8,427.4,372,4.3,7.0,2.8,2.9,35.0,0.0676,0.0038,0.0442,0.5927,0.6591,1 tablespoon vegetable oil #½ cup chopped onion #2 pounds ground beef #¼ cup chili powder #1 teaspoon ground cinnamon #1 teaspoon ground cumin #¼ teaspoon ground allspice #¼ teaspoon ground cloves #1 bay leaf #½ (1 ounce) square unsweetened chocolate #2 (10.5 ounce) cans beef broth #1 (15 ounce) can tomato sauce #2 tablespoons cider vinegar #¼ teaspoon ground cayenne pepper #¼ cup shredded Cheddar cheese ,14.0,0.1002
58,Creamy She-Crab Soup,13158,"Mmm--Creamy she-crab soup, garnished with a dollop of freshly whipped cream. Decadent! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F657040.jpg,5,238,2,3.0,13.5,0.1,9.3,11.7,0.2672,0.0005,0.0492,0.5346000000000001,0.8467,"1 tablespoon butter #1 teaspoon all-purpose flour #1 quart milk #½ tablespoon grated onion #⅛ teaspoon ground mace #⅛ teaspoon ground black pepper #½ teaspoon Worcestershire sauce #1 teaspoon salt #3 tablespoons crab roe #2 cups fresh crabmeat #6 tablespoons dry sherry #½ cup heavy whipping cream, whipped #1 tablespoon chopped fresh parsley ",6.9,0.1014
59,"Pumpkin, Sweet Potato, and Leek Soup",13159,A comforting cold-weather soup puree. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F515505.jpg,8,252.3,55,4.3,26.0,2.9,5.8,16.5,0.0978,0.0024,0.044,0.9048999999999999,0.0451,"3 tablespoons olive oil #2 leeks, chopped #1 small white onion, chopped #1 stalk celery, chopped #1 small carrot, chopped #2 sweet potatoes, peeled and diced #1 medium sugar pumpkin, seeded and cubed #2 tablespoons chopped garlic #1 quart chicken stock #1 cup heavy whipping cream #1 bay leaf #1 tablespoon chopped fresh sage #1 pinch ground cloves #1 pinch ground nutmeg #1 pinch ground cinnamon # salt to taste # ground black pepper to taste ",7.7,0.040799999999999996
60,Pumpkin and Sausage Soup,13160,This is a different type of spicy soup for the fall season or your next Thanksgiving dinner. Works with pumpkin OR sweet potatoes. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1749091.jpg,7,359.2,130,4.6,31.5,3.4,24.9,20.0,0.06459999999999999,0.0022,0.0339,0.38039999999999996,1.7357,"½ pound andouille sausage, diced #¼ cup butter #1 ¼ cups chopped onion #1 teaspoon dried thyme #1 ½ pounds pumpkin puree #¼ cup praline liqueur #7 cups chicken stock #½ cup packed brown sugar #⅜ cup heavy cream ",9.5,0.0533
61,Tom Ka Gai (Coconut Chicken Soup),13161,The quintessential Thai soup. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9200626.jpg,6,432.7,226,4.3,5.5,1.7,0.6,41.1,0.040100000000000004,0.005,0.09309999999999999,0.4651,0.7868999999999999,"¾ pound boneless, skinless chicken meat #3 tablespoons vegetable oil #2 (14 ounce) cans coconut milk #2 cups water #2 tablespoons minced fresh ginger root #4 tablespoons fish sauce #¼ cup fresh lime juice #¼ teaspoon cayenne pepper #½ teaspoon ground turmeric #2 tablespoons thinly sliced green onion #1 tablespoon chopped fresh cilantro ",27.4,0.038
62,Albondigas Soup II,13162,Spicy meat ball soup. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F374619.jpg,6,295,91,4.6,18.4,4.8,8.5,17.2,0.1036,0.0037,0.046299999999999994,0.7202999999999999,0.6102000000000001,"1 pound lean ground beef #2 cubes beef bouillon cube #4 cups water #2 cloves garlic, minced #1 onion, minced #1 slice bread, crumbled #1 egg #2 tablespoons water #1 teaspoon chili powder #½ teaspoon dried oregano #½ teaspoon ground cumin #1 teaspoon cumin seed #3 carrots, sliced #1 green bell pepper, chopped #2 stalks celery, chopped #1 (14.5 ounce) can stewed tomatoes #½ medium head cabbage #½ teaspoon crushed red pepper flakes # salt and pepper to taste ",6.7,0.0878
63,Classic Minestrone,13163,"This famous Italian soup has been much imitated around the world with very different results. The homemade version is a delicious revelation and is also extremely healthy, as it has pasta, beans and fresh vegetables. Try to make the minestrone a day early and refrigerate as this improves the flavors. Serve with grated Parmesan cheese and chopped fresh parsley. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F448549.jpg,4,320,183,4.5,44.5,10.1,7.8,12.0,0.15280000000000002,0.005,0.0987,1.2055,0.4709,"3 tablespoons olive oil #1 leek, sliced #2 carrots, chopped #1 zucchini, thinly sliced #4 ounces green beans, cut into 1 inch pieces #2 stalks celery, thinly sliced #1 ½ quarts vegetable stock #1 pound chopped tomatoes #1 tablespoon chopped fresh thyme #1 (15 ounce) can cannellini beans, with liquid #¼ cup elbow macaroni # salt and ground black pepper to taste ",1.7,0.0
64,Grison Beef Stew,13164,"Here's a taste of Switzerland. This robust beef stew, from the mountainous Grison region, is perfect to keep out winter chills and to satisfy even the hungriest skier. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F896617.jpg,6,371.7,7,4.5,14.9,5.5,7.9,23.1,0.0983,0.0026,0.0444,0.6296,0.3936,"1 ½ pounds beef brisket #1 large head cabbage #1 tablespoon margarine #8 ounces bacon, cooked and cubed #½ cup sliced onion #3 bay leaves # salt and pepper to taste #1 pinch ground nutmeg #1 cup red wine #1 cup beef stock ",8.3,0.060399999999999995
65,Pumpkin and Split Pea Soup,13165,"This is a very zesty, but not overly spicy, nourishing soup. It's best served warm! Garnish with freshly ground nutmeg. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1052742.jpg,6,295.5,7,4.3,30.5,8.3,7.7,13.8,0.054,0.0025,0.0518,0.7457999999999999,0.4641,"1 pound yellow split peas #1 onion, diced #4 onions, thinly sliced #4 tablespoons margarine #6 cups chicken stock #1 pound peeled, seeded and diced sugar pumpkin #1 pound salt beef, fat removed and diced #1 green chile pepper, chopped #3 dashes aromatic bitters ",3.4,0.0324
66,Curry Beef Soup,13166,This enticing soup recipe originated in South Africa with the curry spice influence of the north. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2926075.jpg,6,343.2,17,4.1,20.5,3.4,5.1,19.8,0.0512,0.0033,0.0416,0.7633,0.9392,"2 tablespoons butter #2 onions, chopped #1 pound cubed beef stew meat #6 cups beef stock #2 tablespoons curry powder #2 bay leaves #2 potatoes, sliced #2 tablespoons distilled white vinegar #2 teaspoons salt ",8.7,0.0608
67,Skyline Chili I,13167,This hearty chili is sure to warm up appetites. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F556027.jpg,6,573.5,91,4.5,16.1,5.4,7.9,40.6,0.07379999999999999,0.0063,0.07640000000000001,1.2577,1.6798,2 ½ pounds lean ground beef #1 (15 ounce) can tomato sauce #1 ⅓ (6 ounce) cans tomato paste #5 tablespoons chili powder #2 teaspoons ground cinnamon #1 teaspoon ground allspice #1 ¼ teaspoons salt #1 tablespoon distilled white vinegar #1 teaspoon ground black pepper #¼ teaspoon garlic powder #1 teaspoon onion salt #2 teaspoons steak sauce #1 quart water ,16.0,0.1419
68,Skyline Chili II,13168,"Super spicy chili con carne! Serve over spaghetti or some other type of pasta, topped with shredded Colby cheese and additional chopped onions if desired. This comes out almost black in color and is VERY HOT! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F719610.jpg,4,826.5,10,4.5,26.8,8.7,8.5,58.1,0.32080000000000003,0.009699999999999999,0.1057,1.4532,1.3460999999999999,"2 pounds lean ground beef #2 onions, minced #35 black peppercorns #6 bay leaves, crushed #4 whole dried red chile peppers, seeded and diced #¼ teaspoon crushed red pepper flakes #2 cloves garlic #1 (6 ounce) can tomato paste #3 cups water #4 tablespoons chili powder #1 teaspoon ground cayenne pepper #2 ½ tablespoons distilled white vinegar #1 ½ teaspoons ground cinnamon #1 ½ teaspoons ground allspice #1 teaspoon Worcestershire sauce #1 teaspoon salt #1 cup shredded Colby cheese ",25.0,0.1971
69,Potato Salad Soup,13169,The flavors of summer in a hearty winter soup! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1928715.jpg,6,279.9,4,3.6,29.8,3.4,5.5,14.0,0.12830000000000003,0.002,0.0444,0.6917000000000001,0.358,"5 tablespoons unsalted butter #1 onion, chopped #½ cup chopped celery #¼ cup chopped carrots #2 cloves garlic, minced #2 tablespoons chopped fresh parsley #4 tablespoons all-purpose flour #1 ½ cups chicken stock #1 ½ cups milk #3 potatoes, cut into 1/4-inch slices #2 teaspoons Worcestershire sauce #1 ½ teaspoons mustard powder #1 pinch ground allspice #¾ teaspoon celery salt #½ teaspoon dried thyme #½ teaspoon seasoning salt #2 tablespoons white wine #¼ teaspoon poultry seasoning #3 hard-cooked eggs, chopped ",7.7,0.1363
70,Ukrainian Borscht,13170,"This soup is a must for those who enjoy a beet/vegetable soup. It takes about 1 hour to prepare and cook but it is well worth the time. I have found that cooking the various ingredients separately enhances the flavor of the borscht and it does not get mushy. However, you may also cook all ingredients together in the order as listed if you are pressed for time. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1060289.jpg,20,103.9,9,4.4,20.1,3.7,5.4,0.6,0.046799999999999994,0.0018,0.0376,0.5317999999999999,0.4904,"6 cups water #1 cup white kidney beans #4 medium beets, peeled and shredded #6 cups water #4 large carrots, shredded #3 cups water #3 potatoes, peeled and diced #2 cups water #2 stalks celery, chopped #2 onions, chopped #1 green bell pepper, chopped #1 red bell pepper, chopped #4 cloves garlic, minced #4 cups water #2 tablespoons chicken bouillon powder #4 cups chicken broth #½ cup dry potato flakes #1 teaspoon ground black pepper #2 tablespoons soy sauce #4 tablespoons chopped fresh dill weed #3 tablespoons white sugar #3 tablespoons distilled white vinegar ",0.2,0.0004
71,Jade Garden Soup,13171,"This is a very savory cold soup! Garnish with dill weed, sour cream and paprika. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F386951.jpg,7,102.9,12,4.4,13.9,1.9,2.8,4.7,0.0499,0.0017,0.0214,0.2425,0.6299,"2 tablespoons olive oil #1 onion, chopped #1 carrot, sliced #2 stalks celery, sliced #6 cups chicken stock #⅓ cup uncooked white rice #1 ⅓ cups fresh spinach, washed and chopped #1 ⅓ cups butter lettuce - rinsed, and torn into small pieces #1 ⅓ cups chopped fresh parsley # salt to taste # ground black pepper to taste #1 pinch cayenne pepper ",0.8,0.0006
72,Avgolemono,13172,"This is the most popular of Greek soups. The name means 'egg and lemon', the two most important ingredients that produce this light and nourishing soup. Orzo is a Greek rice-shaped pasta, but you can use any small shape. Garnish with fresh lemon slices. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9270151.jpg,4,150,82,4.2,21.8,2.1,1.3,4.2,0.041,0.0017,0.0212,0.1255,0.0546,"1 ¾ quarts chicken broth #½ cup uncooked orzo pasta #3 eggs #1 lemon, juiced #1 tablespoon cold water # salt and pepper to taste ",1.3,0.1395
73,Zucchini Soup with Herbs,13173,A fragrant zucchini soup that makes a very satisfying light meal. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5058090.jpg,8,170.8,20,3.8,24.7,4.2,5.6,6.5,0.0906,0.0016,0.0557,0.9016000000000001,0.192,"10 cups zucchini chunks #4 tablespoons margarine #2 large potatoes, peeled and chopped #1 onion, chopped #1 cup chicken broth #1 tablespoon chopped fresh tarragon #1 tablespoon dried savory #1 tablespoon fresh basil #1 tablespoon chopped fresh parsley #1 cup milk ",1.5,0.0024
74,Potato and Onion Soup,13174,This is a very savory and tasty soup! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1029691.jpg,7,243,26,4.3,16.8,1.7,2.4,19.3,0.0471,0.0008,0.0257,0.3025,1.1693,"¼ cup margarine #1 onion, thinly sliced #2 leeks #2 red potatoes, peeled and sliced #2 quarts water #1 tablespoon salt #¼ cup margarine #½ cup heavy whipping cream #3 tablespoons chopped fresh chives ",6.2,0.0233
75,Manhattan Clam Chowder,13175,This is a very zesty and flavorful soup! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F262737.jpg,8,82.3,21,4.8,15.8,2.1,3.4,0.2,0.0371,0.0039,0.0178,0.4044,0.2025,"1 pint shucked clams #1 cup tomato and clam juice cocktail #2 potatoes, cleaned and chopped #1 cup chopped green bell pepper #¼ cup chopped green onions #¼ teaspoon ground black pepper #1 (14.5 ounce) can Italian-style diced tomatoes ",0.0,0.0050999999999999995
76,French Onion Soup II,13176,This is a very rich and tasty soup! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F488861.jpg,6,219.3,73,4.3,22.2,1.9,4.1,11.0,0.133,0.0014,0.0222,0.2328,0.6293,"1 pound onions, sliced #3 tablespoons vegetable oil #2 (14 ounce) cans beef broth #1 teaspoon Worcestershire sauce #1 pinch ground black pepper #6 slices French bread, toasted #⅔ cup shredded Swiss cheese ",3.3,0.011
77,Lobster Bisque II,13177,"This is a very mild and yet savory bisque, it is very good served on a cold winter night!! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4517513.jpg,4,307,11,3.1,17.9,0.6,4.8,19.4,0.2353,0.0009,0.036,0.43139999999999995,0.30410000000000004,"3 green onions, chopped #2 tablespoons vegetable oil #¼ cup all-purpose flour #1 ½ cups milk #1 cup cooked and cubed lobster meat #1 ½ cups half-and-half cream #¼ cup dry sherry #1 pinch ground white pepper # salt to taste ",8.6,0.067
78,Creamy String Bean Soup,13178,"This is an old German recipe that can be enhanced by adding Mettwurst or your favorite cooked and diced German sausage to the soup just before serving, that way the soup won't get greasy tasting. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1041459.jpg,6,220.7,7,4.1,32.6,4.7,3.1,8.2,0.0787,0.0017,0.0394,0.6846,0.228,"1 (15 ounce) can cut green beans #4 potatoes, diced #2 tablespoons distilled white vinegar #1 clove garlic #1 cup sour cream # salt and pepper to taste #2 tablespoons all-purpose flour #¼ cup water #1 yellow onion, chopped ",5.1,0.0169
