,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients,dietary fiber
45,Figs Oozing with Goat Cheese,14546,"Fresh figs stuffed with succulent goat cheese, wrapped in grape leaves, roasted on the grill, and drizzled with honey. For an extra oomph of flavor, skewer the figs on rosemary fronds. One bite and you'll feel as if you've reached nirvana! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F56330.jpg,4,272,36,4.6,55.5,51.5,5.7,3.7,0.013800000000000002,0.1128,0.0011,0.024,0.284,0.3211,"8 fresh figs #½ cup goat cheese, softened #8 grape leaves, drained and rinsed #½ cup honey # skewers ",3.0
46,Rich S'mores,14547,"Take the classic s'more to a new level! Homemade oatmeal cookies, rich chocolate and marshmallows. The campground classic will never be the same. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F658402.jpg,4,357.6,11,4.9,53.1,31.6,14.8,6.2,0.0064,0.06670000000000001,0.0016,0.0298,0.156,0.1715,8 large oatmeal cookies #4 ounces milk chocolate #8 large marshmallows # skewers ,2.0
47,Saucy Cajun Chicken Breasts,14548,"Quick, bottled barbecue sauce, salad dressing and chicken breasts. What could possibly be easier?! The sauce is tangy, spicy and barely sweet. Note: Do NOT overcook the chicken! The closer to barely done it is, while still cooked through, the juicier and more tender it will be. It seems 99% of all restaurants grossly over cook their chicken breasts! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F660908.jpg,2,849.7,17,4.0,103.6,75.4,35.5,5.6,0.0684,0.0514,0.0021000000000000003,0.0668,0.8815,4.84,"2 skinless, boneless chicken breasts #1 cup Italian-style salad dressing #1 (18 ounce) bottle barbecue sauce ",1.5
48,Bellyful of Barbecued Bananas,14549,Throw some of those bananas on the barbi! A scrumptious dessert that will make your tastebuds jump for joy! Try pouring a drop of your favorite liquor over the bananas and ice cream just before serving. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F833087.jpg,4,449,70,4.4,97.3,81.9,7.7,4.6,0.029,0.1421,0.0008,0.0466,0.6341,0.0695,4 bananas #1 tablespoon lemon juice #1 cup brown sugar #1 teaspoon ground cinnamon #2 cups vanilla ice cream ,3.9
49,Yum Yum Veggie Foils,14550,A delicious and pretty veggie dish to serve at any barbecue. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F690377.jpg,7,191.8,10,4.1,27.4,5.9,6.3,3.2,0.013099999999999999,0.0264,0.0008,0.0127,0.43089999999999995,0.0384,"3 white onions, sliced to 1/4 inch thickness #9 frozen small corn cobs #½ pound snow peas #3 tablespoons butter # seasoning salt to taste #2 cubes ice ",4.2
50,Butterfly Honey Pork Fillets,14551,Great new way to prepare butterflied pork chops! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F185983.jpg,4,193.4,52,4.0,12.8,9.5,5.1,1.7,0.0594,0.062299999999999994,0.0025,0.031100000000000003,0.6564,0.3971,4 pork chops #4 teaspoons honey #½ cup Worcestershire sauce # ground black pepper to taste ,0.0
51,Lemon and Thyme Lamb Chops,14553,Drag that grill out of storage for spring grilling! Make extra marinade to use on grilled vegetables. Serve with a mint sauce and warmed flatbread. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1023585.jpg,12,205.2,44,4.1,0.5,0.1,17.6,4.9,0.0424,0.0092,0.001,0.0121,0.1442,0.0343,½ cup olive oil #¼ cup lemon juice #1 tablespoon chopped fresh thyme # salt and pepper to taste #12 lamb chops ,0.0
52,Sirloin Steak with Garlic Butter,14554,"I have never tasted any other steak that came even close to the ones made with this recipe. If you are having steak, don't skimp on flavor to save a few calories. The butter makes this steak melt in your mouth wonderful. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9414975.jpg,8,453,693,4.2,1.0,0.2,32.2,15.5,0.1514,0.0215,0.004200000000000001,0.04,0.5089,0.1668,"½ cup butter #2 teaspoons garlic powder #4 cloves garlic, minced #4 pounds beef top sirloin steaks # salt and pepper to taste ",0.1
53,Smoky Grilled Vegetables,14555,"While you can get some smoked flavor by adding wet wood chips to the hot coals, you can get much more flavor using an electric smoker. Serve these veggies as a side to your steak, or assemble into a wonderful roasted veggie sandwich. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F430484.jpg,4,306.6,4,4.8,38.8,22.9,14.5,2.3,0.0,0.0767,0.0027,0.1056,1.1661,2.7795,"1 eggplant, sliced into 1/2 inch rounds #2 red bell peppers, halved and seeded #2 yellow bell peppers, halved and seeded #2 zucchini, sliced #2 large onions, peeled and sliced into 1/2-inch thick roun #4 tablespoons vegetable oil #1 cup teriyaki sauce ",9.1
54,Dry Rub for Ribs,14556,A dry rub for ribs that's super flavorful and simple to make. Works great on a slab of pork ribs as well as on chicken. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8598334.jpg,8,27.3,484,4.4,6.7,5.2,0.2,0.0,0.0,0.0128,0.0007,0.0054,0.056,1.3106,3 tablespoons brown sugar #1 ½ tablespoons paprika #1 ½ tablespoons salt #1 ½ tablespoons ground black pepper #1 teaspoon garlic powder ,0.8
55,Rice Vinegar Basting Sauce,14557,"This basting sauce is excellent brushed on grilled chicken or pork. This recipe makes 1 cup, but it's nice to double the recipe so you have extra to pass around for added flavor. This recipe is high in sugar, so just brush on the last few minutes of cooking so that the meat won't burn ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F365154.jpg,8,87.4,33,4.8,22.2,20.5,0.0,0.0,0.0,0.0038,0.0001,0.0037,0.0436,0.3093,"¾ cup white sugar #½ cup rice vinegar #¼ cup ketchup #2 tablespoons soy sauce #1 tablespoon grated fresh ginger #1 tablespoon cornstarch #2 cloves garlic, minced ",0.1
56,Barbequed Marinated Flank Steak,14558,"My butcher Harry at the Eastmoreland Grocery gave me this recipe about 30 years ago. It's easy to make, uses ordinary ingredients, and is delicious barbequed or oven broiled. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6637562.jpg,6,388.3,374,4.5,9.7,8.9,27.8,6.3,0.0465,0.0337,0.002,0.030199999999999998,0.4077,0.6631,¼ cup soy sauce #3 tablespoons honey #2 tablespoons distilled white vinegar #½ teaspoon ground ginger #½ teaspoon garlic powder #½ cup vegetable oil #1 ½ pounds flank steak ,0.1
57,Greek Burgers,14559,"My mother never really cooked ground meat, but I have given these burgers the flavor of her Greek cooking. I like a lot of pepper on mine, coating each side liberally, but the kids prefer these burgers with just a very little finely ground pepper. Serve with a garlic mayonnaise. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1087883.jpg,8,478.6,18,4.3,26.2,0.5,30.4,8.8,0.08109999999999999,0.0945,0.0032,0.0322,0.3963,0.5586,"½ cup mayonnaise #1 teaspoon minced garlic #2 pounds ground lamb #¼ cup breadcrumbs #1 cup trimmed, diced fennel bulb #3 tablespoons shallots, minced #1 teaspoon dried oregano #½ teaspoon salt # ground black pepper to taste #1 tablespoon olive oil #8 hamburger buns ",1.8
58,Thai Burgers,14560,"I love Thai food, and I adore barbecue. While experimenting one day, I came up with these beauties. They might not be 'authentic' but they sure hit the spot. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F883342.jpg,6,437.6,18,4.3,12.5,2.1,31.0,11.5,0.0993,0.0437,0.0034,0.045399999999999996,0.4997,0.15990000000000001,"1 ¾ pounds lean ground beef #½ cup bread crumbs #2 tablespoons lemon grass, minced #2 tablespoons chopped fresh basil #2 tablespoons minced shallots #2 red chili peppers, seeded and minced #¼ cup chopped peanuts # salt and pepper to taste #2 limes ",1.8
59,Blue Cheese Surprise,14561,"Instead of a slice of cheese on top, I like to stuff these burgers with blue cheese. I serve these on a bun with blue cheese dressing, lettuce, and tomato. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F853841.jpg,6,510.9,8,4.8,0.7,0.1,40.1,17.3,0.1403,0.10959999999999999,0.0033,0.0358,0.5099,0.3545,"2 ¼ pounds lean ground beef #1 teaspoon dried tarragon #¼ cup chopped parsley # salt and pepper to taste #¾ cup blue cheese, crumbled ",0.1
60,London Broil II,14562,The marinade is so flavorful you'll skip the steak sauce. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2950758.jpg,8,395.9,831,4.6,1.2,0.5,20.6,8.0,0.09309999999999999,0.06570000000000001,0.0037,0.0535,0.7741,0.7725,"1 clove garlic, minced #1 teaspoon salt #3 tablespoons soy sauce #1 tablespoon ketchup #1 tablespoon vegetable oil #½ teaspoon ground black pepper #½ teaspoon dried oregano #4 pounds flank steak ",0.1
61,World's Best Ribs,14563,"These hickory smoked, baby back ribs are the best! We have found that a charcoal kettle grill works better than a gas grill. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2290060.jpg,4,1121.7,3,3.6,25.2,17.5,74.3,27.3,0.3405,0.1591,0.0043,0.0829,1.228,1.0955,"2 (2 pound) slabs pork baby back ribs #1 onion, chopped #1 cup barbecue sauce ",0.8
62,Grilled Onions,14564,"If you like onions, you'll love this grilled treat! When I barbeque, I like to try and make the whole meal on the grill. This dish can be prepared as an appetizer or a side dish. Enjoy! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1116672.jpg,8,136.5,135,4.6,7.6,3.2,11.7,7.3,0.0308,0.0252,0.0002,0.0091,0.12190000000000001,0.6607000000000001,4 large onions #½ cup butter #4 cubes chicken bouillon ,1.3
63,Naan,14565,"This homemade naan recipe makes soft, chewy naan with a buttery taste. It is the best I have tasted outside of an Indian restaurant. Simply delicious eaten warm brushed with melted butter or served with your favorite curry. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9207407.jpg,14,51.7,1910,4.7,4.1,3.8,3.7,2.2,0.0223,0.0085,0.0002,0.0016,0.022600000000000002,0.36269999999999997,"1 (.25 ounce) package active dry yeast #1 cup warm water #¼ cup white sugar #3 tablespoons milk #1 large egg, beaten #2 teaspoons salt #4 ½ cups bread flour #2 teaspoons minced garlic (Optional)#¼ cup butter, melted ",0.1
64,Barbequed Beef Steak with Orange Marinade,14566,Sun kissed beef! Choose large oranges that are heavy for their size; these are the juiciest. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9235929.jpg,4,535,4,4.2,10.6,7.9,34.2,13.6,0.152,0.052399999999999995,0.0055,0.057,0.876,0.1206,"2 pounds top sirloin, 2 inches thick #2 cloves garlic, minced #1 tablespoon minced fresh ginger root #2 oranges, juiced ",2.1
65,China Lake Barbequed Steak,14567,I made this for my family when I was a Navy wife with three children with healthy appetites. This recipe will make the most inexpensive cuts very tender. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F180466.jpg,6,198.6,75,4.6,4.1,0.5,13.9,3.1,0.0253,0.0245,0.0015,0.022699999999999998,0.2419,1.2295999999999998,"½ cup soy sauce #1 lemon, juiced #¼ cup vegetable oil #½ tablespoon garlic powder #1 ½ pounds flank steak ",1.1
66,Easy Barbeque Beef Tenderloin Steak,14568,"This is a simple treatment for tender cuts. No long marinating, no complicated basting sauce - just the steak and a little garlic. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F654186.jpg,2,771.1,12,4.6,1.0,0.0,55.6,20.1,0.2073,0.0252,0.0077,0.0634,0.899,0.39080000000000004,2 (2 inch thick) steaks beef tenderloin #1 tablespoon olive oil #2 cloves crushed garlic #1 teaspoon meat tenderizer ,0.1
67,Mesquite Grilled Pork Chops with Apple Salsa,14569,The Southwestern version of 'pork chops and applesauce.' They'll want the recipe! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F875015.jpg,4,384.3,15,3.9,17.8,13.0,26.7,9.2,0.0792,0.0493,0.0014,0.0268,0.4578,0.6447,"1 (16 ounce) jar applesauce #1 onions, quartered #1 jalapeno pepper, seeded and minced #1 clove garlic, minced #½ teaspoon salt #1 tablespoon ground white pepper #4 pork chops #1 ½ teaspoons garlic powder # salt and pepper to taste #1 cup mesquite chips, soaked ",2.5
68,Cornish Game Hens Ricardo,14570,"There is no question in my mind, marinating for at least 24 hours makes a barbeque! I don't cook chicken until it's bone dry! Marinating makes the flavor. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F220970.jpg,4,302.7,14,4.4,4.0,0.8,20.8,4.4,0.0755,0.0434,0.0018,0.0258,0.2895,0.0495,"2 Cornish game hens, halved #1 cup chopped parsley #3 tablespoons olive oil #5 cloves garlic, chopped # salt and pepper to taste #2 tablespoons chopped fresh rosemary #1 cup white wine ",0.7
69,Sweet Onion Burgers,14571,A juicy burger chock-full of succulent sweet onions. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F618313.jpg,4,314.6,25,4.5,3.5,1.6,23.5,9.4,0.0851,0.0177,0.0021000000000000003,0.0242,0.351,0.0798,"1 large sweet onion, chopped #1 pound lean ground beef # salt and pepper to taste ",0.6
70,Feta Cheese Turkey Burgers,14572,Ground turkey makes a great burger. It makes an even better one with feta cheese and kalamata olives. Serve these tasty treats with sun-ripened tomatoes and Greek-style pita. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4545933.jpg,4,317.7,402,4.6,3.6,1.6,21.9,8.7,0.123,0.2174,0.0021000000000000003,0.030699999999999998,0.3,0.8002999999999999,"1 pound ground turkey #1 cup crumbled feta cheese #½ cup kalamata olives, pitted and sliced #2 teaspoons dried oregano # ground black pepper to taste ",0.5
71,Sweet Balsamic Marinade,14573,This slightly sweet marinade is perfect for chicken and other poultry. If you boil any leftover marinade for a few minutes it makes a great sauce! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F176635.jpg,1,1123.6,48,4.3,40.8,37.3,108.4,14.9,0.0,0.0734,0.0022,0.005,0.2184,0.0525,¾ cup balsamic vinegar #½ cup olive oil #2 teaspoons brown sugar #¼ cup finely minced sweet onion # cracked black pepper ,0.7
72,Red Wine Marinade,14574,This marinade is perfect for all sorts of beef steaks. It's especially good when making kabobs. This recipe makes enough to marinate 2 pounds of meat. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F388104.jpg,1,404.6,12,3.2,9.1,1.9,27.3,3.8,0.0,0.0637,0.0023,0.031,0.31060000000000004,0.0083,¾ cup red wine #2 tablespoons olive oil #2 tablespoons lemon juice #2 teaspoons dried oregano ,1.4
73,Cumin Corn Burgers,14575,"Cumin is one of my favorite spices. This recipe utilizes ground and whole cumin seeds. Serve these burgers in pita bread with shredded Co-Jack cheese, fresh cilantro, and diced tomatoes. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2808199.jpg,4,396.8,10,3.4,8.7,1.3,31.3,12.4,0.0965,0.039200000000000006,0.0043,0.0439,0.41910000000000003,0.0882,"1 pound ground beef #3 teaspoons ground cumin #3 teaspoons cumin seeds #1 cup whole corn kernels, cooked # salt and pepper to taste ",1.4
74,Skewered Cantaloupe,14576,"Don't turn your nose up at this dish. Melon grills beautifully, and the minty sauce takes it to the next level. For a great dessert, serve it with big scoops of vanilla ice cream. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1024667.jpg,4,300.4,28,3.7,51.6,49.7,11.9,7.4,0.0305,0.028399999999999998,0.0007,0.0256,0.5726,0.116,"1 cantaloupe - peeled, seeded, and cubed #¼ cup butter #½ cup honey #⅓ cup chopped fresh mint leaves # skewers ",1.8
75,Grilled Zucchini I,14577,"Zounds! It's zucchini! Grilled zucchini! Simple, healthy, and yummy. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3412.jpg,2,229.5,32,3.8,5.4,2.8,23.3,14.6,0.0611,0.031,0.0006,0.028,0.4299,0.1797,1 large zucchini #4 tablespoons butter # salt and pepper to taste ,1.8
76,Simple BBQ Sauce,14578,"This sauce can be made quickly with ingredients found in a well stocked cupboard, and is mighty tasty. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1082912.jpg,24,38.6,27,4.3,9.9,9.1,0.1,0.0,0.0,0.0089,0.0002,0.004200000000000001,0.0844,0.2779,½ (1 ounce) package dry onion soup mix #½ cup packed brown sugar #2 cups ketchup #1 teaspoon Worcestershire sauce ,0.1
77,Marinated Mushroom and Eggplant with Peanut Sauce,14579,"This is an elegant, yummy, not terribly difficult dish that will astound your guests. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6109086.jpg,4,807.3,8,3.6,38.0,12.7,68.3,14.4,0.0,0.0837,0.0038,0.1661,1.2865,1.833,"2 medium eggplants #8 ounces crimini mushrooms, sliced #1 teaspoon ground cumin #1 teaspoon ground coriander seed #1 tablespoon fresh ginger root #2 cloves crushed garlic #4 tablespoons soy sauce #8 tablespoons sunflower seed oil #2 tablespoons lemon juice #½ teaspoon cumin seeds #½ teaspoon coriander seeds #3 cloves garlic #2 tablespoons chopped onion #1 tablespoon lemon juice #1 teaspoon salt #¼ teaspoon chili powder #½ cup coconut milk #1 cup crunchy peanut butter #1 cup water ",16.8
78,Basil Shrimp,14580,"This was given to me by my friend, Elaine. It is one of the most delicious shrimp recipes for the BBQ I have ever had, and it is so easy. My son would eat the whole recipe if I didn't watch him. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F971778.jpg,9,205.7,757,4.6,2.4,0.3,10.2,4.1,0.2439,0.0564,0.0038,0.0429,0.24080000000000001,0.4264,"2 ½ tablespoons olive oil #¼ cup butter, melted #1 ½ lemons, juiced #3 tablespoons Dijon mustard (such as Grey Poupon Country Mustard™) #½ cup minced fresh basil leaves #3 cloves garlic, minced # salt to taste # white pepper #3 pounds fresh shrimp, peeled and deveined # skewers ",0.4
79,Marinated Veggies,14581,A healthy way to grill veggies! Makes a great sandwich too! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1295017.jpg,8,159.3,140,4.5,7.9,2.3,13.9,1.9,0.0,0.013699999999999999,0.0009,0.0213,0.35660000000000003,0.9094,"½ cup thickly sliced zucchini #½ cup sliced red bell pepper #½ cup sliced yellow bell pepper #½ cup sliced yellow squash #½ cup sliced red onion #16 large fresh button mushrooms #16 cherry tomatoes #½ cup olive oil #½ cup soy sauce #½ cup lemon juice #½ clove garlic, crushed ",1.6
80,Chicken and Turkey Marinade,14582,"A 24 hour marinade, guaranteed to please every time. Chicken or turkey is always moist, and tender. Use half of a recipe for a chicken, or the full recipe for a turkey of up to 25 pounds. Everyone will clamor for this recipe!!! Use the drippings from the pan to make gravy as usual. It is not necessary to strain drippings first. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F144983.jpg,5,424.6,65,4.6,6.2,0.8,44.3,6.0,0.0,0.0851,0.002,0.0375,0.2784,1.5905,"1 cup olive oil #½ cup soy sauce #4 lemons, juiced #¼ cup prepared yellow mustard #¼ cup minced fresh chives #½ cup minced fresh sage #½ cup minced fresh oregano #½ cup chopped fresh parsley #¼ cup minced fresh thyme #2 teaspoons minced garlic, or to taste #1 tablespoon paprika #3 tablespoons salt-free herb seasoning blend ",1.7
81,Scalloped Potatoes for the BBQ,14583,"A simple and quick way to enjoy the family favorite without using the oven. Note: If you wish, you can make 4 individual foil packets, but be careful - these will cook much more quickly! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1006451.jpg,4,270.9,59,4.5,38.4,3.8,11.9,7.4,0.0305,0.0434,0.0018,0.0533,1.0471,0.09659999999999999,"4 red potatoes, thinly sliced #1 large onion, chopped #4 cloves garlic, chopped #¼ cup chopped fresh basil #¼ cup butter, cubed # salt and pepper to taste ",4.4
82,Veggie Pita Pizza,14584,Pita Pizza is a quick snack or meal that can be customized to your liking! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7093775.jpg,1,405.2,138,4.8,39.9,2.8,18.0,8.1,0.0442,0.3493,0.0023,0.027100000000000003,0.1158,1.1559000000000001,1 pita bread round #1 teaspoon olive oil #3 tablespoons pizza sauce #½ cup shredded mozzarella cheese #¼ cup sliced crimini mushrooms #⅛ teaspoon garlic salt ,2.6
83,Grilled Shrimp and Chicken Pasta,14585,"A wonderful creamy pasta in a delicious wine sauce, loaded with grilled shrimp and chicken. This recipe is similar to that of a famous steakhouse which shall remain anonymous! Don't be a 'chicken' - try it! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1307473.jpg,4,936.6,40,4.2,88.5,6.2,39.2,20.6,0.257,0.1936,0.0057,0.10579999999999999,0.6393,0.307,"¼ teaspoon poultry seasoning #¼ teaspoon cayenne pepper, or to taste #⅛ teaspoon ground white pepper #⅛ teaspoon onion powder #1 tablespoon garlic powder #2 tablespoons butter #1 cup heavy cream #½ cup milk #1 pound linguine pasta #1 tablespoon olive oil #½ cup white wine #4 skinless, boneless chicken breasts #8 ounces shrimp #3 tablespoons grated Romano cheese ",4.1
84,Ground Beef Slumgullion,14586,"This is a super easy, fast casserole - kids love it! My mother and grandmother always made this casserole. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F640719.jpg,4,650.5,76,3.9,64.7,8.7,29.3,11.3,0.1366,0.0964,0.005900000000000001,0.0709,0.7032,0.8184,1 pound lean ground beef #1 (11 ounce) can whole kernel corn #1 (10.75 ounce) can condensed tomato soup #1 (8 ounce) package wide egg noodles #¼ cup grated Parmesan cheese ,3.6
85,Ground Beef Mexican Style,14587,"Spicy ground beef casserole - it is sort of an enchilada in a bowl without the tortillas! To vary the amount of spiciness, add mild, medium, or hot salsa. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F137850.jpg,4,732.3,148,4.2,52.1,6.0,43.7,19.7,0.171,0.22790000000000002,0.0056,0.0851,0.9232,0.5918,"1 pound ground beef #1 cup salsa #½ cup water #1 green bell pepper, chopped #1 bunch green onions, chopped #1 (8 ounce) package wide egg noodles #½ cup sour cream #½ cup shredded Cheddar cheese #1 tomato, chopped ",5.2
86,Meatloaf With A Bite,14588,Tired of boring meatloaf? Try this salsa-loaf variation. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1046574.jpg,6,349.4,202,4.5,12.6,2.2,25.0,10.2,0.1032,0.1172,0.0025,0.0282,0.403,0.6656,1 pound ground beef #1 ½ cups medium salsa #¼ cup grated Parmesan cheese #¼ cup shredded Monterey Jack cheese #1 egg #1 cup crushed saltine crackers ,1.4
87,Puerto Rican Meat Patties,14589,"These little parcels are made with seasoned ground meat sealed in egg roll wrappers; they are then deep fried. Serve with salsa and guacamole if desired, but plain they are a dream. This recipe was handed down from my grandfather to my mom, from her to me, and now I'm passing it on to you. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2681619.jpg,8,522.2,61,4.4,36.7,2.1,34.7,6.3,0.0395,0.047700000000000006,0.0034,0.0289,0.3525,0.5051,"3 tablespoons olive oil #1 pound ground beef #1 ½ cups chopped fresh cilantro #1 onion, chopped #4 cloves garlic, minced #1 green bell pepper, chopped #1 (8 ounce) can tomato sauce #1 (16 ounce) package egg roll wrappers #2 quarts vegetable oil for frying ",2.2
88,Chicken Fried Steak I,14590,Breaded and deep fried beef cutlets are known as chicken fried steak because of the similarity in cooking method to fried chicken. This is a family recipe that we have used for years. Vegetable oil may be used in place of shortening for frying. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1214322.jpg,4,616.6,134,4.1,44.4,14.6,25.9,9.8,0.13419999999999999,0.393,0.004200000000000001,0.071,0.9226,0.2496,"1 pound boneless beef top loin #2 cups shortening #1 egg, beaten #1 cup buttermilk # salt and pepper to taste #¼ teaspoon garlic powder #1 cup all-purpose flour #¼ cup all-purpose flour #1 quart milk # salt and pepper to taste ",1.1
89,The Best Marinade Around,14591,"This recipe makes enough marinade for one steak, but can be multiplied for the amount you are grilling. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F800834.jpg,1,571.3,133,4.5,22.3,2.2,54.4,7.5,0.0,0.09620000000000001,0.0036,0.0688,0.44689999999999996,7.2202,"½ cup soy sauce #¼ cup olive oil #1 lemon, juiced #1 clove garlic, crushed ",6.2
90,Italian Style Meatloaf I,14592,"Made with mozzarella cheese and Italian seasoning, this is a different twist on everyday meatloaf! Enjoy! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F188f639c42fc01d8e8baeaac04595c80%2F6722028.jpg,6,538.5,528,4.5,15.6,5.2,38.9,16.6,0.18059999999999998,0.1991,0.0038,0.0361,0.385,0.9412999999999999,"1 ½ pounds ground beef #2 eggs, beaten #¾ cup dry bread crumbs #¼ cup ketchup #1 teaspoon Italian-style seasoning #1 teaspoon dried oregano #1 teaspoon dried basil #1 teaspoon garlic salt #1 (14.5 ounce) can diced tomatoes, drained #1 ½ cups shredded mozzarella cheese ",1.4
