,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients,dietary fiber
42,Cinnamon Coffee Cake,21549,Sweet cinnamon bread with powdered sugar topping. You may also add raisins to this recipe if you wish. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5812565.jpg,12,323.7,34,3.6,50.4,32.0,12.3,7.6,0.046799999999999994,0.0636,0.0013,0.009800000000000001,0.0846,0.24780000000000002,"1 cup brown sugar #1 cup white sugar #2 ¼ cups all-purpose flour #¾ cup butter, melted #1 teaspoon vanilla extract #1 teaspoon baking soda #1 teaspoon baking powder #2 teaspoons ground cinnamon #½ teaspoon ground ginger #1 egg #1 cup buttermilk #¼ cup confectioners' sugar ",0.8
43,French Quarter Bread Pudding,21550,Very yummy addition to any brunch buffet. This is an old family heirloom from my French auntie. Serve with a lemon or bourbon sauce. Enjoy! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6446326.jpg,8,505.3,48,4.5,63.6,28.8,23.6,11.3,0.1145,0.12229999999999999,0.0026,0.0349,0.2414,0.4203,"1 (1 pound) loaf French bread #½ cup chopped pecans #½ cup unsalted butter, melted #3 eggs #1 cup half-and-half cream #1 ¼ cups milk #½ teaspoon ground cinnamon #½ teaspoon ground nutmeg #1 cup white sugar #1 teaspoon vanilla extract #¼ cup golden raisins ",2.2
44,Quick Quiche,21551,"When you don't have the time to make a pastry crust, try this quick lunch idea. You may add any other goodies you like, such as ham, chicken, crab, shrimp or broccoli. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Fc1963c351b788327069703df02ca31aa%2F1652505323IMG_20220316_134539_HDR~2.jpg,6,290.6,1163,4.6,12.9,3.7,18.8,9.3,0.1698,0.24430000000000002,0.0013,0.025,0.2429,0.8042999999999999,"8 slices bacon #4 ounces shredded Swiss cheese #2 tablespoons butter, melted #4 eggs, beaten #¼ cup finely chopped onion #1 teaspoon salt #½ cup all-purpose flour #1 ½ cups milk ",0.4
45,Sausage Brunch Casserole,21553,This is a great breakfast casserole my grandmother and mother always make! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8098811.jpg,12,389.3,248,4.7,9.3,2.4,31.8,11.8,0.1139,0.18419999999999997,0.0013,0.0143,0.1768,0.6714,"1 ½ pounds ground pork sausage #1 (8 ounce) package refrigerated crescent roll dough #2 cups mozzarella cheese #4 eggs, beaten #¾ cup milk # salt and pepper to taste ",0.0
46,Sausage Egg Casserole,21554,"Assemble the ingredients the night before, and bake this casserole in the morning. Stand back and wait for the compliments. I've made it with fat free cottage cheese, egg substitute, and reduced fat sausage; the taste is still wonderful! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F2622eb1187770c006a903cb4d4e564de%2F7387646.jpg,12,408.3,479,4.6,12.4,1.7,28.7,14.9,0.22390000000000002,0.3623,0.0023,0.0289,0.315,1.0955,"¾ pound ground pork sausage #1 tablespoon butter #4 green onions, chopped #½ pound fresh mushrooms, sliced #10 eggs, beaten #1 (16 ounce) container low-fat cottage cheese #1 pound Monterey Jack cheese, shredded #2 (4 ounce) cans diced green chile peppers, drained #1 cup all-purpose flour #1 teaspoon baking powder #½ teaspoon salt #⅓ cup butter, melted ",1.0
47,Salmon with Dill,21555,"This is a simple recipe for salmon fillet or salmon steak. With just a hint of seasoning, you can bring out the delicious taste of the salmon. Serve with tartar sauce and lemon. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7572511.jpg,4,261.7,533,4.7,0.7,0.2,18.1,6.1,0.08220000000000001,0.0229,0.0006,0.0342,0.42910000000000004,0.2541,1 pound salmon fillets or steaks #¼ teaspoon salt #½ teaspoon ground black pepper #1 teaspoon onion powder #1 teaspoon dried dill weed #2 tablespoons butter ,0.1
48,Sugar Glazed Salmon,21556,"This is an elegant barbecued salmon, glazed to perfection. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F975455.jpg,4,447.1,33,4.1,28.4,25.0,23.2,4.2,0.0892,0.0378,0.001,0.046700000000000005,0.616,0.543,2 tablespoons olive oil #1 teaspoon water #½ cup red wine vinegar #2 cloves crushed garlic #1 teaspoon garlic salt #½ teaspoon freshly ground black pepper #2 teaspoons dried basil #½ cup white sugar #1 ⅓ pounds salmon fillet ,0.4
49,Shrimp Linguine with Tomatoes,21557,"I created this dish after trying a similar dish (made with crab) at a restaurant. It's wonderful! If you like, you can garnish with additional chopped tomato and chopped green onion. If you have the time, toasting the pine nuts will enhance the flavor. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F104451.jpg,6,458.6,98,4.4,42.0,1.3,18.8,6.6,0.1764,0.208,0.0048,0.1415,0.4609,0.4279,"1 (12 ounce) package linguine pasta #¼ pound bacon #2 tablespoons olive oil #3 cloves garlic, minced #2 tablespoons chopped fresh oregano #2 tablespoons chopped fresh basil #3 roma (plum) tomatoes, seeded and chopped #½ cup chopped green onions #1 cup half-and-half cream #¼ cup freshly grated Parmesan cheese #¼ cup shredded Monterey Jack cheese #1 pound cooked shrimp #¼ cup toasted pine nuts (Optional)",5.5
50,Spinach and Red Chard Quiche,21558,An excellent tofu quiche. You would never know it did not have eggs. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F395147.jpg,5,441.7,35,4.4,28.7,3.1,27.7,8.5,0.0209,0.7603,0.0058,0.1352,0.8617,0.8157000000000001,"1 (9 inch) unbaked 9 inch pie crust #½ pound spinach, rinsed and chopped #½ pound red Swiss chard, rinsed and chopped #1 tablespoon vegetable oil #1 onion, diced #3 cloves garlic, minced #¼ teaspoon curry powder #1 teaspoon dried parsley #½ teaspoon salt #½ teaspoon ground black pepper #8 small oyster mushrooms, chopped #2 teaspoons capers #1 (12 ounce) package firm tofu, cubed #¼ cup skim milk #¼ teaspoon ground nutmeg #1 pinch ground cinnamon #1 pinch ground cardamom #½ cup grated Parmesan cheese #½ cup shredded Cheddar cheese ",6.4
51,Cranberry Sauce for Acorn Squash,21559,"This recipe has been passed around the family for years. A pretty cranberry sauce replaces plain brown sugar as a topping for acorn squash. The squash may be cooked more quickly in the microwave by cooking it on high 5 minutes, cutting it in half, removing the seeds and cooking another 5 minutes, or until tender. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2Fe928fa007a6ef6bda2cdbc4b9a9e0d20%2F1741022.jpg,4,328.5,6,3.4,79.9,51.7,0.4,0.1,0.0,0.10690000000000001,0.0022,0.08990000000000001,0.9925,0.0157,"2 acorn squash, halved and seeded #½ cup brown sugar #½ cup white sugar #¾ cup water #1 (12 ounce) package cranberries #½ cup port wine ",7.6
52,"Skillet Ham, Cabbage and Potatoes",21560,"Old fashioned one skillet meal with spiced potatoes, cabbage and ham; tasty and satisfying. Serve with green beans. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1115337.jpg,4,452.9,344,4.6,62.0,8.0,16.2,4.7,0.0318,0.1028,0.0015,0.09079999999999999,1.4848,0.8711,"2 tablespoons margarine #1 onion, chopped #1 small head cabbage, coarsely chopped #¼ cup water #3 large potatoes, scrubbed and sliced #1 dash seasoning salt #1 dash paprika #2 cups cubed cooked ham ",7.9
53,Shrimp Fried Rice II,21561,"The real shrimp fried rice, restaurant style. This is how I used to cook fried rice when my father still owned a restaurant. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F121cbac46c1a6e8b992ec7aa72c4c997%2F16512791655355EE70-AAD8-412D-A1C2-4A4C3972D4AE.jpeg,4,483.4,385,4.4,60.3,2.3,17.5,3.2,0.1866,0.0723,0.0056,0.0525,0.3122,1.6376,"1 ½ cups uncooked white rice #3 cups water #4 tablespoons vegetable oil #1 cup fresh bean sprouts #½ cup chopped onion #1 ½ cups cooked medium shrimp, peeled and deveined without tail #¼ cup chopped green onion #2 eggs, beaten #1 teaspoon salt #¼ teaspoon ground black pepper #4 tablespoons soy sauce #¼ teaspoon sesame oil ",1.9
54,Pan Fried Catfish Filets,21562,Lightly fried and very flavorful. Sure to please all. Serve with lemon wedges and homemade tartar sauce. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F395699.jpg,4,489.5,54,3.9,32.7,3.9,29.3,5.5,0.0575,0.0932,0.0025,0.0494,0.5407000000000001,0.0882,"1 cup cornmeal #2 teaspoons ground cayenne pepper #2 teaspoons paprika #1 teaspoon onion powder #⅓ cup extra virgin olive oil #4 (4 ounce) fillets catfish #1 cup milk #4 cloves garlic, minced ",2.1
55,Barbeque Ham,21563,This easy to prepare ham and flavorful barbeque sauce from scratch. Tasty and filling. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F333991.jpg,4,363.3,25,4.2,19.8,17.5,21.7,7.6,0.0636,0.0365,0.0015,0.0324,0.5438,2.0135,"2 tablespoons chopped onions #½ cup ketchup #¼ cup water #¼ cup vinegar #¼ cup prepared mustard #3 tablespoons brown sugar #1 tablespoon Worcestershire sauce #1 pound cooked ham, thinly sliced and chopped ",0.7
56,Turkey a la Oscar,21564,This is a great recipe with plenty of flavor. Definitely company-worthy. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1502629.jpg,6,230.4,21,4.4,6.4,0.0,6.3,2.5,0.1186,0.06670000000000001,0.0028,0.0502,0.5838,0.36319999999999997,2 (10 ounce) packages frozen cut asparagus #¼ cup water #1 tablespoon margarine #6 (4 ounce) turkey breast cutlets #¼ teaspoon crushed garlic #¼ pound cooked shrimp - peeled and deveined #1 (1.25 ounce) envelope hollandaise sauce mix ,1.9
57,Bacon Wrapped Mushrooms,21565,Mushrooms are an excellent vehicle for beloved bacon in these easy to make appetizers. Use toothpicks to hold the bacon in place while baking. I usually have to make a double batch of this party favorite to satisfy our guests. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7674152.jpg,12,275.4,28,4.5,1.6,0.6,26.4,8.8,0.039700000000000006,0.0046,0.0005,0.0104,0.24059999999999998,0.4878,25 slices bacon #25 mushrooms ,0.4
58,Vegan Baked Oatmeal Patties,21566,Vegan oatmeal patties. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F65811.jpg,18,140.6,22,3.7,15.0,1.3,7.7,1.1,0.0001,0.0178,0.0011,0.0317,0.1539,0.030600000000000002,"4 cups water #4 cups quick cooking oats #½ onion, chopped #⅓ cup vegetable oil #½ cup spaghetti sauce #½ cup chopped pecans #¼ cup nutritional yeast #2 teaspoons garlic powder #1 teaspoon dried basil #2 teaspoons onion powder #1 teaspoon ground coriander #1 teaspoon sage #1 teaspoon active dry yeast ",3.0
59,Pudding with Cornflakes,21567,Brown sugar and molasses flavor this baked pudding flecked with cornflakes. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7938936.jpg,8,311.7,3,3.7,53.3,37.1,8.7,4.8,0.0679,0.2204,0.005900000000000001,0.068,0.5508,0.2194,"4 ½ cups whole milk #4 ½ cups cornflakes cereal #⅔ cup brown sugar #½ cup dark molasses #2 eggs, beaten #2 tablespoons butter ",0.4
60,Strifto,21568,A delicious dessert sort of like a jelly roll but without the jelly. Use your favorite chopped nuts. Easy to make and a favorite around the holidays. Serve with warmed maple syrup. ,0,10,326.1,5,3.9,24.5,15.9,25.6,7.4,0.024399999999999998,0.024300000000000002,0.001,0.0289,0.1033,0.1205,"2 cups finely chopped pecans #¾ cup white sugar #2 teaspoons ground cinnamon #½ teaspoon ground nutmeg #½ cup butter, melted #6 sheets phyllo dough ",2.6
61,Bagel Dip,21569,Everyone loves this mild dip. Chopped dried beef adds flavor and texture. Serve with plain bagels cut into bite size pieces. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1158821.jpg,40,111.4,50,4.7,1.3,0.3,11.2,2.8,0.011699999999999999,0.018699999999999998,0.0003,0.0031,0.0368,0.2266,"1 (16 ounce) container sour cream #2 cups mayonnaise #2 tablespoons monosodium glutamate (MSG) #2 tablespoons dried dill weed #2 tablespoons dried parsley #1 onion, chopped #2 (2 ounce) packages dried beef, chopped ",0.1
62,Quick Clam Sauce,21571,Makes a tasty sauce that's great over spaghetti or linguine. Be sure to have a big hunk of Italian bread ready to soak up every last drop! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F845448.jpg,4,361,10,3.7,21.8,0.0,19.3,2.6,0.061799999999999994,0.1691,0.0291,0.0637,1.2629000000000001,0.4017,"5 tablespoons olive oil #2 cloves garlic, minced #4 tablespoons chopped fresh parsley #2 (6.5 ounce) cans minced clams, with juice #2 (16 ounce) cans crushed tomatoes # salt and pepper to taste ",4.4
63,Greek Feta And Olive Spread,21572,"Feta cheese, sun-dried tomatoes and black olives come together as one in this full-flavored Greek dip. Serve it on toasted triangles of pita bread. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F397477.jpg,12,70.2,70,4.7,3.3,2.3,5.4,2.4,0.0125,0.076,0.0006,0.012,0.1708,0.2602,"1 (6 ounce) package feta cheese, crumbled #2 tablespoons olive oil #1 teaspoon lemon juice #½ teaspoon minced garlic #2 ounces sun-dried tomatoes, softened #½ teaspoon dried oregano #1 tablespoon chopped black olives, drained ",0.6
64,Cuban Beans and Rice,21574,"I originally got this from a Cuban friend, but made some changes to it. I have had it many times, the leftovers are very good wrapped in a tortilla, too. Very filling dish. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9409445.jpg,6,257.6,140,4.3,49.3,8.9,3.2,0.4,0.0016,0.054700000000000006,0.0026,0.0206,0.22319999999999998,0.7504,"1 tablespoon olive oil #1 cup chopped onion #1 green bell pepper, chopped #2 cloves garlic, minced #1 teaspoon salt #4 tablespoons tomato paste #1 (15.25 ounce) can kidney beans, drained with liquid reserved #1 cup uncooked white rice ",4.9
65,Easter Leftovers Casserole,21575,"This recipe combines leftover ham and mashed potatoes with cheese, garlic, and vegetables to make a delicious casserole the whole family will love. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F5e00a295f901d507466d218c1eb4453f%2F6591282.jpg,6,612.1,51,4.3,64.6,6.6,30.6,15.5,0.10809999999999999,0.1925,0.0022,0.0871,1.3219,1.1387,"12 potatoes, cubed #½ cup milk #2 cups cooked ham, cubed #1 clove garlic, minced #1 (10.75 ounce) can condensed cream of mushroom soup #6 tablespoons butter, divided #1 egg #1 teaspoon dried parsley #1 cup Cheddar cheese, shredded ",4.2
66,Eggnog Cake,21576,"An eggnog flavored pound cake, wonderful for holiday gatherings. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F943279.jpg,10,281.1,18,3.6,40.5,21.1,11.4,4.9,0.0509,0.0886,0.0015,0.009699999999999999,0.0717,0.388,2 cups all-purpose flour #1 tablespoon baking powder #1 teaspoon salt #1 teaspoon ground nutmeg #¼ teaspoon ground ginger #1 cup white sugar #¼ cup butter #¼ cup shortening #2 eggs #1 teaspoon rum flavored extract #¾ cup milk ,0.7
67,Sauced Fish,21577,Fresh cod baked in a mayonnaise and sour cream sauce. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5173451.jpg,4,320.4,55,3.7,2.7,0.6,25.1,8.5,0.0795,0.0444,0.0005,0.039700000000000006,0.5192,0.2166,2 tablespoons butter #⅓ cup mayonnaise #⅓ cup sour cream #¼ cup fresh lemon juice #1 pound cod fillets ,0.1
68,Lemon Lime Float,21578,Very cold and frosty drink served in a frozen glass. Use your favorite flavor of sherbet to mix with lemon-lime soda. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F588628.jpg,10,267,5,4.5,67.5,41.3,0.0,0.0,0.0,0.0038,0.0001,0.0019,0.0019,0.0209,2 liters lemon-lime flavored carbonated beverage #½ gallon raspberry sherbet ,3.2
69,Sea Bass Cuban Style,21579,Easy to prepare - sure to please. Great dish for guests when you have little time (or desire) to slave all day in the kitchen. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2012.jpg,4,444.1,231,4.7,17.4,8.4,19.4,5.9,0.0841,0.0861,0.002,0.1141,1.0625,0.9882000000000001,"2 tablespoons extra virgin olive oil #1 ½ cups thinly sliced white onions #2 tablespoons minced garlic #4 cups seeded, chopped plum tomatoes #1 ½ cups dry white wine #⅔ cup sliced stuffed green olives #¼ cup drained capers #⅛ teaspoon red pepper flakes #4 (6 ounce) fillets sea bass #2 tablespoons butter #¼ cup chopped fresh cilantro ",3.9
70,Aunt T's D.W.I. Rum Cake,21581,"An addictive made from scratch moist, spicy, dark rum bundt cake with an intoxicating rum glaze. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5085874.jpg,14,506.8,49,4.3,50.8,36.4,26.4,10.3,0.07540000000000001,0.0298,0.0013,0.0206,0.0895,0.2028,2 cups all-purpose flour #1 teaspoon baking soda #1 pinch salt #1 teaspoon ground allspice #1 teaspoon ground cinnamon #1 teaspoon ground nutmeg #1 ½ cups white sugar #½ cup vegetable oil #3 eggs #½ cup milk #¼ cup dark rum #¾ cup chopped black walnuts #1 cup butter #¼ cup water #1 cup white sugar #10 fluid ounces dark rum ,1.1
71,Easy Seafood Fettucini,21582,"A good, creamy sauce over fettuccini noodles. You can use shrimp, tuna, mock crab, or whatever. Tastes great, and isn't made with cream! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F399360.jpg,4,740.8,53,4.1,102.1,12.2,22.0,10.6,0.10809999999999999,0.22740000000000002,0.0053,0.1085,0.721,0.7981,"4 tablespoons butter #1 large onion, chopped #4 cloves garlic, minced #3 tablespoons all-purpose flour #2 cups milk #1 (10.75 ounce) can condensed cream of mushroom soup #4 ounces fresh shrimp, peeled and deveined #4 ounces crabmeat #8 bay scallops, raw #16 ounces dry fettuccini noodles ",4.7
72,Rice Pudding II,21583,There are many varieties of this. Great to make with leftover rice. Hope you like it! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7395132.jpg,15,240.2,27,3.7,49.5,35.6,2.8,1.3,0.054799999999999995,0.0923,0.001,0.016800000000000002,0.204,0.046799999999999994,1 cup water #1 cup uncooked white rice #2 cups white sugar #4 eggs #1 pinch salt #¼ cup all-purpose flour #1 cup raisins #1 teaspoon vanilla extract #4 cups milk ,0.6
73,Cheese Filled Triangles,21585,"The only tricky part of this recipe is working with phyllo, and once you get the hang of it, it's fun. Sometimes you get a bad batch of phyllo that rips and tears easily, so I always buy an extra just in case. I have frozen these before baking. Just add a few minutes to cooking time when you cook them in a frozen state. I have also doubled this recipe for large parties. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3243809.jpg,36,123.2,71,4.5,7.6,0.6,9.1,5.0,0.026600000000000002,0.0576,0.0006,0.0101,0.0522,0.2393,"3 tablespoons olive oil #1 onion, finely chopped #1 (10 ounce) package frozen chopped spinach - thawed, drained and squeezed dry #1 teaspoon salt #1 (4 ounce) package feta cheese, crumbled #½ cup cottage cheese #1 egg, beaten #1 (16 ounce) package phyllo dough #1 cup unsalted butter, melted ",0.5
74,Artichoke Dip II,21586,"A warm dip with Parmesan cheese, artichoke hearts and spicy green chile peppers. It's great when garnished with chopped green onions and tomatoes. Serve it with tortilla chips or pita slices. Omit the green chiles, if desired. Delicious cold, too! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F871790.jpg,32,81.3,34,4.4,1.2,0.2,8.1,1.7,0.0054,0.0354,0.0001,0.0017,0.011300000000000001,0.167,"2 (6.5 ounce) jars marinated artichoke hearts, drained and chopped #1 cup mayonnaise #1 cup grated Parmesan cheese #1 (4 ounce) can diced green chile peppers, drained ",0.0
75,Caramel Apple Dip,21587,Sinfully delicious! Sprinkle with nuts and use as a dip for your favorite apples! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1056808.jpg,8,227.1,320,4.8,29.8,26.6,11.4,6.7,0.0322,0.0619,0.0005,0.0064,0.09490000000000001,0.1364,"16 individually wrapped caramels, unwrapped #¼ cup water #1 (8 ounce) package cream cheese #½ cup brown sugar ",0.0
76,Polish Reuben Casserole,21588,"Easy and delicious casserole, using Polish sausage. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6375579.jpg,8,627.9,60,4.1,39.6,7.3,41.1,16.5,0.11220000000000001,0.3391,0.0047,0.07,0.6502,2.1761999999999997,"2 (10.75 ounce) cans condensed cream of mushroom soup #1 ⅓ cups milk #½ cup chopped onion #1 tablespoon prepared mustard #2 (16 ounce) cans sauerkraut, rinsed and squeezed dry #1 (8 ounce) package egg noodles #1 ½ pounds kielbasa (Polish) sausage, cut into 1/2 inch pieces #2 cups shredded Swiss cheese #¾ cup whole wheat bread crumbs #2 tablespoons butter, melted ",4.8
77,Candied Apples III,21589,The cinnamon-flavored coating on candied apples. Best with Granny Smith or Red Delicious. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F500648.jpg,12,188.6,23,4.2,48.1,33.0,0.2,0.0,0.0,0.0092,0.0003,0.0078,0.1492,0.0127,1 ⅔ cups cinnamon red hot candies #2 tablespoons water #12 apples ,3.3
78,Negroni Cocktail I,21590,"This will knock your socks off - I believe this drink is Italian and is generally sipped, while eating marinated olives. Be sure to use good quality gin! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F477083.jpg,1,194.2,4,4.4,21.5,1.6,0.0,0.0,0.0,0.011699999999999999,0.0001,0.0040999999999999995,0.0499,0.005900000000000001,"¾ fluid ounce campari #¾ fluid ounce gin #¾ fluid ounce sweet vermouth #2 fluid ounces carbonated water #1 wedge lemon, for garnish ",0.6
79,Romanov Piroshki,21591,This is a traditional Russian dish that can be filled with pretty much whatever you like. Delicious served with sour cream. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4520390.jpg,15,195.8,12,3.4,14.7,1.4,10.4,3.2,0.0399,0.0121,0.0016,0.0128,0.15480000000000002,0.2052,"2 tablespoons vegetable oil #3 onions, chopped #2 tablespoons vegetable oil #1 ½ pounds lean ground beef #1 teaspoon salt #⅛ teaspoon ground black pepper #2 cups all-purpose flour #⅛ teaspoon salt #1 egg, beaten #½ cup cold water, or as needed ",0.9
80,"Very, Very, Very Good Cheesecake",21592,"I first made this cheesecake for dinner guests about two years ago. I haven't stopped getting requests for it since. Though it's made with extremely rich ingredients, the cake turns out wonderfully light. I never liked cheesecake much before I tried this recipe - but boy, have I been reformed! It's quite easy to make too! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F12%2F17%2F21592-very-very-very-good-cheesecake-MFS_473-2000.jpg,12,664.5,93,4.6,29.2,25.4,58.1,35.9,0.2546,0.1014,0.0013,0.010199999999999999,0.15209999999999999,0.3743,"1 cup butter, room temperature #4 (8 ounce) packages cream cheese, softened #1 ½ cups white sugar #5 eggs, room temperature #2 cups heavy cream #1 ½ tablespoons cornstarch #1 teaspoon vanilla extract ",0.0
81,Berry Cobbler,21594,"Great dessert, and you can substitute blueberries, blackberries or cranberries. I use egg substitute. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9303043.jpg,8,284.9,115,4.1,53.8,27.6,5.8,3.2,0.0363,0.1023,0.0019,0.0158,0.1216,0.30610000000000004,"2 cups all-purpose flour #1 cup white sugar #2 ½ teaspoons baking powder #½ teaspoon salt #3 tablespoons butter, melted #⅔ cup milk #1 teaspoon vanilla extract #1 egg, beaten #2 cups raspberries ",2.9
82,Negroni Cocktail II,21595,"Something different. Gin, campari and sweet vermouth make a refreshing and sophisticated cocktail. ",0,1,256.2,8,3.9,27.0,2.3,0.0,0.0,0.0,0.004900000000000001,0.0001,0.0028,0.0429,0.005,1 fluid ounce gin #1 fluid ounce campari #1 fluid ounce sweet vermouth #1 twist lemon zest ,0.2
83,Balalaika,21596,"Vodka and cointreau (a type of orange brandy), with a tart shot of lemon juice, round out this easy Nordic cocktail. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F820942.jpg,1,123.7,3,4.7,10.2,6.3,0.1,0.0,0.0,0.0104,0.0001,0.0037,0.0598,0.0019,"1 fluid ounce vodka #½ fluid ounce cointreau #1 fluid ounce lemon juice #1 slice lemon, for garnish ",0.8
84,Apple Enchiladas,21597,This is a DELICIOUS apple dessert - serve it up right from the oven with vanilla ice cream - a sure hit with family and friends! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F51025.jpg,6,530.2,314,4.6,88.2,34.5,18.9,10.6,0.0407,0.046799999999999994,0.0021000000000000003,0.017,0.1397,0.392,1 (21 ounce) can apple pie filling #6 (8 inch) flour tortillas #1 teaspoon ground cinnamon #½ cup butter #½ cup white sugar #½ cup brown sugar #½ cup water ,2.8
85,Cantaloupe Berry Smoothie,21598,Cantaloupe and raspberries are blended with yogurt. This is great when cantaloupe is in season. Try it with strawberries in place of the raspberries! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F106893.jpg,2,188.2,27,4.2,41.4,36.1,1.5,0.7,0.0037,0.1382,0.0007,0.038,0.6056,0.065,"½ cantaloupe - peeled, seeded and cubed #½ cup plain yogurt #1 cup raspberries #3 tablespoons white sugar ",5.3
