,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,sugars,calcium,magnesium,potassium,sodium,ingredients,dietary fiber,fat,saturated fat,cholesterol,iron
44,Easy Cream Cheese Danish,24145,This recipe makes the best cream cheese Danish I have ever tasted. It is very simple to make. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1459905.jpg,10,497.6,480,4.5,50.9,31.5,0.0395,0.0031,0.0595,0.5821000000000001,"2 (10 ounce) cans refrigerated crescent roll dough #2 (8 ounce) packages cream cheese, diced #¾ cup white sugar #1 ½ teaspoons lemon juice #1 teaspoon vanilla extract #2 teaspoons sour cream #1 cup confectioners' sugar #1 tablespoon milk #1 tablespoon butter, softened ",0.0,29.0,13.7,0.052899999999999996,0.002
45,German Baby,24146,"Quick, easy and delicious. Serve with lemon wedges, warm maple syrup and jam. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9188215.jpg,2,555.9,191,4.7,48.0,12.2,0.16069999999999998,0.0299,0.2949,0.307,3 eggs #¾ cup milk #¾ cup all-purpose flour #¼ cup butter #2 tablespoons confectioners' sugar ,1.3,32.7,18.1,0.3473,0.0036
46,Drunken Eggs Toast,24147,Grilled sliced egg bread soaked in whipped free-range chicken eggs with Grande Marnier and fresh nutmeg and stuffed with fresh mascarpone cheese and Chambord Blueberry Preserves. Garnish with fresh strawberry. Serve with butter and warm syrup. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1931255.jpg,2,992.8,5,4.3,111.7,66.7,0.257,0.0391,0.39139999999999997,0.5572,4 eggs #2 tablespoons brandy-based orange liqueur (such as Grand Marnier®) #¼ teaspoon ground nutmeg #2 thick slices egg bread #3 tablespoons mascarpone cheese #3 tablespoons blueberry preserves #1 tablespoon confectioners' sugar #¼ cup clarified butter #½ cup real maple syrup ,3.4,50.3,25.6,0.5046,0.0066
47,Easy Broccoli Quiche,24148,This easy vegetarian quiche is a snap to make but looks great on the table. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9135867.jpg,6,388.3,1122,4.3,21.5,4.9,0.3348,0.0299,0.3085,0.8982,"1 (9 inch) unbaked pie crust #3 tablespoons butter, divided #1 onion, minced #1 teaspoon minced garlic #2 cups chopped fresh broccoli #1 ½ cups shredded mozzarella cheese #4 eggs, well beaten #1 ½ cups milk #1 teaspoon salt #½ teaspoon black pepper #1 tablespoon butter, melted ",2.2,26.8,12.0,0.1673,0.0018
48,French Breakfast Puffs,24149,"This was a favorite recipe of mine growing up. Now, I continue to make them for my husband and I. These muffins are easy to make, and quite tasty. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F02%2F24%2F24149-french-breakfast-puffs-mfs_064-1.jpg,12,231.1,204,4.5,29.5,17.3,0.0456,0.0056,0.0418,0.2142,"1 ½ cups all-purpose flour #1 ½ teaspoons baking powder #½ teaspoon salt #¼ teaspoon nutmeg #½ cup white sugar #⅓ cup shortening #1 egg #½ cup milk #½ cup white sugar #1 teaspoon ground cinnamon #6 tablespoons margarine, melted ",0.5,11.8,2.6,0.016300000000000002,0.0009
49,Most Excellent Breakfast Casserole,24150,We make this recipe every year for our Christmas open house. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2777171.jpg,9,751.1,54,3.9,25.7,8.1,0.3231,0.0443,0.5347999999999999,1.4457,"1 pound ground pork sausage #1 pound bacon #4 cups milk #8 eggs #12 slices white bread, crusts trimmed #2 tablespoons butter, softened #3 small onion, chopped #6 slices processed American cheese, shredded ",1.1,59.2,23.2,0.2672,0.0029
50,Breakfast Sausage Cake,24151,"This is a wonderful breakfast cake that includes sausage. It's wonderful spices fill the air as you bake it making your house smell as good as it tastes! It's an 'in a hurry, out the door' morning food that you don't even mind giving the kids. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Fe194c7e76cd439741041e0f34023eb25%2F1646693889SausageCake.jpg,12,545.9,9,4.1,76.6,43.0,0.0624,0.032799999999999996,0.2465,0.4064,"1 cup raisins #3 cups boiling water #1 pound ground pork sausage #1 ½ cups white sugar #1 ½ cups brown sugar #2 eggs, lightly beaten #3 cups all-purpose flour #1 teaspoon ground ginger #1 teaspoon baking powder #1 teaspoon pumpkin pie spice #1 teaspoon baking soda #1 cup cold coffee #1 cup chopped walnuts ",1.8,23.0,6.4,0.0567,0.0026
51,Banana Pancakes II,24152,These yummy pancakes are a snap to make. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F509060.jpg,6,192.3,76,3.9,40.7,11.3,0.1636,0.039200000000000006,0.2896,0.3125,"1 cup all-purpose flour #.666 cup whole wheat flour #¼ teaspoon salt #2 ½ teaspoons baking powder #2 tablespoons white sugar #1 ½ cups buttermilk #2 small ripe bananas, finely chopped ",3.1,1.1,0.4,0.0025,0.0018
52,Ham Salad Pitas,24153,These stuffed pita are a great use for leftovers! I combined a couple of different recipes to come up with this mixture. The almonds and grapes really compliment the ham. You may also use chicken or turkey if you wish. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1129295.jpg,4,459.9,15,3.9,42.6,5.1,0.3608,0.056299999999999996,0.3797,0.9566,"1 cup reduced fat sour cream #2 tablespoons lemon juice #1 teaspoon yellow mustard #1 cup cooked ham #1 cup mozzarella cheese #¼ cup blanched slivered almonds #½ cup seedless green grapes, halved #3 tablespoons diced green onion #4 pita breads, halved ",2.3,22.3,10.0,0.0606,0.0023
53,Marcia's Famous Sticky Buns,24154,"I don't know if this is what you're looking for, but if you want something easy for the morning, this is it. You have to start it the night before, but then all the work is done and it will seem like you went all out. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F33434.jpg,9,370.7,117,4.4,40.7,18.2,0.1178,0.0348,0.15969999999999998,0.36619999999999997,"1 cup chopped walnuts #1 (12 ounce) package frozen dinner roll dough #1 (5 ounce) package instant vanilla pudding mix #1 cup brown sugar #2 teaspoons ground cinnamon #½ cup margarine, melted ",1.9,21.4,3.2,0.0024,0.0019
54,Oven Omelet,24155,Hearty meat and potato omelet baked in the oven. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F595305.jpg,7,247.4,95,4.3,10.2,2.2,0.192,0.0181,0.4071,0.5337999999999999,8 eggs #1 cup milk #2 cups shredded hash brown potatoes #1 cup diced cooked ham #1 cup shredded Cheddar cheese #1 to taste salt and pepper to taste ,0.7,18.0,8.0,0.24309999999999998,0.0016
55,Potato Skillet,24156,My son loves this recipe even though he doesn't care much for breakfast food. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4519011.jpg,2,484.7,295,4.5,16.0,1.1,0.15769999999999998,0.0339,0.4174,0.8366,"4 slices bacon #2 peeled and diced potatoes #⅛ teaspoon garlic salt #⅛ teaspoon seasoning salt #⅛ teaspoon black pepper #3 eggs, beaten #¼ cup shredded Cheddar cheese ",2.6,37.4,13.7,0.3319,0.004
56,Brunch Scones,24157,I enjoy scones with morning tea or just an afternoon snack. Serve warm with clotted cream and strawberry jam. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2215350.jpg,8,238.5,137,4.7,36.8,14.9,0.1394,0.0125,0.1435,0.19119999999999998,"1 ¾ cups all-purpose flour #4 teaspoons baking powder #5 tablespoons unsalted butter #5 tablespoons white sugar #.666 cup whole milk #½ cup currants #1 egg yolk, beaten ",1.4,8.7,5.2,0.046700000000000005,0.0018
57,Cheddar Sandwich Souffle,24158,Turns out beautifully and I usually serve this with melon balls or wedges drizzled with honey! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2616671.jpg,6,205.2,8,2.8,13.0,0.2,0.15940000000000001,0.019399999999999997,0.082,0.48569999999999997,"3 egg yolks #½ teaspoon salt #½ teaspoon ground dry mustard # freshly ground black pepper to taste # ground cayenne pepper to taste #1 cup shredded Cheddar cheese #1 egg white #6 slices whole wheat bread #2 tablespoons butter, softened ",1.4,13.3,7.4,0.13240000000000002,0.0011
58,Sausage Sandwich with Sauteed Apple Slices,24159,"For a really hearty meal, I also serve scrambled eggs on the side! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F353734.jpg,2,472.6,9,4.3,53.4,34.5,0.052399999999999995,0.0314,0.3401,0.4747,"3 links pork sausage #2 tablespoons butter #1 large Granny Smith apples - peeled, cored and sliced #2 slices whole wheat bread #1 tablespoon butter, softened #¼ cup maple syrup ",3.9,26.3,13.3,0.0765,0.0017
59,Cheesy Pork Chop Casserole,24160,A great-tasting way to enjoy boneless pork chops. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4557768.jpg,4,559.5,171,4.1,27.6,4.4,0.528,0.0554,0.6485,1.5494,"4 potatoes, peeled and sliced #4 thick cut boneless pork chops #1 (10.75 ounce) can condensed Cheddar cheese soup #1 (10.5 ounce) can condensed French onion soup #1 (8 ounce) package shredded Monterey Jack cheese ",3.7,29.8,16.7,0.135,0.0039
60,Kielbasa,24161,It's not that hard to make your own kielbasa! The best part is that you get to see exactly what goes inside. Boil or grill them before serving. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F29218.jpg,12,134.8,8,3.7,1.5,1.1,0.0112,0.0104,0.15080000000000002,0.614,1 pound ground pork #8 ounces lean ground beef #2 teaspoons minced garlic #1 teaspoon freshly ground black pepper #1 tablespoon salt #1 tablespoon brown sugar #½ teaspoon ground allspice #1 teaspoon fresh marjoram #½ teaspoon liquid smoke flavoring #12 sausage casings ,0.1,9.5,3.6,0.038700000000000005,0.0007
61,Stuffed Zucchini,24162,This is good served with French bread and a salad. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9435052.jpg,4,878.4,556,4.5,58.2,24.2,0.3609,0.1107,1.3916,2.118,"3 zucchini #1 pound pork sausage #1 cup dry bread crumbs #1 clove garlic, minced #1 (32 ounce) jar spaghetti sauce #½ cup grated Parmesan cheese #½ cup shredded mozzarella cheese ",9.1,58.4,21.5,0.0995,0.0046
62,Pork Loin with Lima Beans,24163,"A succulent pork roast dinner complete with potatoes, lima beans and molasses gravy. ",0,8,669.9,2,4.4,18.8,6.9,0.106,0.1113,1.3091,0.5495,"7 pounds boneless pork loin roast #1 (15 ounce) can lima beans, undrained #1 (16 ounce) can canned boiling onions, undrained #3 (15 ounce) cans whole new potatoes, undrained #¼ cup molasses ",3.3,34.6,12.7,0.19290000000000002,0.0039
63,Portuguese Pork Alentejana,24164,An original Portuguese recipe with pork and clams. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3328172.jpg,6,314.8,13,4.5,11.9,2.5,0.053399999999999996,0.038,0.6144,1.2978,"1 ½ cups dry white wine #1 teaspoon paprika #2 ½ teaspoons salt #¼ teaspoon black pepper #2 cloves garlic, peeled and cut in half #1 bay leaf #2 pounds pork loin, cut into 1 inch cubes #3 teaspoons olive oil, divided #2 onions, peeled and thinly sliced #2 teaspoons finely chopped garlic #2 tomatoes - peeled, seeded and chopped #¼ teaspoon crushed red pepper flakes #24 small clams in shell, scrubbed #¼ cup chopped fresh parsley ",1.5,11.9,3.6,0.0737,0.0032
64,Basil Pesto Bread,24165,"At a recent party our friends went wild over this. A simple pesto is spread on Italian bread and layered with roma tomatoes and cheese. It takes a little time, but it is worth it. I freeze the basil in ice cube trays, then put the cubes in freezer bags. You can easily take out and thaw what you need. Enjoy! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F224829.jpg,16,194,65,4.6,15.7,0.8,0.16190000000000002,0.022699999999999998,0.10959999999999999,0.2727,"3 cups fresh basil leaves #½ cup olive oil #2 cloves garlic, peeled #¼ cup toasted pine nuts #¼ cup grated Parmesan cheese #1 (1 pound) loaf Italian bread #3 roma (plum) tomatoes, thinly sliced #1 (8 ounce) package mozzarella cheese, sliced ",1.1,11.5,3.0,0.0101,0.0014
65,Ultimate Spinach Dip,24166,"This is the ultimate spinach dip! It is made from fresh spinach leaves and spring onions. I'm always asked to bring this along to major family events and, of course, during the holidays. It may be served at once, but tastes best when chilled for an hour. Serve with slices of sourdough baguettes. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1032623.jpg,48,99.5,40,4.5,2.1,0.4,0.0175,0.0074,0.06620000000000001,0.109,"1 bunch fresh spinach, stems removed, torn into small pieces #1 bunch green onions #1 (8 ounce) can water chestnuts, drained and sliced #1 (8 ounce) container sour cream #2 ½ cups mayonnaise #1 (.4 ounce) packet dry vegetable soup mix #½ (1 ounce) package dry onion soup mix (Optional)",0.4,10.2,2.0,0.0066,0.0003
66,Pita Pizza,24167,"As an appetizer or light lunch, these mini pizzas are easy to make and use readily available ingredients. Blue cheese adds a unique flavor, and pita bread is the perfect crust. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F192511.jpg,12,158.3,48,4.5,19.5,1.2,0.16540000000000002,0.0173,0.165,0.5143,"6 pita breads #1 (6.5 ounce) can tomato sauce #1 (4 ounce) can sliced black olives, drained #1 ounce diced pimento peppers, drained #2 small tomatoes, thinly sliced #4 ounces shredded mozzarella cheese #4 ounces blue cheese, crumbled #1 pinch dried basil #1 pinch dried oregano #1 pinch crushed coriander seed ",1.5,5.7,2.9,0.013099999999999999,0.0011
67,New York System Hot Wiener Sauce I,24168,"This hearty, flavorful wiener sauce is like the kind you'll find in Rhode Island and Massachusetts. It may be frozen until ready for use. Use premium grilled wieners cooked in butter, steamed hot dog buns and the fancy mustard of your choice. Spread with mustard, the sauce, chopped onions and celery salt... in that order. If you have a delicate digestive system, use with caution. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1881630.jpg,12,380.9,51,4.5,6.6,5.4,0.0192,0.0249,0.3649,0.582,3 pounds ground beef #2 teaspoons chili powder #2 teaspoons dry mustard #½ teaspoon ground allspice #½ teaspoon ground nutmeg #½ teaspoon onion salt #½ teaspoon garlic salt #½ teaspoon celery salt #¼ teaspoon minced fresh ginger root #1 teaspoon ground cumin #½ teaspoon Worcestershire sauce #1 teaspoon soy sauce #10 ounces ketchup ,0.3,30.6,12.3,0.0965,0.0024
68,Pepperoni Dip II,24169,Cut plain bagels into bite-sized pieces and dip them into this simple hot dip. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F180510.jpg,24,90.1,77,4.6,1.1,0.2,0.0111,0.0031,0.045399999999999996,0.26589999999999997,"½ pound pepperoni sausage, diced #1 (10.75 ounce) can condensed cream of mushroom soup #1 (8 ounce) package cream cheese, softened ",0.0,8.2,3.6,0.0202,0.0004
69,Mexican Hot Dip,24170,Black olives take this otherwise straightforward hot dip to new heights of dipping delight! It's impossible to take just one bite. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F580402.jpg,72,62.6,10,4.4,1.8,0.2,0.0576,0.0075,0.056799999999999996,0.1386,"2 (8 ounce) packages cream cheese, softened #2 (15 ounce) cans chili #1 (6 ounce) can chopped black olives, drained #1 (16 ounce) package shredded Cheddar cheese #1 green onion, chopped ",0.6,5.1,3.0,0.0154,0.0006
70,Pumpernickel Spinach Dip I,24171,"A lovely pumpernickel bread bowl is the container for this simple spinach dip. It's perfect for parties, tastes fabulous and is attractive to look at. Dry onion soup mix may be substituted for dry dill dip mix. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9704.jpg,24,73.2,16,4.8,6.1,0.2,0.030699999999999998,0.0121,0.07859999999999999,0.1963,"1 (8 ounce) container sour cream #½ (8 ounce) package cream cheese, softened #2 tablespoons mayonnaise #1 (1 ounce) package dry dill dip mix #½ bunch spinach, rinsed and chopped #1 (8 ounce) loaf round pumpernickel loaf ",0.8,4.9,2.4,0.009699999999999999,0.0005
71,Spicy Cheese Spread,24172,"My grandmother first made this recipe a few years ago. It quickly became a family favorite. The spread is best if allowed to chill overnight. Try it with tortilla chips, potato chips, or crackers. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3467297.jpg,24,74.9,2,4.0,1.4,0.8,0.0762,0.0035,0.048,0.2088,"2 cups shredded Mexican-style processed cheese food #1 (8 ounce) package cream cheese, softened #1 (4 ounce) can deviled ham meat spread #2 tablespoons chopped green onion #2 tablespoons milk #½ teaspoon Worcestershire sauce ",0.0,6.4,4.1,0.0206,0.0001
72,Mozzarella Sticks I,24173,A new twist on ordinary fried mozzarella sticks. A combination of bread and mozzarella makes for a satisfying meal or appetizer. Be sure your mozzarella slice is large enough to cover the bread! Serve with hot tomato sauce or as a hot sandwich covered with tomato sauce. You'll never eat a regular mozzarella stick again. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3521318.jpg,4,316,9,4.0,11.9,0.9,0.1061,0.011699999999999999,0.0696,0.22169999999999998,"1 quart oil for deep frying #2 slices Italian bread #1 slice mozzarella cheese, 1/4 inch thick #2 eggs, beaten #1 tablespoon grated Parmesan cheese #⅓ cup dry bread crumbs ",0.7,26.8,4.7,0.0986,0.0012
73,Gary's Stuffed Mushrooms,24174,Chicken flavored dry stuffing mix is the secret ingredient in these stuffed mushrooms created by my cousin Gary. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1037150.jpg,12,413.1,483,4.6,14.4,2.2,0.036,0.012199999999999999,0.16140000000000002,0.6935,"12 large fresh mushrooms, stems removed #1 (6 ounce) package chicken flavored dry stuffing mix #1 (8 ounce) package cream cheese, softened #½ pound imitation crabmeat, flaked #2 cups butter #2 cloves garlic, peeled and minced # salt and pepper to taste # garlic powder to taste # crushed red pepper to taste ",1.0,37.9,23.7,0.1057,0.0011
74,Caroline and Brian's Stuffed Mushrooms,24175,These fantastic portobello mushrooms are stuffed with a seasoned turkey sausage and cream cheese mixture. Even those who don't usually like mushrooms will love these! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1116563.jpg,5,171.5,68,4.4,16.1,2.8,0.0799,0.0219,0.6227999999999999,0.31789999999999996,"5 portobello mushrooms #1 turkey sausage link, without casing #3 cloves garlic, peeled and chopped #1 tablespoon crushed garlic #½ teaspoon ground cayenne pepper #1 teaspoon ground black pepper #½ cup seasoned bread crumbs #½ cup cream cheese, softened #2 tablespoons grated Parmesan cheese ",2.5,9.6,5.7,0.027399999999999997,0.0018
75,Mozzarella Puffs,24176,"Buttermilk biscuits are stuffed with mozzarella cheese, covered in pizza sauce and baked to golden perfection. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F208869.jpg,10,92.1,83,4.2,9.8,1.8,0.08070000000000001,0.006,0.0442,0.2819,"1 (7.5 ounce) package refrigerated buttermilk biscuit dough #1 teaspoon dried oregano #3 ounces mozzarella cheese, cut into 3/4 inch cubes #2 tablespoons pizza sauce ",0.3,4.3,1.6,0.0057,0.0006
76,Mozzarella Dip,24177,"This rich dipping sauce is made with mozzarella and Parmesan cheeses, and is perfect with raw vegetables or tortilla chips. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F971770.jpg,32,125.1,38,3.5,1.0,0.3,0.040600000000000004,0.0019,0.016,0.126,2 cups mayonnaise #1 cup sour cream #1 cup shredded mozzarella cheese #2 tablespoons grated Parmesan cheese #1 tablespoon minced onion #1 teaspoon white sugar #1 dash garlic salt #1 dash seasoning salt ,0.0,13.1,3.0,0.0109,0.0
77,Pinwheels,24178,"Flavored cream cheese spread on lunch meat of choice, rolled up, and sliced into pinwheels secured with toothpicks. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F871616.jpg,12,75.2,3,2.5,1.8,0.9,0.0218,0.0019,0.037,0.12869999999999998,"1 (8 ounce) package cream cheese, softened #1 tablespoon prepared horseradish #1 tablespoon Worcestershire sauce #2 tablespoons chopped sweet pickles #1 (2.25 ounce) can black olives, drained and chopped ",0.2,7.1,4.2,0.0205,0.0005
78,Kiwi Fruit Salsa,24179,"Mild onion, kiwi, banana and orange are spiced with a chopped pepper in this refreshing summer salsa. Try it with chips, or as a side to grilled meats and fish. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F947995.jpg,16,40.3,2,2.6,9.8,7.0,0.0213,0.008,0.1453,0.0048,"1 cup balsamic vinegar #1 Spanish onion, finely chopped #1 banana, peeled and chopped #2 oranges - peeled, seeded and chopped #4 kiwis, peeled and chopped #1 serrano pepper, chopped ",1.4,0.2,0.0,0.0,0.0002
79,Indian Relish,24180,Spread cream cheese on your favorite crackers and top with this zesty relish. Red bell peppers and sweet onion are simmered in white wine vinegar and red pepper flakes. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8976852.jpg,24,38.5,94,4.7,9.6,9.0,0.0029,0.0022,0.0353,0.0018,"2 red bell peppers, chopped #1 sweet onion, peeled and chopped #1 cup white wine vinegar #1 cup white sugar #1 tablespoon crushed red pepper flakes ",0.4,0.1,0.0,0.0,0.0002
80,Mexican Lasagna Chip Dip,24181,"I'm not sure why it's called lasagna, but it is very good. A beef and refried bean mixture is buried in melted cheeses. Try serving it for a New Years or Super Bowl party. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1700984.jpg,18,279.1,59,4.5,11.8,1.8,0.1423,0.032,0.3433,0.6404,"1 pound ground beef #1 cup diced onion #1 (16 ounce) jar salsa #2 (16 ounce) cans refried beans #2 (4 ounce) cans chopped green chile peppers #1 (2 ounce) can sliced black olives, drained #2 (8 ounce) packages cream cheese, sliced #2 cups shredded Cheddar cheese ",3.5,20.6,11.1,0.066,0.0019
81,Black Bean Salsa,24182,"This is a wonderful salsa!! It is full of black beans, corn, tomatoes, and onion. I can never make enough when I have a party!! Chill 24 hours before serving if you have time!! Serve with tortilla chips. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8185.jpg,40,41.6,158,4.5,8.3,0.4,0.023100000000000002,0.0175,0.1706,0.2074,"3 (15 ounce) cans black beans, drained and rinsed #1 (11 ounce) can Mexican-style corn, drained #2 (10 ounce) cans diced tomatoes with green chile peppers, partially drained #2 tomatoes, diced #2 bunches green onions, chopped # cilantro leaves, for garnish ",2.9,0.2,0.0,0.0,0.0009
82,Fruit Pizza,24183,This tasty sugar cookie crust topped with a creamy spread is the base for the sliced fruit toppings of your choice. Try kiwi and mango slices arranged with different colored grapes! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6797461.jpg,16,234.6,184,4.6,28.0,13.6,0.0116,0.0011,0.0173,0.16369999999999998,"1 (18 ounce) package refrigerated sugar cookie dough #1 (7 ounce) jar marshmallow creme #1 (8 ounce) package cream cheese, softened ",0.0,12.8,5.3,0.0188,0.001
83,Festive Nut Bowl,24184,Festive Nut Bowl is so easy to make. Dried cranberries add color and a burst of tartness to the mixed nuts. It's always a big hit during cocktail hour. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F855881.jpg,16,175.4,6,5.0,12.2,6.3,0.0193,0.0424,0.1586,0.088,1 cup macadamia nuts #1 cup cashews #1 cup shelled pistachio nuts #1 cup dried cranberries ,2.1,13.8,2.2,0.0,0.0011
84,Italian Sausage Dip,24185,"Serve this rich, creamy sausage dip warm with your favorite chips. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7620506.jpg,32,95.6,19,4.3,2.9,1.0,0.0277,0.007,0.1129,0.2294,"1 pound ground Italian sausage #2 tomatoes, chopped #2 chopped green bell peppers #2 onions, chopped #2 (4 ounce) cans chopped green chile peppers #1 (16 ounce) container sour cream #1 (8 ounce) package cream cheese ",0.4,8.1,4.3,0.0195,0.0003
85,Crabby Horseradish Dip,24186,"Quick, easy, warm, creamy and ADDICTIVE!!! This very simple crabmeat dip will put a smile on the face of even your crabbiest guests! Serve with your favorite crackers and pretzels. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1060618.jpg,16,60.8,14,3.6,0.7,0.2,0.0228,0.0054,0.0626,0.0906,"1 (6 ounce) can crabmeat, drained and flaked #1 (8 ounce) package cream cheese, softened #1 ½ tablespoons prepared horseradish #1 dash Worcestershire sauce #2 teaspoons chili sauce #1 teaspoon lemon juice ",0.1,5.0,3.1,0.0247,0.0003
86,Easy Pepperoni Bread,24187,"Frozen bread dough makes this tasty recipe a breeze to prepare! Pepperoni, mozzarella cheese and Italian seasonings are rolled together, baked to delicious perfection, then cut into bite-sized delights. Your guests will beg for the recipe! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1038638.jpg,20,87.2,142,4.7,0.4,0.2,0.0731,0.005,0.0474,0.2407,"1 (1 pound) loaf frozen bread dough #1 tablespoon extra virgin olive oil #½ tablespoon dried basil leaves #½ tablespoon dried minced onion flakes #½ tablespoon dried oregano #1 (8 ounce) package sliced pepperoni sausage #1 (6 ounce) package shredded mozzarella cheese #1 egg, lightly beaten ",0.1,7.2,2.7,0.0264,0.0003
87,Nutty Napoleons,24188,"A family favorite! Pecan halves sandwich and are topped with a tasty cheese mixture to form bite-sized treats that will make your guests nutty for more! This appetizer may not take over the world, but it will definitely take over your taste buds! ",0,48,31.4,3,5.0,0.6,0.2,0.0099,0.0040999999999999995,0.0182,0.0215,"96 pecan halves #1 (3 ounce) package cream cheese, softened #2 ounces stilton cheese #2 teaspoons port wine #½ teaspoon honey #1 pinch ground black pepper #2 tablespoons chopped fresh chives ",0.3,3.1,0.8,0.0028,0.0001
